time,open,high,low,close
2002-05-07T11:00:00+02:00,1.56675,1.56675,1.56675,1.56675
2002-05-08T11:00:00+02:00,1.56675,1.57005,1.56675,1.57005
2002-05-09T11:00:00+02:00,1.57005,1.57005,1.56525,1.56525
2002-05-10T11:00:00+02:00,1.56525,1.56525,1.5585,1.5585
2002-05-13T11:00:00+02:00,1.5585,1.5585,1.55395,1.55395
2002-05-14T11:00:00+02:00,1.55395,1.5582,1.55395,1.5582
2002-05-15T11:00:00+02:00,1.5582,1.5582,1.5573,1.5573
2002-05-16T11:00:00+02:00,1.5573,1.5573,1.5547,1.5547
2002-05-20T11:00:00+02:00,1.5465,1.5465,1.5427,1.5427
2002-05-21T11:00:00+02:00,1.5427,1.5427,1.53725,1.53725
2002-05-22T11:00:00+02:00,1.53725,1.53725,1.53185,1.53185
2002-05-23T11:00:00+02:00,1.53185,1.536,1.53185,1.536
2002-05-24T11:00:00+02:00,1.536,1.536,1.533,1.533
2002-05-27T11:00:00+02:00,1.5329,1.5334,1.5329,1.5334
2002-05-28T11:00:00+02:00,1.5334,1.5334,1.5307,1.5307
2002-05-29T11:00:00+02:00,1.5307,1.5349,1.5307,1.5349
2002-05-30T11:00:00+02:00,1.5349,1.5349,1.5347,1.5347
2002-05-31T11:00:00+02:00,1.5347,1.5347,1.5282,1.5282
2002-06-03T11:00:00+02:00,1.5368,1.5368,1.52715,1.52715
2002-06-04T11:00:00+02:00,1.52715,1.53165,1.52715,1.53165
2002-06-05T11:00:00+02:00,1.53165,1.53175,1.53165,1.53175
2002-06-06T11:00:00+02:00,1.53175,1.53325,1.53175,1.53325
2002-06-10T11:00:00+02:00,1.5329,1.53945,1.5329,1.53945
2002-06-11T11:00:00+02:00,1.53945,1.53945,1.53595,1.53595
2002-06-12T11:00:00+02:00,1.53595,1.53595,1.53535,1.53535
2002-06-13T11:00:00+02:00,1.53535,1.53985,1.53535,1.53985
2002-06-14T11:00:00+02:00,1.53985,1.5467,1.53985,1.5467
2002-06-17T11:00:00+02:00,1.5464,1.5464,1.54635,1.54635
2002-06-18T11:00:00+02:00,1.54635,1.54635,1.5456,1.5456
2002-06-19T11:00:00+02:00,1.5456,1.5456,1.5407,1.5407
2002-06-20T11:00:00+02:00,1.5407,1.5407,1.5279,1.5279
2002-06-21T11:00:00+02:00,1.5279,1.5279,1.5204,1.5204
2002-06-24T11:00:00+02:00,1.5209,1.5209,1.52065,1.52065
2002-06-25T11:00:00+02:00,1.52065,1.52065,1.51505,1.51505
2002-06-26T11:00:00+02:00,1.51505,1.51885,1.51505,1.51885
2002-06-27T11:00:00+02:00,1.51885,1.51885,1.51065,1.51065
2002-06-28T11:00:00+02:00,1.51065,1.5188,1.51065,1.5188
2002-07-01T11:00:00+02:00,1.5188,1.5188,1.51635,1.51635
2002-07-02T11:00:00+02:00,1.51635,1.52665,1.51635,1.52665
2002-07-03T11:00:00+02:00,1.52665,1.5314,1.52665,1.5314
2002-07-04T11:00:00+02:00,1.5314,1.5314,1.52785,1.52785
2002-07-05T11:00:00+02:00,1.52785,1.52785,1.5224,1.5224
2002-07-08T11:00:00+02:00,1.5225,1.52355,1.5225,1.52355
2002-07-09T11:00:00+02:00,1.52355,1.52355,1.51195,1.51195
2002-07-10T11:00:00+02:00,1.51195,1.52025,1.51195,1.52025
2002-07-11T11:00:00+02:00,1.52025,1.52545,1.52025,1.52545
2002-07-12T11:00:00+02:00,1.52545,1.5335,1.52545,1.5335
2002-07-15T11:00:00+02:00,1.5331,1.53875,1.5331,1.53875
2002-07-16T11:00:00+02:00,1.53875,1.53895,1.53875,1.53895
2002-07-17T11:00:00+02:00,1.53895,1.53975,1.53895,1.53975
2002-07-18T11:00:00+02:00,1.53975,1.5449,1.53975,1.5449
2002-07-19T11:00:00+02:00,1.5449,1.5449,1.543,1.543
2002-07-22T11:00:00+02:00,1.5431,1.56495,1.5431,1.56495
2002-07-23T11:00:00+02:00,1.56495,1.5837,1.56495,1.5837
