wd_variant,pair,pivot_type,htf,ltf,htf_first_candle_time,htf_second_candle_time,htf_gap_low,htf_gap_high,htf_gap_width,htf_wick_diff_low,htf_wick_diff_high,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_htf_gap,htf_first_touch_time,pending_until_htf_touch
OUTSIDE,AUDCHF,long,W,H1,2024-01-08 00:00,2024-01-15 00:00,0.56394,0.5701,0.006160000000000054,0.56394,0.56764,2024-01-18 13:00,2024-01-18 14:00,0.56826,0.56861,0.00034999999999996145,0.05681818181817506,2024-01-22 00:00,False
OUTSIDE,AUDCHF,long,W,H1,2024-01-08 00:00,2024-01-15 00:00,0.56394,0.5701,0.006160000000000054,0.56394,0.56764,2024-01-18 17:00,2024-01-18 18:00,0.5694,0.5695,9.999999999998899e-05,0.016233766233764303,2024-01-22 00:00,False
OUTSIDE,AUDCHF,long,W,H1,2024-02-26 00:00,2024-03-04 00:00,0.57041,0.57642,0.006010000000000071,0.57041,0.57374,2024-03-05 08:00,2024-03-05 09:00,0.57374,0.57393,0.00019000000000002348,0.03161397670549438,2024-04-15 00:00,False
OUTSIDE,AUDCHF,long,W,H1,2024-02-26 00:00,2024-03-04 00:00,0.57041,0.57642,0.006010000000000071,0.57041,0.57374,2024-03-06 00:00,2024-03-06 01:00,0.57426,0.57432,6.0000000000060005e-05,0.009983361064901714,2024-04-15 00:00,False
OUTSIDE,AUDCHF,short,W,H1,2024-01-15 00:00,2024-01-22 00:00,0.57272,0.57396,0.0012400000000000189,0.57368,0.57396,2024-01-23 14:00,2024-01-23 15:00,0.57344,0.57348,4.0000000000040004e-05,0.032258064516160805,2024-02-12 00:00,False
OUTSIDE,AUDCHF,short,W,H1,2024-02-19 00:00,2024-02-26 00:00,0.57833,0.57932,0.0009899999999999354,0.57874,0.57932,2024-02-25 23:00,2024-02-26 00:00,0.57858,0.57874,0.000160000000000049,0.16161616161622167,2024-03-04 00:00,False
OUTSIDE,AUDCHF,short,W,H1,2024-03-04 00:00,2024-03-11 00:00,0.58146,0.58294,0.0014800000000000368,0.58265,0.58294,2024-03-14 23:00,2024-03-15 00:00,0.5818,0.58184,4.0000000000040004e-05,0.027027027027053382,2024-03-18 00:00,False
OUTSIDE,AUDCHF,short,W,H1,2024-04-01 00:00,2024-04-08 00:00,0.59356,0.59957,0.006010000000000071,0.59923,0.59957,2024-04-11 07:00,2024-04-11 08:00,0.59651,0.59656,4.999999999999449e-05,0.008319467554075526,2024-04-22 00:00,False
OUTSIDE,AUDCHF,short,W,H1,2024-04-01 00:00,2024-04-08 00:00,0.59356,0.59957,0.006010000000000071,0.59923,0.59957,2024-04-12 07:00,2024-04-12 08:00,0.59482,0.59542,0.0005999999999999339,0.09983361064890629,2024-04-22 00:00,False
OUTSIDE,AUDJPY,long,W,H1,2024-01-08 00:00,2024-01-15 00:00,96.146,96.882,0.7360000000000042,96.146,96.588,2024-01-16 03:00,2024-01-16 04:00,96.588,96.602,0.014000000000010004,0.019021739130448266,2024-01-29 00:00,False
