pair,pivot_type,htf_first_candle_time,htf_second_candle_time,htf_gap_low,htf_gap_high,htf_gap_width,htf_wick_diff_low,htf_wick_diff_high,ltf,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_htf_gap,htf_first_touch_time,pending_until_htf_touch,inside_or_outside
CADCHF,short,2015-01-05 00:00,2015-01-12 00:00,0.85477,0.86508,0.01030999999999993,0.8576,0.86508,H4,2015-01-12 06:00,2015-01-12 10:00,0.856755,0.8576,0.0008449999999999847,0.08195926285159945,,True,OUTSIDE
CADCHF,long,2015-01-19 00:00,2015-01-26 00:00,0.69066,0.70858,0.017919999999999936,0.69066,0.70376,H4,2015-01-25 22:00,2015-01-26 02:00,0.70376,0.704415,0.0006549999999999612,0.03655133928571225,2015-08-24 00:00,False,OUTSIDE
CADCHF,short,2015-03-09 00:00,2015-03-16 00:00,0.786555,0.79503,0.00847500000000001,0.78967,0.79503,H4,2015-03-17 13:00,2015-03-17 17:00,0.788035,0.788195,0.00015999999999993797,0.0188790560471903,2015-04-13 00:00,False,OUTSIDE
CADCHF,short,2015-03-09 00:00,2015-03-16 00:00,0.786555,0.79503,0.00847500000000001,0.78967,0.79503,H4,2015-03-19 01:00,2015-03-19 05:00,0.78768,0.78795,0.00026999999999999247,0.03185840707964509,2015-04-13 00:00,False,OUTSIDE
CADCHF,long,2015-03-30 00:00,2015-04-06 00:00,0.759035,0.762225,0.003190000000000026,0.759035,0.761685,H4,2015-04-06 09:00,2015-04-06 13:00,0.76175,0.76198,0.00022999999999995246,0.07210031347960834,2015-05-04 00:00,False,OUTSIDE
CADCHF,long,2015-04-13 00:00,2015-04-20 00:00,0.77366,0.777695,0.004035000000000011,0.77366,0.775275,H4,2015-04-21 13:00,2015-04-21 17:00,0.775275,0.775445,0.00017000000000000348,0.042131350681537304,2015-04-27 00:00,False,OUTSIDE
CADCHF,long,2015-04-13 00:00,2015-04-20 00:00,0.77366,0.777695,0.004035000000000011,0.77366,0.775275,H4,2015-04-22 05:00,2015-04-22 09:00,0.777075,0.777615,0.0005399999999999849,0.1338289962825238,2015-04-27 00:00,False,OUTSIDE
CADCHF,short,2015-05-04 00:00,2015-05-11 00:00,0.77067,0.77649,0.005820000000000047,0.775555,0.77649,H4,2015-05-13 05:00,2015-05-13 09:00,0.774555,0.775555,0.0010000000000000009,0.17182130584192315,2015-05-25 00:00,False,OUTSIDE
CADCHF,long,2015-05-25 00:00,2015-06-01 00:00,0.742905,0.755035,0.012129999999999974,0.742905,0.749185,H4,2015-06-05 13:00,2015-06-05 17:00,0.752335,0.753,0.0006650000000000267,0.05482275350371213,2015-06-08 00:00,False,OUTSIDE
CADCHF,long,2015-07-27 00:00,2015-08-03 00:00,0.732885,0.73817,0.005284999999999984,0.732885,0.73393,H4,2015-08-03 05:00,2015-08-03 09:00,0.73393,0.73433,0.00040000000000006697,0.07568590350048593,2015-08-17 00:00,False,OUTSIDE
CADCHF,long,2015-07-27 00:00,2015-08-03 00:00,0.732885,0.73817,0.005284999999999984,0.732885,0.73393,H4,2015-08-03 21:00,2015-08-04 01:00,0.735755,0.736125,0.00036999999999998145,0.07000946073793426,2015-08-17 00:00,False,OUTSIDE
