pair,pivot_type,weekly_first_candle_time,weekly_second_candle_time,weekly_gap_low,weekly_gap_high,weekly_gap_width,ltf,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_weekly,weekly_first_touch_time,pending_until_weekly_touch
NZDUSD,long,2021-10-04 00:00,2021-10-11 00:00,0.68768,0.69294,0.005260000000000042,H4,2021-10-06 05:00,2021-10-06 09:00,0.68768,0.68836,0.0006800000000000139,0.12927756653992556,2021-11-22 00:00,False
NZDUSD,long,2021-10-04 00:00,2021-10-11 00:00,0.68768,0.69294,0.005260000000000042,H4,2021-10-06 13:00,2021-10-06 17:00,0.68988,0.69006,0.00017999999999995797,0.03422053231938337,2021-11-22 00:00,False
NZDUSD,long,2021-10-04 00:00,2021-10-11 00:00,0.68768,0.69294,0.005260000000000042,H4,2021-10-13 09:00,2021-10-13 13:00,0.69116,0.69162,0.00046000000000001595,0.08745247148289206,2021-11-22 00:00,False
NZDUSD,short,2021-10-25 00:00,2021-11-01 00:00,0.71702,0.7217,0.0046800000000000175,H4,2021-11-03 21:00,2021-11-04 01:00,0.71708,0.71788,0.0007999999999999119,0.1709401709401515,2021-11-08 00:00,False
NZDUSD,short,2021-12-06 00:00,2021-12-13 00:00,0.67984,0.68338,0.0035399999999999876,H4,2021-12-16 10:00,2021-12-16 14:00,0.68326,0.68338,0.00012000000000000899,0.03389830508474842,2021-12-20 00:00,False
NZDUSD,short,2021-12-06 00:00,2021-12-13 00:00,0.67984,0.68338,0.0035399999999999876,H4,2021-12-16 18:00,2021-12-16 22:00,0.68023,0.68024,9.99999999995449e-06,0.002824858757049301,2021-12-20 00:00,False
NZDUSD,long,2021-12-13 00:00,2021-12-20 00:00,0.67016,0.67412,0.003960000000000075,H4,2021-12-22 02:00,2021-12-22 06:00,0.67398,0.67404,5.999999999994898e-05,0.015151515151501984,2022-01-03 00:00,False
NZDUSD,long,2022-01-03 00:00,2022-01-10 00:00,0.67332,0.6776,0.0042799999999999505,H4,2022-01-12 06:00,2022-01-12 10:00,0.67736,0.67752,0.000160000000000049,0.037383177570105335,2022-01-17 00:00,False
NZDUSD,short,2022-01-10 00:00,2022-01-17 00:00,0.68019,0.68907,0.008879999999999999,H4,2022-01-13 10:00,2022-01-13 14:00,0.68846,0.68907,0.0006099999999999994,0.06869369369369364,2022-02-21 00:00,False
NZDUSD,short,2022-01-10 00:00,2022-01-17 00:00,0.68019,0.68907,0.008879999999999999,H4,2022-01-14 02:00,2022-01-14 06:00,0.68688,0.68738,0.0004999999999999449,0.05630630630630011,2022-02-21 00:00,False
NZDUSD,short,2022-01-10 00:00,2022-01-17 00:00,0.68019,0.68907,0.008879999999999999,H4,2022-01-17 06:00,2022-01-17 10:00,0.68152,0.68184,0.00031999999999998696,0.03603603603603457,2022-02-21 00:00,False
