pair,pivot_type,weekly_first_candle_time,weekly_second_candle_time,weekly_gap_low,weekly_gap_high,weekly_gap_width,ltf,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_weekly,weekly_first_touch_time,pending_until_weekly_touch
CADJPY,long,2018-01-22 00:00,2018-01-29 00:00,87.802,88.183,0.3810000000000002,H4,2018-01-30 18:00,2018-01-30 22:00,88.118,88.162,0.04400000000001114,0.11548556430449111,2018-02-05 00:00,False
CADJPY,short,2018-01-29 00:00,2018-02-05 00:00,88.641,89.437,0.7959999999999923,H4,2018-02-02 06:00,2018-02-02 10:00,89.408,89.437,0.028999999999996362,0.03643216080401589,2018-10-01 00:00,False
CADJPY,long,2018-02-26 00:00,2018-03-05 00:00,81.38,82.077,0.6970000000000027,H4,2018-03-07 14:00,2018-03-07 18:00,81.425,81.506,0.08100000000000307,0.11621233859397813,2018-03-12 00:00,False
CADJPY,long,2018-02-26 00:00,2018-03-05 00:00,81.38,82.077,0.6970000000000027,H4,2018-03-08 14:00,2018-03-08 18:00,81.878,81.908,0.030000000000001137,0.04304160688665856,2018-03-12 00:00,False
CADJPY,short,2018-03-05 00:00,2018-03-12 00:00,83.383,83.492,0.10900000000000887,H4,2018-03-11 21:00,2018-03-12 01:00,83.49,83.492,0.0020000000000095497,0.01834862385329713,2018-04-02 00:00,False
CADJPY,long,2018-03-12 00:00,2018-03-19 00:00,80.548,80.924,0.3760000000000048,H4,2018-03-19 01:00,2018-03-19 05:00,80.548,80.577,0.028999999999996362,0.07712765957445743,2018-12-24 00:00,False
CADJPY,long,2018-03-12 00:00,2018-03-19 00:00,80.548,80.924,0.3760000000000048,H4,2018-03-19 13:00,2018-03-19 17:00,80.802,80.85,0.04799999999998761,0.12765957446805054,2018-12-24 00:00,False
CADJPY,short,2018-04-09 00:00,2018-04-16 00:00,85.117,85.762,0.644999999999996,H4,2018-04-13 09:00,2018-04-13 13:00,85.724,85.762,0.0379999999999967,0.058914728682165796,2018-04-23 00:00,False
CADJPY,short,2018-04-09 00:00,2018-04-16 00:00,85.117,85.762,0.644999999999996,H4,2018-04-18 09:00,2018-04-18 13:00,85.367,85.434,0.06699999999999307,0.10387596899223796,2018-04-23 00:00,False
CADJPY,short,2018-04-09 00:00,2018-04-16 00:00,85.117,85.762,0.644999999999996,H4,2018-04-19 09:00,2018-04-19 13:00,85.24,85.302,0.06200000000001182,0.09612403100777087,2018-04-23 00:00,False
CADJPY,short,2018-04-23 00:00,2018-04-30 00:00,84.994,85.738,0.7439999999999998,H4,2018-05-02 05:00,2018-05-02 09:00,85.668,85.738,0.06999999999999318,0.0940860215053672,2018-05-07 00:00,False
CADJPY,short,2018-04-23 00:00,2018-04-30 00:00,84.994,85.738,0.7439999999999998,H4,2018-05-03 05:00,2018-05-03 09:00,85.41,85.436,0.02600000000001046,0.034946236559153854,2018-05-07 00:00,False
CADJPY,long,2018-04-30 00:00,2018-05-07 00:00,83.892,84.946,1.054000000000002,H4,2018-05-08 05:00,2018-05-08 09:00,83.892,83.957,0.06499999999999773,0.06166982922200911,2018-05-21 00:00,False
CADJPY,long,2018-05-21 00:00,2018-05-28 00:00,83.002,84.312,1.3100000000000023,H4,2018-05-31 13:00,2018-05-31 17:00,83.576,83.634,0.058000000000006935,0.04427480916031056,2018-06-04 00:00,False
CADJPY,short,2018-06-04 00:00,2018-06-11 00:00,84.745,85.646,0.9009999999999962,H4,2018-06-06 09:00,2018-06-06 13:00,85.541,85.646,0.10500000000000398,0.11653718091010479,2018-07-09 00:00,False
CADJPY,short,2018-06-04 00:00,2018-06-11 00:00,84.745,85.646,0.9009999999999962,H4,2018-06-13 13:00,2018-06-13 17:00,85.182,85.198,0.015999999999991132,0.017758046614862594,2018-07-09 00:00,False
CADJPY,long,2018-06-18 00:00,2018-06-25 00:00,82.174,82.879,0.7049999999999983,H4,2018-06-25 13:00,2018-06-25 17:00,82.174,82.182,0.007999999999995566,0.011347517730490192,2018-12-17 00:00,False
CADJPY,long,2018-06-18 00:00,2018-06-25 00:00,82.174,82.879,0.7049999999999983,H4,2018-06-27 21:00,2018-06-28 01:00,82.47,82.524,0.054000000000002046,0.07659574468085416,2018-12-17 00:00,False
CADJPY,long,2018-06-18 00:00,2018-06-25 00:00,82.174,82.879,0.7049999999999983,H4,2018-06-28 05:00,2018-06-28 09:00,82.64,82.672,0.031999999999996476,0.04539007092198093,2018-12-17 00:00,False
CADJPY,short,2018-07-09 00:00,2018-07-16 00:00,85.39,85.748,0.3580000000000041,H4,2018-07-18 17:00,2018-07-18 21:00,85.719,85.748,0.029000000000010573,0.08100558659220738,2018-07-30 00:00,False
CADJPY,long,2018-07-16 00:00,2018-07-23 00:00,84.268,84.762,0.4939999999999998,H4,2018-07-24 09:00,2018-07-24 13:00,84.378,84.398,0.01999999999999602,0.040485829959506135,2018-07-30 00:00,False
CADJPY,short,2018-07-30 00:00,2018-08-06 00:00,85.635,86.29,0.6550000000000011,H4,2018-08-07 05:00,2018-08-07 09:00,85.826,85.858,0.03200000000001069,0.0488549618320773,2018-08-27 00:00,False
CADJPY,long,2018-08-06 00:00,2018-08-13 00:00,83.635,84.336,0.7009999999999934,H4,2018-08-13 01:00,2018-08-13 05:00,83.635,83.641,0.006000000000000227,0.008559201141227223,2018-08-20 00:00,False
CADJPY,long,2018-08-06 00:00,2018-08-13 00:00,83.635,84.336,0.7009999999999934,H4,2018-08-17 13:00,2018-08-17 17:00,84.212,84.284,0.07200000000000273,0.10271041369472668,2018-08-20 00:00,False
CADJPY,short,2018-08-20 00:00,2018-08-27 00:00,85.411,86.586,1.1749999999999972,H4,2018-08-29 17:00,2018-08-29 21:00,86.558,86.586,0.027999999999991587,0.023829787234035452,2018-09-10 00:00,False
CADJPY,long,2018-09-03 00:00,2018-09-10 00:00,83.766,84.344,0.5779999999999887,H4,2018-09-06 13:00,2018-09-06 17:00,83.766,83.818,0.0519999999999925,0.0899653979238642,2018-12-03 00:00,False
CADJPY,long,2018-09-03 00:00,2018-09-10 00:00,83.766,84.344,0.5779999999999887,H4,2018-09-10 01:00,2018-09-10 05:00,84.088,84.131,0.043000000000006366,0.07439446366783253,2018-12-03 00:00,False
CADJPY,short,2018-10-29 00:00,2018-11-05 00:00,86.342,87.006,0.6640000000000015,H4,2018-11-08 14:00,2018-11-08 18:00,86.956,87.006,0.04999999999999716,0.07530120481927266,2018-11-12 00:00,False
CADJPY,short,2018-10-29 00:00,2018-11-05 00:00,86.342,87.006,0.6640000000000015,H4,2018-11-09 10:00,2018-11-09 14:00,86.402,86.452,0.04999999999999716,0.07530120481927266,2018-11-12 00:00,False
CADJPY,long,2018-11-19 00:00,2018-11-26 00:00,84.614,85.332,0.7179999999999893,H4,2018-11-20 18:00,2018-11-20 22:00,84.614,84.65,0.036000000000001364,0.050139275766019356,2018-12-03 00:00,False
CADJPY,long,2018-11-19 00:00,2018-11-26 00:00,84.614,85.332,0.7179999999999893,H4,2018-11-21 10:00,2018-11-21 14:00,84.9,84.926,0.02599999999999625,0.036211699164340715,2018-12-03 00:00,False
CADJPY,long,2018-11-19 00:00,2018-11-26 00:00,84.614,85.332,0.7179999999999893,H4,2018-11-23 10:00,2018-11-23 14:00,85.06,85.076,0.015999999999991132,0.022284122562662077,2018-12-03 00:00,False
