pair,pivot_type,weekly_first_candle_time,weekly_second_candle_time,weekly_gap_low,weekly_gap_high,weekly_gap_width,ltf,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_weekly,weekly_first_touch_time,pending_until_weekly_touch
CADJPY,short,2020-01-13 00:00,2020-01-20 00:00,84.305,84.571,0.26599999999999113,H4,2020-01-20 18:00,2020-01-20 22:00,84.46,84.461,0.0010000000000047748,0.0037593984962586775,2020-02-17 00:00,False
CADJPY,short,2020-02-17 00:00,2020-02-24 00:00,84.355,84.746,0.39099999999999113,H4,2020-02-21 14:00,2020-02-21 18:00,84.587,84.626,0.03900000000000148,0.09974424552430272,2021-02-22 00:00,False
CADJPY,long,2020-03-16 00:00,2020-03-23 00:00,73.812,77.034,3.2220000000000084,H4,2020-03-19 01:00,2020-03-19 05:00,74.206,74.389,0.18299999999999272,0.05679702048416892,2020-03-30 00:00,False
CADJPY,long,2020-03-16 00:00,2020-03-23 00:00,73.812,77.034,3.2220000000000084,H4,2020-03-23 01:00,2020-03-23 05:00,75.988,76.188,0.20000000000000284,0.06207324643078905,2020-03-30 00:00,False
CADJPY,long,2020-03-16 00:00,2020-03-23 00:00,73.812,77.034,3.2220000000000084,H4,2020-03-24 09:00,2020-03-24 13:00,76.236,76.236,0.0,0.0,2020-03-30 00:00,False
CADJPY,long,2020-03-16 00:00,2020-03-23 00:00,73.812,77.034,3.2220000000000084,H4,2020-03-27 13:00,2020-03-27 17:00,76.61,76.776,0.16599999999999682,0.05152079453755319,2020-03-30 00:00,False
CADJPY,short,2020-03-23 00:00,2020-03-30 00:00,77.16,78.484,1.323999999999998,H4,2020-03-25 17:00,2020-03-25 21:00,78.427,78.484,0.05699999999998795,0.043051359516607275,2020-04-06 00:00,False
CADJPY,short,2020-03-23 00:00,2020-03-30 00:00,77.16,78.484,1.323999999999998,H4,2020-03-26 17:00,2020-03-26 21:00,78.189,78.282,0.09300000000000352,0.07024169184290306,2020-04-06 00:00,False
CADJPY,long,2020-04-27 00:00,2020-05-04 00:00,74.786,75.882,1.0960000000000036,H4,2020-05-06 17:00,2020-05-06 21:00,74.786,74.972,0.18599999999999284,0.1697080291970732,2020-05-11 00:00,False
CADJPY,short,2020-05-04 00:00,2020-05-11 00:00,76.562,77.062,0.5,H4,2020-05-12 09:00,2020-05-12 13:00,76.798,76.868,0.06999999999999318,0.13999999999998636,2020-05-18 00:00,False
CADJPY,long,2020-05-11 00:00,2020-05-18 00:00,75.58,75.884,0.30400000000000205,H4,2020-05-15 17:00,2020-05-17 21:00,75.868,75.877,0.009000000000000341,0.029605263157895658,,True
CADJPY,short,2020-06-01 00:00,2020-06-08 00:00,81.654,81.912,0.2580000000000098,H4,2020-06-08 05:00,2020-06-08 09:00,81.754,81.754,0.0,0.0,2020-12-07 00:00,False
CADJPY,short,2020-06-29 00:00,2020-07-06 00:00,79.346,79.703,0.3569999999999993,H4,2020-06-30 21:00,2020-07-01 01:00,79.654,79.703,0.049000000000006594,0.13725490196080303,2020-07-20 00:00,False
CADJPY,short,2020-06-29 00:00,2020-07-06 00:00,79.346,79.703,0.3569999999999993,H4,2020-07-09 05:00,2020-07-09 09:00,79.492,79.542,0.04999999999999716,0.1400560224089559,2020-07-20 00:00,False
CADJPY,long,2020-07-06 00:00,2020-07-13 00:00,78.388,78.668,0.28000000000000114,H4,2020-07-10 05:00,2020-07-10 09:00,78.388,78.396,0.007999999999995566,0.02857142857141262,2020-07-20 00:00,False
CADJPY,short,2020-07-20 00:00,2020-07-27 00:00,79.112,80.146,1.034000000000006,H4,2020-07-23 05:00,2020-07-23 09:00,80.134,80.146,0.012000000000000455,0.011605415860735381,2020-08-03 00:00,False
CADJPY,short,2020-07-20 00:00,2020-07-27 00:00,79.112,80.146,1.034000000000006,H4,2020-07-23 13:00,2020-07-23 17:00,79.996,80.015,0.019000000000005457,0.01837524177950227,2020-08-03 00:00,False
CADJPY,short,2020-07-20 00:00,2020-07-27 00:00,79.112,80.146,1.034000000000006,H4,2020-07-24 17:00,2020-07-26 21:00,79.133,79.134,0.0010000000000047748,0.0009671179883991963,2020-08-03 00:00,False
CADJPY,long,2020-07-27 00:00,2020-08-03 00:00,77.617,78.925,1.3079999999999927,H4,2020-07-31 01:00,2020-07-31 05:00,77.617,77.641,0.02400000000000091,0.018348623853211808,2020-09-21 00:00,False
CADJPY,long,2020-07-27 00:00,2020-08-03 00:00,77.617,78.925,1.3079999999999927,H4,2020-08-03 05:00,2020-08-03 09:00,78.688,78.7,0.012000000000000455,0.009174311926605904,2020-09-21 00:00,False
CADJPY,short,2020-08-10 00:00,2020-08-17 00:00,80.345,80.989,0.6440000000000055,H4,2020-08-13 21:00,2020-08-14 01:00,80.884,80.959,0.07500000000000284,0.11645962732919597,2020-08-24 00:00,False
CADJPY,short,2020-08-10 00:00,2020-08-17 00:00,80.345,80.989,0.6440000000000055,H4,2020-08-17 05:00,2020-08-17 09:00,80.47,80.49,0.01999999999999602,0.03105590062111157,2020-08-24 00:00,False
CADJPY,long,2020-08-17 00:00,2020-08-24 00:00,79.892,80.298,0.4060000000000059,H4,2020-08-25 01:00,2020-08-25 05:00,80.045,80.056,0.01099999999999568,0.027093596059102266,2020-09-07 00:00,False
CADJPY,short,2020-08-31 00:00,2020-09-07 00:00,81.334,81.464,0.12999999999999545,H4,2020-09-02 17:00,2020-09-02 21:00,81.446,81.446,0.0,0.0,2020-11-09 00:00,False
CADJPY,long,2020-10-26 00:00,2020-11-02 00:00,77.918,78.54,0.6219999999999999,H4,2020-10-29 09:00,2020-10-29 13:00,77.918,77.969,0.05099999999998772,0.08199356913181308,,True
CADJPY,long,2020-10-26 00:00,2020-11-02 00:00,77.918,78.54,0.6219999999999999,H4,2020-11-02 02:00,2020-11-02 06:00,78.444,78.488,0.04399999999999693,0.07073954983922337,,True
CADJPY,short,2020-11-09 00:00,2020-11-16 00:00,79.666,81.426,1.7600000000000051,H4,2020-11-09 14:00,2020-11-09 18:00,81.324,81.426,0.10200000000000387,0.05795454545454748,2020-11-23 00:00,False
CADJPY,short,2020-11-09 00:00,2020-11-16 00:00,79.666,81.426,1.7600000000000051,H4,2020-11-10 14:00,2020-11-10 18:00,80.998,81.106,0.10799999999998988,0.06136363636363044,2020-11-23 00:00,False
CADJPY,short,2020-11-09 00:00,2020-11-16 00:00,79.666,81.426,1.7600000000000051,H4,2020-11-11 14:00,2020-11-11 18:00,80.861,80.954,0.09299999999998931,0.05284090909090287,2020-11-23 00:00,False
CADJPY,short,2020-11-09 00:00,2020-11-16 00:00,79.666,81.426,1.7600000000000051,H4,2020-11-12 06:00,2020-11-12 10:00,80.648,80.676,0.028000000000005798,0.01590909090909416,2020-11-23 00:00,False
CADJPY,short,2020-11-09 00:00,2020-11-16 00:00,79.666,81.426,1.7600000000000051,H4,2020-11-16 10:00,2020-11-16 14:00,80.134,80.349,0.2150000000000034,0.1221590909090925,2020-11-23 00:00,False
CADJPY,short,2020-11-09 00:00,2020-11-16 00:00,79.666,81.426,1.7600000000000051,H4,2020-11-16 18:00,2020-11-16 22:00,80.002,80.012,0.010000000000005116,0.005681818181821072,2020-11-23 00:00,False
CADJPY,long,2020-11-16 00:00,2020-11-23 00:00,79.232,79.316,0.08400000000000318,H4,2020-11-19 02:00,2020-11-19 06:00,79.232,79.236,0.0040000000000048885,0.04761904761910401,,True
CADJPY,long,2020-12-21 00:00,2020-12-28 00:00,80.146,80.571,0.42499999999999716,H4,2020-12-23 02:00,2020-12-23 06:00,80.194,80.226,0.031999999999996476,0.07529411764705103,2021-01-04 00:00,False
CADJPY,long,2020-12-21 00:00,2020-12-28 00:00,80.146,80.571,0.42499999999999716,H4,2020-12-24 18:00,2020-12-27 22:00,80.457,80.474,0.017000000000010118,0.04000000000002407,2021-01-04 00:00,False
CADJPY,long,2020-12-21 00:00,2020-12-28 00:00,80.146,80.571,0.42499999999999716,H4,2020-12-30 10:00,2020-12-30 14:00,80.535,80.558,0.023000000000010346,0.05411764705884824,2021-01-04 00:00,False
