pair,pivot_type,weekly_first_candle_time,weekly_second_candle_time,weekly_gap_low,weekly_gap_high,weekly_gap_width,ltf,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_weekly,weekly_first_touch_time,pending_until_weekly_touch
CADJPY,long,2015-01-26 00:00,2015-02-02 00:00,91.744,92.348,0.6039999999999992,H4,2015-01-30 10:00,2015-01-30 14:00,91.744,91.8535,0.10949999999999704,0.18129139072847217,2015-08-24 00:00,False
CADJPY,long,2015-01-26 00:00,2015-02-02 00:00,91.744,92.348,0.6039999999999992,H4,2015-02-02 06:00,2015-02-02 10:00,92.121,92.168,0.047000000000011255,0.07781456953644257,2015-08-24 00:00,False
CADJPY,short,2015-02-09 00:00,2015-02-16 00:00,95.432,96.42,0.9879999999999995,H4,2015-02-18 06:00,2015-02-18 10:00,96.081,96.207,0.12599999999999056,0.12753036437246015,2015-02-23 00:00,False
CADJPY,short,2015-03-02 00:00,2015-03-09 00:00,95.708,96.826,1.117999999999995,H4,2015-03-10 05:00,2015-03-10 09:00,96.3515,96.426,0.07450000000000045,0.06663685152057315,2015-03-16 00:00,False
CADJPY,short,2015-03-02 00:00,2015-03-09 00:00,95.708,96.826,1.117999999999995,H4,2015-03-11 05:00,2015-03-11 09:00,95.766,95.881,0.11499999999999488,0.10286225402504061,2015-03-16 00:00,False
CADJPY,long,2015-03-09 00:00,2015-03-16 00:00,94.386,94.969,0.5829999999999984,H4,2015-03-18 09:00,2015-03-18 13:00,94.386,94.4435,0.05750000000000455,0.09862778730704067,2015-03-23 00:00,False
CADJPY,long,2015-03-09 00:00,2015-03-16 00:00,94.386,94.969,0.5829999999999984,H4,2015-03-19 13:00,2015-03-19 17:00,94.7475,94.7935,0.04599999999999227,0.07890222984561303,2015-03-23 00:00,False
CADJPY,short,2015-03-16 00:00,2015-03-23 00:00,95.64,96.046,0.4060000000000059,H4,2015-03-24 09:00,2015-03-24 13:00,95.972,95.985,0.01300000000000523,0.03201970443350995,2015-04-06 00:00,False
CADJPY,short,2015-03-16 00:00,2015-03-23 00:00,95.64,96.046,0.4060000000000059,H4,2015-03-24 17:00,2015-03-24 21:00,95.8695,95.8745,0.0049999999999954525,0.012315270935949212,2015-04-06 00:00,False
CADJPY,short,2015-03-16 00:00,2015-03-23 00:00,95.64,96.046,0.4060000000000059,H4,2015-03-25 05:00,2015-03-25 09:00,95.8085,95.8385,0.030000000000001137,0.07389162561576527,2015-04-06 00:00,False
CADJPY,long,2015-03-23 00:00,2015-03-30 00:00,93.758,94.437,0.679000000000002,H4,2015-03-31 21:00,2015-04-01 01:00,94.319,94.322,0.0030000000000001137,0.004418262150221067,2015-07-27 00:00,False
CADJPY,short,2015-05-11 00:00,2015-05-18 00:00,99.33,100.094,0.7639999999999958,H4,2015-05-13 05:00,2015-05-13 09:00,100.022,100.0935,0.07150000000000034,0.09358638743455594,2015-05-25 00:00,False
CADJPY,short,2015-05-11 00:00,2015-05-18 00:00,99.33,100.094,0.7639999999999958,H4,2015-05-14 09:00,2015-05-14 13:00,99.831,99.92,0.08899999999999864,0.1164921465968575,2015-05-25 00:00,False
CADJPY,short,2015-05-11 00:00,2015-05-18 00:00,99.33,100.094,0.7639999999999958,H4,2015-05-20 17:00,2015-05-20 21:00,99.504,99.515,0.01099999999999568,0.014397905759156728,2015-05-25 00:00,False
CADJPY,short,2015-05-11 00:00,2015-05-18 00:00,99.33,100.094,0.7639999999999958,H4,2015-05-21 01:00,2015-05-21 05:00,99.384,99.4035,0.019499999999993634,0.02552356020941589,2015-05-25 00:00,False
CADJPY,long,2015-05-18 00:00,2015-05-25 00:00,98.34,98.964,0.6239999999999952,H4,2015-05-25 13:00,2015-05-25 17:00,98.631,98.651,0.01999999999999602,0.03205128205127592,2015-06-29 00:00,False
CADJPY,long,2015-05-18 00:00,2015-05-25 00:00,98.34,98.964,0.6239999999999952,H4,2015-05-26 13:00,2015-05-26 17:00,98.835,98.838,0.0030000000000001137,0.0048076923076925265,2015-06-29 00:00,False
CADJPY,long,2015-05-18 00:00,2015-05-25 00:00,98.34,98.964,0.6239999999999952,H4,2015-05-27 05:00,2015-05-27 09:00,98.931,98.935,0.0040000000000048885,0.0064102564102642935,2015-06-29 00:00,False
CADJPY,long,2015-06-15 00:00,2015-06-22 00:00,99.601,99.993,0.3919999999999959,H4,2015-06-26 05:00,2015-06-26 09:00,99.795,99.841,0.04599999999999227,0.11734693877549171,2015-06-29 00:00,False
CADJPY,short,2015-09-07 00:00,2015-09-14 00:00,90.908,92.072,1.1640000000000015,H4,2015-09-17 13:00,2015-09-17 17:00,91.8235,92.0425,0.2190000000000083,0.1881443298969141,2015-09-21 00:00,False
CADJPY,short,2015-09-07 00:00,2015-09-14 00:00,90.908,92.072,1.1640000000000015,H4,2015-09-18 09:00,2015-09-18 13:00,91.644,91.7345,0.09049999999999159,0.07774914089346346,2015-09-21 00:00,False
CADJPY,long,2015-09-21 00:00,2015-09-28 00:00,88.886,90.43,1.5440000000000111,H4,2015-09-29 13:00,2015-09-29 17:00,88.9455,88.966,0.02049999999999841,0.013277202072537733,2015-12-07 00:00,False
CADJPY,long,2015-09-21 00:00,2015-09-28 00:00,88.886,90.43,1.5440000000000111,H4,2015-09-30 13:00,2015-09-30 17:00,89.232,89.3175,0.08549999999999613,0.05537564766839088,2015-12-07 00:00,False
