pair,pivot_type,pivot_first_time,pivot_second_time,pivot_low,pivot_high,pivot_range,pivot_touch_time,ltf,wd_first_time,wd_second_time,wd_low,wd_high,wd_range,wd_pct_of_pivot,htf_wd_low,htf_wd_high,pending_until_pivot_touch
CADCHF,short,2015-01-05 00:00,2015-01-12 00:00,0.85477,0.86508,0.01030999999999993,,H4,2015-01-12 06:00,2015-01-12 10:00,0.856755,0.8576,0.0008449999999999847,0.08195926285159945,0.8576,0.86508,True
CADCHF,long,2015-01-19 00:00,2015-01-26 00:00,0.69066,0.70858,0.017919999999999936,2015-08-24 00:00,H4,2015-01-22 10:00,2015-01-22 14:00,0.69066,0.69323,0.002569999999999961,0.1434151785714269,0.69066,0.70376,False
CADCHF,long,2015-01-19 00:00,2015-01-26 00:00,0.69066,0.70858,0.017919999999999936,2015-08-24 00:00,H4,2015-01-22 22:00,2015-01-23 02:00,0.701295,0.70145,0.00015500000000001624,0.008649553571429509,0.69066,0.70376,False
CADCHF,long,2015-01-19 00:00,2015-01-26 00:00,0.69066,0.70858,0.017919999999999936,2015-08-24 00:00,H4,2015-01-23 06:00,2015-01-23 10:00,0.70196,0.70203,7.00000000000145e-05,0.003906250000000823,0.69066,0.70376,False
CADCHF,long,2015-01-19 00:00,2015-01-26 00:00,0.69066,0.70858,0.017919999999999936,2015-08-24 00:00,H4,2015-01-25 22:00,2015-01-26 02:00,0.70376,0.704415,0.0006549999999999612,0.03655133928571225,0.69066,0.70376,False
CADCHF,short,2015-02-09 00:00,2015-02-16 00:00,0.748695,0.7658,0.017105000000000037,2015-02-23 00:00,H4,2015-02-20 06:00,2015-02-20 10:00,0.765355,0.7658,0.0004450000000000287,0.02601578485823021,0.749795,0.7658,False
CADCHF,short,2015-03-09 00:00,2015-03-16 00:00,0.786555,0.79503,0.00847500000000001,2015-04-13 00:00,H4,2015-03-12 01:00,2015-03-12 05:00,0.793995,0.794285,0.00029000000000001247,0.03421828908554715,0.78967,0.79503,False
CADCHF,short,2015-03-09 00:00,2015-03-16 00:00,0.786555,0.79503,0.00847500000000001,2015-04-13 00:00,H4,2015-03-12 13:00,2015-03-12 17:00,0.79318,0.79322,4.0000000000040004e-05,0.004719764011804124,0.78967,0.79503,False
CADCHF,short,2015-03-09 00:00,2015-03-16 00:00,0.786555,0.79503,0.00847500000000001,2015-04-13 00:00,H4,2015-03-13 09:00,2015-03-13 13:00,0.791365,0.79183,0.0004650000000000487,0.054867256637173824,0.78967,0.79503,False
CADCHF,long,2015-03-30 00:00,2015-04-06 00:00,0.759035,0.762225,0.003190000000000026,2015-05-04 00:00,H4,2015-04-03 17:00,2015-04-05 21:00,0.761415,0.761685,0.00026999999999999247,0.08463949843259883,0.759035,0.761685,False
CADCHF,short,2015-04-06 00:00,2015-04-13 00:00,0.779225,0.789595,0.010370000000000101,2015-04-20 00:00,H4,2015-04-16 05:00,2015-04-16 09:00,0.78934,0.789595,0.0002550000000000052,0.024590163934426493,0.77982,0.789595,False
CADCHF,short,2015-04-06 00:00,2015-04-13 00:00,0.779225,0.789595,0.010370000000000101,2015-04-20 00:00,H4,2015-04-17 09:00,2015-04-17 13:00,0.78868,0.788935,0.0002550000000000052,0.024590163934426493,0.77982,0.789595,False
CADCHF,long,2015-04-13 00:00,2015-04-20 00:00,0.77366,0.777695,0.004035000000000011,2015-04-27 00:00,H4,2015-04-21 13:00,2015-04-21 17:00,0.775275,0.775445,0.00017000000000000348,0.042131350681537304,0.77366,0.775275,False
CADCHF,short,2015-04-20 00:00,2015-04-27 00:00,0.78315,0.795835,0.012684999999999946,2017-09-04 00:00,H4,2015-04-29 01:00,2015-04-29 05:00,0.79478,0.795835,0.0010549999999999171,0.08316909735907935,0.79416,0.795835,False
CADCHF,long,2015-04-27 00:00,2015-05-04 00:00,0.75156,0.76707,0.015510000000000024,2015-05-11 00:00,H4,2015-05-08 05:00,2015-05-08 09:00,0.76053,0.76092,0.00039000000000000146,0.025145067698259242,0.75156,0.76395,False
CADCHF,short,2015-05-04 00:00,2015-05-11 00:00,0.77067,0.77649,0.005820000000000047,2015-05-25 00:00,H4,2015-05-13 05:00,2015-05-13 09:00,0.774555,0.775555,0.0010000000000000009,0.17182130584192315,0.775555,0.77649,False
CADCHF,long,2015-05-25 00:00,2015-06-01 00:00,0.742905,0.755035,0.012129999999999974,2015-06-08 00:00,H4,2015-06-05 05:00,2015-06-05 09:00,0.742905,0.743735,0.0008299999999999974,0.06842539159109638,0.742905,0.749185,False
CADCHF,short,2015-06-01 00:00,2015-06-08 00:00,0.755625,0.762485,0.006859999999999977,2015-06-15 00:00,H4,2015-06-12 05:00,2015-06-12 09:00,0.76106,0.761935,0.0008750000000000702,0.12755102040817393,0.7602,0.762485,False
CADCHF,long,2015-07-27 00:00,2015-08-03 00:00,0.732885,0.73817,0.005284999999999984,2015-08-17 00:00,H4,2015-07-31 09:00,2015-07-31 13:00,0.733195,0.73381,0.0006149999999999212,0.11636707663196273,0.732885,0.73393,False
CADCHF,long,2015-07-27 00:00,2015-08-03 00:00,0.732885,0.73817,0.005284999999999984,2015-08-17 00:00,H4,2015-08-03 05:00,2015-08-03 09:00,0.73393,0.73433,0.00040000000000006697,0.07568590350048593,0.732885,0.73393,False
CADCHF,short,2015-08-03 00:00,2015-08-10 00:00,0.748955,0.75675,0.007794999999999996,2015-08-17 00:00,H4,2015-08-10 17:00,2015-08-10 21:00,0.75664,0.75675,0.0001100000000000545,0.014111610006421367,0.752965,0.75675,False
CADCHF,short,2015-08-03 00:00,2015-08-10 00:00,0.748955,0.75675,0.007794999999999996,2015-08-17 00:00,H4,2015-08-13 01:00,2015-08-13 05:00,0.753405,0.753675,0.00026999999999999247,0.03463758819756159,0.752965,0.75675,False
CADCHF,long,2015-08-17 00:00,2015-08-24 00:00,0.69711,0.71779,0.02068000000000003,2015-12-07 00:00,H4,2015-08-24 17:00,2015-08-24 21:00,0.700105,0.700215,0.0001100000000000545,0.00531914893617284,0.69711,0.717455,False
CADCHF,long,2015-08-17 00:00,2015-08-24 00:00,0.69711,0.71779,0.02068000000000003,2015-12-07 00:00,H4,2015-08-25 17:00,2015-08-25 21:00,0.70325,0.703265,1.4999999999987246e-05,0.0007253384912953202,0.69711,0.717455,False
CADCHF,long,2015-08-17 00:00,2015-08-24 00:00,0.69711,0.71779,0.02068000000000003,2015-12-07 00:00,H4,2015-08-26 13:00,2015-08-26 17:00,0.708335,0.710825,0.0024899999999999922,0.12040618955512516,0.69711,0.717455,False
CADCHF,long,2015-08-17 00:00,2015-08-24 00:00,0.69711,0.71779,0.02068000000000003,2015-12-07 00:00,H4,2015-08-26 21:00,2015-08-27 01:00,0.715335,0.71578,0.0004449999999999177,0.021518375241775484,0.69711,0.717455,False
CADCHF,long,2015-09-07 00:00,2015-09-14 00:00,0.72781,0.7307,0.002890000000000059,2015-09-21 00:00,H4,2015-09-17 17:00,2015-09-17 21:00,0.72781,0.72787,6.0000000000060005e-05,0.02076124567476082,0.72781,0.729545,False
CADCHF,long,2015-10-12 00:00,2015-10-19 00:00,0.7286,0.738685,0.01008500000000001,2015-12-07 00:00,H4,2015-10-21 13:00,2015-10-21 17:00,0.7286,0.72888,0.00027999999999994696,0.027764005949424558,0.7286,0.73136,False
CADCHF,short,2015-11-02 00:00,2015-11-09 00:00,0.755995,0.76079,0.004794999999999994,2015-11-16 00:00,H4,2015-11-10 14:00,2015-11-10 18:00,0.760285,0.76048,0.00019500000000005624,0.04066736183525683,0.76048,0.76079,False
CADCHF,long,2015-11-09 00:00,2015-11-16 00:00,0.751235,0.755095,0.0038599999999999746,2015-11-30 00:00,H4,2015-11-16 10:00,2015-11-16 14:00,0.753215,0.75366,0.0004450000000000287,0.11528497409327244,0.751235,0.753215,False
CADCHF,long,2015-12-14 00:00,2015-12-21 00:00,0.707265,0.710795,0.003529999999999922,2015-12-28 00:00,H4,2015-12-22 14:00,2015-12-22 18:00,0.707265,0.70746,0.00019499999999994522,0.05524079320111885,0.707265,0.710225,False
CADCHF,short,2015-12-28 00:00,2016-01-04 00:00,0.722735,0.72592,0.0031849999999999934,2016-01-25 00:00,H4,2016-01-05 10:00,2016-01-05 14:00,0.72564,0.72592,0.000280000000000058,0.0879120879121063,0.72464,0.72592,False
CADCHF,long,2016-02-08 00:00,2016-02-15 00:00,0.69045,0.7055,0.015050000000000008,2020-03-02 00:00,H4,2016-02-11 06:00,2016-02-11 10:00,0.69045,0.69148,0.0010299999999999754,0.0684385382059784,0.69045,0.70472,False
CADCHF,long,2016-02-08 00:00,2016-02-15 00:00,0.69045,0.7055,0.015050000000000008,2020-03-02 00:00,H4,2016-02-12 02:00,2016-02-12 06:00,0.69867,0.69888,0.00020999999999993246,0.013953488372088528,0.69045,0.70472,False
CADCHF,long,2016-02-08 00:00,2016-02-15 00:00,0.69045,0.7055,0.015050000000000008,2020-03-02 00:00,H4,2016-02-12 10:00,2016-02-12 14:00,0.69922,0.6997,0.00048000000000003595,0.031893687707643566,0.69045,0.70472,False
CADCHF,long,2016-02-08 00:00,2016-02-15 00:00,0.69045,0.7055,0.015050000000000008,2020-03-02 00:00,H4,2016-02-12 18:00,2016-02-14 22:00,0.70428,0.70472,0.00043999999999999595,0.02923588039867081,0.69045,0.70472,False
CADCHF,long,2016-03-07 00:00,2016-03-14 00:00,0.73346,0.74352,0.010059999999999958,2016-03-21 00:00,H4,2016-03-10 14:00,2016-03-10 18:00,0.73346,0.73386,0.00039999999999995595,0.039761431411526604,0.73346,0.7364,False
CADCHF,long,2016-03-07 00:00,2016-03-14 00:00,0.73346,0.74352,0.010059999999999958,2016-03-21 00:00,H4,2016-03-15 13:00,2016-03-15 17:00,0.7364,0.73714,0.0007399999999999629,0.07355864811132863,0.73346,0.7364,False
CADCHF,short,2016-03-14 00:00,2016-03-21 00:00,0.745395,0.75174,0.006344999999999934,2016-03-28 00:00,H4,2016-03-18 09:00,2016-03-18 13:00,0.74786,0.74856,0.0007000000000000339,0.11032308904649979,0.74695,0.75174,False
CADCHF,short,2016-03-14 00:00,2016-03-21 00:00,0.745395,0.75174,0.006344999999999934,2016-03-28 00:00,H4,2016-03-23 05:00,2016-03-23 09:00,0.74674,0.74695,0.00021000000000004349,0.033096926713955185,0.74695,0.75174,False
CADCHF,long,2016-04-04 00:00,2016-04-11 00:00,0.7241,0.73418,0.010080000000000089,2016-09-26 00:00,H4,2016-04-07 13:00,2016-04-07 17:00,0.7241,0.72537,0.0012699999999999934,0.1259920634920617,0.7241,0.73172,False
CADCHF,long,2016-05-02 00:00,2016-05-09 00:00,0.7421,0.753475,0.011375000000000024,2016-05-16 00:00,H4,2016-05-04 13:00,2016-05-04 17:00,0.7421,0.74262,0.0005199999999999649,0.045714285714282536,0.7421,0.74586,False
CADCHF,long,2016-05-02 00:00,2016-05-09 00:00,0.7421,0.753475,0.011375000000000024,2016-05-16 00:00,H4,2016-05-09 13:00,2016-05-09 17:00,0.74586,0.74602,0.000160000000000049,0.014065934065938344,0.7421,0.74586,False
CADCHF,short,2016-05-23 00:00,2016-05-30 00:00,0.763575,0.76732,0.0037449999999999983,2016-12-05 00:00,H4,2016-05-27 17:00,2016-05-29 21:00,0.763575,0.76396,0.0003849999999999687,0.1028037383177487,0.763575,0.76732,False
CADCHF,short,2016-06-06 00:00,2016-06-13 00:00,0.75461,0.759825,0.00521499999999997,2016-06-20 00:00,H4,2016-06-10 09:00,2016-06-10 13:00,0.75963,0.759825,0.00019499999999994522,0.037392138063268715,0.75753,0.759825,False
CADCHF,long,2016-06-13 00:00,2016-06-20 00:00,0.73852,0.744265,0.005745,2016-07-25 00:00,H4,2016-06-24 01:00,2016-06-24 05:00,0.74214,0.74217,2.999999999997449e-05,0.005221932114878067,0.73852,0.74214,False
CADCHF,short,2016-07-11 00:00,2016-07-18 00:00,0.75747,0.7625,0.005029999999999979,2016-09-05 00:00,H4,2016-07-15 09:00,2016-07-15 13:00,0.76249,0.7625,9.99999999995449e-06,0.0019880715705675013,0.76112,0.7625,False
CADCHF,short,2016-07-11 00:00,2016-07-18 00:00,0.75747,0.7625,0.005029999999999979,2016-09-05 00:00,H4,2016-07-18 05:00,2016-07-18 09:00,0.76076,0.76112,0.00036000000000002697,0.07157057654076113,0.76112,0.7625,False
CADCHF,short,2016-08-08 00:00,2016-08-15 00:00,0.75239,0.75423,0.0018399999999999528,2016-08-22 00:00,H4,2016-08-15 05:00,2016-08-15 09:00,0.7542,0.75423,2.999999999997449e-05,0.016304347826073512,0.75318,0.75423,False
CADCHF,long,2016-08-15 00:00,2016-08-22 00:00,0.74172,0.74615,0.004429999999999934,2016-09-12 00:00,H4,2016-08-22 13:00,2016-08-22 17:00,0.74172,0.74204,0.00031999999999998696,0.07223476297968211,0.74172,0.74302,False
CADCHF,short,2016-08-29 00:00,2016-09-05 00:00,0.75487,0.76022,0.005349999999999966,2016-10-17 00:00,H4,2016-09-06 05:00,2016-09-06 09:00,0.75998,0.76022,0.00024000000000001798,0.044859813084115796,0.7551,0.76022,False
CADCHF,long,2016-09-19 00:00,2016-09-26 00:00,0.7306,0.736725,0.006124999999999936,2016-10-03 00:00,H4,2016-09-27 09:00,2016-09-27 13:00,0.73106,0.73122,0.00015999999999993797,0.02612244897958198,0.7306,0.7355,False
CADCHF,long,2016-09-19 00:00,2016-09-26 00:00,0.7306,0.736725,0.006124999999999936,2016-10-03 00:00,H4,2016-09-28 09:00,2016-09-28 13:00,0.73262,0.73302,0.00039999999999995595,0.06530612244897308,0.7306,0.7355,False
