pair,timeframe,ltf,pivot_type,first_candle_time,second_candle_time,gap_low,gap_high,first_touch_time,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high
EURGBP,W,H4,short,2024-02-12,2024-02-19,0.85527,0.85782,2024-02-26,2024-03-05 02:00:00,2024-03-05 06:00:00,0.85578,0.85608
EURGBP,W,H4,short,2024-02-12,2024-02-19,0.85527,0.85782,2024-02-26,2024-03-06 22:00:00,2024-03-07 02:00:00,0.85622,0.85633
EURGBP,W,H4,short,2024-02-26,2024-03-04,0.8566,0.8576,2024-03-18,2024-03-28 01:00:00,2024-03-28 05:00:00,0.85701,0.85702
EURGBP,W,H4,short,2024-03-18,2024-03-25,0.85775,0.86023,2024-04-01,2024-04-04 09:00:00,2024-04-04 13:00:00,0.85806,0.85808
EURGBP,W,H4,short,2024-03-18,2024-03-25,0.85775,0.86023,2024-04-01,2024-04-05 09:00:00,2024-04-05 13:00:00,0.85851,0.85864
EURGBP,W,H4,short,2024-03-18,2024-03-25,0.85775,0.86023,2024-04-01,2024-04-07 21:00:00,2024-04-08 01:00:00,0.8583,0.85847
EURGBP,W,H4,short,2024-03-18,2024-03-25,0.85775,0.86023,2024-04-01,2024-04-08 09:00:00,2024-04-08 13:00:00,0.85819,0.85846
EURGBP,W,H4,short,2024-03-18,2024-03-25,0.85775,0.86023,2024-04-01,2024-04-08 21:00:00,2024-04-09 01:00:00,0.85818,0.85836
EURGBP,W,H4,short,2024-04-01,2024-04-08,0.85747,0.85864,2024-04-15,2024-04-25 21:00:00,2024-04-26 01:00:00,0.85798,0.85799
EURGBP,W,H4,short,2024-05-06,2024-05-13,0.85998,0.86208,,2024-05-13 05:00:00,2024-05-13 09:00:00,0.86072,0.86089
EURGBP,W,H4,short,2024-05-06,2024-05-13,0.85998,0.86208,,2024-05-14 05:00:00,2024-05-14 09:00:00,0.86104,0.86145
EURJPY,W,H4,long,2024-01-29,2024-02-05,158.083,160.072,,2024-02-05 10:00:00,2024-02-05 14:00:00,159.385,159.482
EURJPY,W,H4,long,2024-01-29,2024-02-05,158.083,160.072,,2024-02-05 22:00:00,2024-02-06 02:00:00,159.526,159.531
EURJPY,W,H4,long,2024-01-29,2024-02-05,158.083,160.072,,2024-02-06 14:00:00,2024-02-06 18:00:00,158.964,158.966
EURJPY,W,H4,long,2024-01-29,2024-02-05,158.083,160.072,,2024-02-06 22:00:00,2024-02-07 02:00:00,158.914,159.09
EURJPY,W,H4,long,2024-01-29,2024-02-05,158.083,160.072,,2024-02-07 14:00:00,2024-02-07 18:00:00,159.064,159.375
EURJPY,W,H4,long,2024-03-04,2024-03-11,160.215,160.868,,2024-03-11 09:00:00,2024-03-11 13:00:00,160.215,160.322
EURJPY,W,H4,long,2024-03-04,2024-03-11,160.215,160.868,,2024-03-11 21:00:00,2024-03-12 01:00:00,160.282,160.508
EURJPY,W,H4,short,2024-01-15,2024-01-22,161.473,161.871,2024-02-12,2024-02-13 14:00:00,2024-02-13 18:00:00,161.606,161.636
EURJPY,W,H4,short,2024-01-15,2024-01-22,161.473,161.871,2024-02-12,2024-02-14 18:00:00,2024-02-14 22:00:00,161.589,161.591
EURJPY,W,H4,short,2024-01-15,2024-01-22,161.473,161.871,2024-02-12,2024-02-15 14:00:00,2024-02-15 18:00:00,161.556,161.649
EURJPY,W,H4,short,2024-01-15,2024-01-22,161.473,161.871,2024-02-12,2024-02-19 02:00:00,2024-02-19 06:00:00,161.752,161.814
EURJPY,W,H4,short,2024-02-19,2024-02-26,162.904,163.72,2024-03-04,2024-03-04 14:00:00,2024-03-04 18:00:00,163.466,163.522
EURJPY,W,H4,short,2024-02-19,2024-02-26,162.904,163.72,2024-03-04,2024-03-05 02:00:00,2024-03-05 06:00:00,163.356,163.37
EURJPY,W,H4,short,2024-02-19,2024-02-26,162.904,163.72,2024-03-04,2024-03-05 14:00:00,2024-03-05 18:00:00,163.002,163.168
EURJPY,W,H4,short,2024-02-19,2024-02-26,162.904,163.72,2024-03-04,2024-03-06 06:00:00,2024-03-06 10:00:00,162.923,162.928
EURJPY,W,H4,short,2024-03-18,2024-03-25,163.661,165.355,2024-04-01,2024-04-03 17:00:00,2024-04-03 21:00:00,164.397,164.404
EURJPY,W,H4,short,2024-03-18,2024-03-25,163.661,165.355,2024-04-01,2024-04-04 09:00:00,2024-04-04 13:00:00,164.863,164.918
EURJPY,W,H4,short,2024-03-18,2024-03-25,163.661,165.355,2024-04-01,2024-04-05 05:00:00,2024-04-05 09:00:00,164.196,164.223
EURJPY,W,H4,short,2024-03-18,2024-03-25,163.661,165.355,2024-04-01,2024-04-05 17:00:00,2024-04-07 21:00:00,164.343,164.395
EURJPY,W,H4,short,2024-03-18,2024-03-25,163.661,165.355,2024-04-01,2024-04-08 01:00:00,2024-04-08 05:00:00,164.545,164.572
EURJPY,W,H4,short,2024-03-18,2024-03-25,163.661,165.355,2024-04-01,2024-04-08 21:00:00,2024-04-09 01:00:00,164.963,164.982
EURJPY,W,H4,short,2024-03-18,2024-03-25,163.661,165.355,2024-04-01,2024-04-09 09:00:00,2024-04-09 13:00:00,165.176,165.176
EURJPY,W,H4,short,2024-03-18,2024-03-25,163.661,165.355,2024-04-01,2024-04-09 17:00:00,2024-04-09 21:00:00,164.79,164.833
EURJPY,W,H4,short,2024-03-18,2024-03-25,163.661,165.355,2024-04-01,2024-04-10 05:00:00,2024-04-10 09:00:00,164.921,164.992
EURJPY,W,H4,short,2024-03-18,2024-03-25,163.661,165.355,2024-04-01,2024-04-10 17:00:00,2024-04-10 21:00:00,164.568,164.606
EURJPY,W,H4,short,2024-03-18,2024-03-25,163.661,165.355,2024-04-01,2024-04-11 05:00:00,2024-04-11 09:00:00,164.629,164.7
EURJPY,W,H4,short,2024-03-18,2024-03-25,163.661,165.355,2024-04-01,2024-04-11 17:00:00,2024-04-11 21:00:00,164.417,164.419
EURJPY,W,H4,short,2024-03-18,2024-03-25,163.661,165.355,2024-04-01,2024-04-12 01:00:00,2024-04-12 05:00:00,164.167,164.32
EURJPY,W,H4,short,2024-04-01,2024-04-08,164.32,165.176,2024-04-15,2024-04-16 09:00:00,2024-04-16 13:00:00,164.614,164.68
EURJPY,W,H4,short,2024-04-01,2024-04-08,164.32,165.176,2024-04-15,2024-04-16 21:00:00,2024-04-17 01:00:00,164.366,164.494
EURJPY,W,H4,short,2024-04-01,2024-04-08,164.32,165.176,2024-04-15,2024-04-17 05:00:00,2024-04-17 09:00:00,164.534,164.64
EURJPY,W,H4,short,2024-04-01,2024-04-08,164.32,165.176,2024-04-15,2024-04-17 17:00:00,2024-04-17 21:00:00,164.783,164.813
EURJPY,W,H4,short,2024-04-01,2024-04-08,164.32,165.176,2024-04-15,2024-04-18 05:00:00,2024-04-18 09:00:00,164.898,164.954
EURJPY,W,H4,short,2024-04-01,2024-04-08,164.32,165.176,2024-04-15,2024-04-18 13:00:00,2024-04-18 17:00:00,164.742,164.864
EURJPY,W,H4,short,2024-04-01,2024-04-08,164.32,165.176,2024-04-15,2024-04-19 09:00:00,2024-04-19 13:00:00,164.962,165.028
EURJPY,W,H4,short,2024-04-01,2024-04-08,164.32,165.176,2024-04-15,2024-04-19 17:00:00,2024-04-21 21:00:00,164.822,164.956
EURJPY,W,H4,short,2024-04-01,2024-04-08,164.32,165.176,2024-04-15,2024-04-22 01:00:00,2024-04-22 05:00:00,165.066,165.104
EURJPY,W,H4,short,2024-04-01,2024-04-08,164.32,165.176,2024-04-15,2024-04-22 21:00:00,2024-04-23 01:00:00,165.01,165.013
EURJPY,W,H4,short,2024-04-22,2024-04-29,169.307,171.605,2024-05-13,2024-05-14 13:00:00,2024-05-14 17:00:00,169.343,169.36
EURJPY,W,H4,short,2024-04-22,2024-04-29,169.307,171.605,2024-05-13,2024-05-15 01:00:00,2024-05-15 05:00:00,169.308,169.402
EURJPY,W,H4,short,2024-04-22,2024-04-29,169.307,171.605,2024-05-13,2024-05-19 21:00:00,2024-05-20 01:00:00,169.52,169.582
EURJPY,W,H4,short,2024-04-22,2024-04-29,169.307,171.605,2024-05-13,2024-05-20 21:00:00,2024-05-21 01:00:00,169.933,169.944
EURJPY,W,H4,short,2024-04-22,2024-04-29,169.307,171.605,2024-05-13,2024-05-22 05:00:00,2024-05-22 09:00:00,169.789,169.928
EURJPY,W,H4,short,2024-04-22,2024-04-29,169.307,171.605,2024-05-13,2024-05-22 21:00:00,2024-05-23 01:00:00,169.785,169.883
EURJPY,W,H4,short,2024-04-22,2024-04-29,169.307,171.605,2024-05-13,2024-05-23 09:00:00,2024-05-23 13:00:00,170.125,170.324
EURJPY,W,H4,short,2024-04-22,2024-04-29,169.307,171.605,2024-05-13,2024-05-24 09:00:00,2024-05-24 13:00:00,170.45,170.498
EURJPY,W,H4,short,2024-04-22,2024-04-29,169.307,171.605,2024-05-13,2024-05-24 17:00:00,2024-05-26 21:00:00,170.338,170.385
EURNZD,W,H4,long,2024-02-05,2024-02-12,1.75125,1.75368,2024-02-19,2024-02-19 10:00:00,2024-02-19 14:00:00,1.75156,1.75156
EURNZD,W,H4,long,2024-02-05,2024-02-12,1.75125,1.75368,2024-02-19,2024-02-19 18:00:00,2024-02-19 22:00:00,1.75174,1.75254
EURNZD,W,H4,long,2024-03-04,2024-03-11,1.76273,1.771,2024-05-20,2024-05-22 09:00:00,2024-05-22 13:00:00,1.77037,1.77052
EURNZD,W,H4,long,2024-03-04,2024-03-11,1.76273,1.771,2024-05-20,2024-05-23 01:00:00,2024-05-23 05:00:00,1.76886,1.76892
EURNZD,W,H4,long,2024-03-04,2024-03-11,1.76273,1.771,2024-05-20,2024-05-23 09:00:00,2024-05-23 13:00:00,1.76927,1.76981
EURNZD,W,H4,long,2024-03-04,2024-03-11,1.76273,1.771,2024-05-20,2024-05-27 09:00:00,2024-05-27 13:00:00,1.76378,1.76491
EURNZD,W,H4,long,2024-03-04,2024-03-11,1.76273,1.771,2024-05-20,2024-05-27 21:00:00,2024-05-28 01:00:00,1.76334,1.76374
EURNZD,W,H4,long,2024-03-04,2024-03-11,1.76273,1.771,2024-05-20,2024-05-29 05:00:00,2024-05-29 09:00:00,1.76414,1.76524
EURNZD,W,H4,long,2024-03-04,2024-03-11,1.76273,1.771,2024-05-20,2024-05-29 17:00:00,2024-05-29 21:00:00,1.76548,1.76578
EURNZD,W,H4,long,2024-03-04,2024-03-11,1.76273,1.771,2024-05-20,2024-05-30 13:00:00,2024-05-30 17:00:00,1.76867,1.76868
EURNZD,W,H4,long,2024-03-04,2024-03-11,1.76273,1.771,2024-05-20,2024-05-31 01:00:00,2024-05-31 05:00:00,1.7645,1.76499
EURNZD,W,H4,long,2024-03-04,2024-03-11,1.76273,1.771,2024-05-20,2024-05-31 09:00:00,2024-05-31 13:00:00,1.76406,1.76747
EURNZD,W,H4,long,2024-04-08,2024-04-15,1.7845,1.7925,2024-04-29,2024-05-03 09:00:00,2024-05-03 13:00:00,1.78514,1.78738
EURNZD,W,H4,long,2024-04-08,2024-04-15,1.7845,1.7925,2024-04-29,2024-05-06 05:00:00,2024-05-06 09:00:00,1.7877,1.78874
EURNZD,W,H4,long,2024-04-08,2024-04-15,1.7845,1.7925,2024-04-29,2024-05-06 21:00:00,2024-05-07 01:00:00,1.78871,1.78878
EURNZD,W,H4,long,2024-04-08,2024-04-15,1.7845,1.7925,2024-04-29,2024-05-07 05:00:00,2024-05-07 09:00:00,1.78979,1.78992
EURNZD,W,H4,long,2024-04-08,2024-04-15,1.7845,1.7925,2024-04-29,2024-05-07 17:00:00,2024-05-07 21:00:00,1.7908,1.79162
EURNZD,W,H4,long,2024-04-08,2024-04-15,1.7845,1.7925,2024-04-29,2024-05-08 01:00:00,2024-05-08 05:00:00,1.79202,1.79202
EURNZD,W,H4,long,2024-04-08,2024-04-15,1.7845,1.7925,2024-04-29,2024-05-08 17:00:00,2024-05-08 21:00:00,1.78936,1.7898
EURNZD,W,H4,long,2024-04-08,2024-04-15,1.7845,1.7925,2024-04-29,2024-05-09 09:00:00,2024-05-09 13:00:00,1.78654,1.78836
EURNZD,W,H4,long,2024-04-08,2024-04-15,1.7845,1.7925,2024-04-29,2024-05-09 17:00:00,2024-05-09 21:00:00,1.78556,1.7866
EURNZD,W,H4,long,2024-04-08,2024-04-15,1.7845,1.7925,2024-04-29,2024-05-10 09:00:00,2024-05-10 13:00:00,1.78806,1.78976
EURNZD,W,H4,long,2024-04-08,2024-04-15,1.7845,1.7925,2024-04-29,2024-05-10 17:00:00,2024-05-12 21:00:00,1.78865,1.78866
EURNZD,W,H4,short,2024-01-22,2024-01-29,1.78212,1.79369,2024-02-26,2024-02-29 06:00:00,2024-02-29 10:00:00,1.78222,1.78388
EURNZD,W,H4,short,2024-01-22,2024-01-29,1.78212,1.79369,2024-02-26,2024-03-05 06:00:00,2024-03-05 10:00:00,1.78636,1.78692
EURNZD,W,H4,short,2024-01-22,2024-01-29,1.78212,1.79369,2024-02-26,2024-03-05 22:00:00,2024-03-06 02:00:00,1.78452,1.78702
EURNZD,W,H4,short,2024-01-22,2024-01-29,1.78212,1.79369,2024-02-26,2024-03-06 06:00:00,2024-03-06 10:00:00,1.78315,1.78406
EURNZD,W,H4,short,2024-02-12,2024-02-19,1.75972,1.7701,2024-02-26,2024-02-26 22:00:00,2024-02-27 02:00:00,1.76206,1.76354
EURNZD,W,H4,short,2024-02-26,2024-03-04,1.77493,1.78702,2024-03-11,2024-03-12 21:00:00,2024-03-13 01:00:00,1.77782,1.77802
EURNZD,W,H4,short,2024-02-26,2024-03-04,1.77493,1.78702,2024-03-11,2024-03-13 17:00:00,2024-03-13 21:00:00,1.77906,1.77908
EURNZD,W,H4,short,2024-02-26,2024-03-04,1.77493,1.78702,2024-03-11,2024-03-14 01:00:00,2024-03-14 05:00:00,1.77708,1.77772
EURNZD,W,H4,short,2024-03-25,2024-04-01,1.8043,1.81001,2024-04-08,2024-04-17 13:00:00,2024-04-17 17:00:00,1.8051,1.80563
EURNZD,W,H4,short,2024-04-15,2024-04-22,1.8098,1.81357,2024-04-29,2024-05-01 09:00:00,2024-05-01 13:00:00,1.81168,1.81234
EURUSD,W,H4,long,2024-01-01,2024-01-08,1.0877,1.09423,2024-01-15,2024-01-22 10:00:00,2024-01-22 14:00:00,1.088,1.08818
EURUSD,W,H4,long,2024-02-12,2024-02-19,1.0695,1.07768,2024-03-25,2024-03-29 01:00:00,2024-03-29 05:00:00,1.07682,1.0774
EURUSD,W,H4,long,2024-02-12,2024-02-19,1.0695,1.07768,2024-03-25,2024-04-01 13:00:00,2024-04-01 17:00:00,1.07309,1.07366
EURUSD,W,H4,long,2024-02-12,2024-02-19,1.0695,1.07768,2024-03-25,2024-04-02 05:00:00,2024-04-02 09:00:00,1.07245,1.07312
EURUSD,W,H4,long,2024-02-12,2024-02-19,1.0695,1.07768,2024-03-25,2024-04-02 21:00:00,2024-04-03 01:00:00,1.07658,1.0766
EURUSD,W,H4,long,2024-02-12,2024-02-19,1.0695,1.07768,2024-03-25,2024-04-03 05:00:00,2024-04-03 09:00:00,1.07641,1.07652
EURUSD,W,H4,long,2024-03-25,2024-04-01,1.07245,1.07932,2024-04-08,2024-04-10 13:00:00,2024-04-10 17:00:00,1.07288,1.07291
EURUSD,W,H4,long,2024-03-25,2024-04-01,1.07245,1.07932,2024-04-08,2024-04-10 21:00:00,2024-04-11 01:00:00,1.07383,1.07413
EURUSD,W,H4,long,2024-04-08,2024-04-15,1.06011,1.06417,2024-04-22,2024-04-22 09:00:00,2024-04-22 13:00:00,1.0624,1.06308
EURUSD,W,H4,long,2024-05-20,2024-05-27,1.07882,1.08468,,2024-05-27 09:00:00,2024-05-27 13:00:00,1.08406,1.08444
EURUSD,W,H4,long,2024-05-20,2024-05-27,1.07882,1.08468,,2024-05-29 05:00:00,2024-05-29 09:00:00,1.08294,1.08356
EURUSD,W,H4,long,2024-05-20,2024-05-27,1.07882,1.08468,,2024-05-30 01:00:00,2024-05-30 05:00:00,1.07882,1.07921
EURUSD,W,H4,long,2024-05-20,2024-05-27,1.07882,1.08468,,2024-05-31 01:00:00,2024-05-31 05:00:00,1.08114,1.08146
EURUSD,W,H4,long,2024-05-20,2024-05-27,1.07882,1.08468,,2024-05-31 13:00:00,2024-05-31 17:00:00,1.08398,1.08406
EURUSD,W,H4,long,2024-05-20,2024-05-27,1.07882,1.08468,,2024-06-03 05:00:00,2024-06-03 09:00:00,1.08278,1.08336
EURUSD,W,H4,short,2024-01-08,2024-01-15,1.09508,1.09996,2024-03-04,2024-03-08 10:00:00,2024-03-08 14:00:00,1.09668,1.09813
EURUSD,W,H4,short,2024-01-08,2024-01-15,1.09508,1.09996,2024-03-04,2024-03-13 21:00:00,2024-03-14 01:00:00,1.09529,1.09548
EURUSD,W,H4,short,2024-04-01,2024-04-08,1.08376,1.08851,2024-05-13,2024-05-16 13:00:00,2024-05-16 17:00:00,1.08756,1.08759
EURUSD,W,H4,short,2024-04-01,2024-04-08,1.08376,1.08851,2024-05-13,2024-05-20 01:00:00,2024-05-20 05:00:00,1.08824,1.08846
EURUSD,W,H4,short,2024-04-01,2024-04-08,1.08376,1.08851,2024-05-13,2024-05-20 13:00:00,2024-05-20 17:00:00,1.087,1.08707
EURUSD,W,H4,short,2024-04-01,2024-04-08,1.08376,1.08851,2024-05-13,2024-05-20 21:00:00,2024-05-21 01:00:00,1.08614,1.0862
EURUSD,W,H4,short,2024-04-01,2024-04-08,1.08376,1.08851,2024-05-13,2024-05-21 05:00:00,2024-05-21 09:00:00,1.08696,1.08748
EURUSD,W,H4,short,2024-04-01,2024-04-08,1.08376,1.08851,2024-05-13,2024-05-21 21:00:00,2024-05-22 01:00:00,1.086,1.08636
EURUSD,W,H4,short,2024-04-01,2024-04-08,1.08376,1.08851,2024-05-13,2024-05-22 13:00:00,2024-05-22 17:00:00,1.08444,1.08471
EURUSD,W,H4,short,2024-04-01,2024-04-08,1.08376,1.08851,2024-05-13,2024-05-23 09:00:00,2024-05-23 13:00:00,1.08545,1.0861
EURUSD,W,H4,short,2024-04-01,2024-04-08,1.08376,1.08851,2024-05-13,2024-05-24 09:00:00,2024-05-24 13:00:00,1.08538,1.08579
EURUSD,W,H4,short,2024-05-13,2024-05-20,1.08697,1.08951,2024-05-27,2024-05-28 01:00:00,2024-05-28 05:00:00,1.088,1.08803
EURUSD,W,H4,short,2024-05-13,2024-05-20,1.08697,1.08951,2024-05-27,2024-05-28 09:00:00,2024-05-28 13:00:00,1.08803,1.08891
EURUSD,W,H4,short,2024-05-13,2024-05-20,1.08697,1.08951,2024-05-27,2024-05-31 09:00:00,2024-05-31 13:00:00,1.08808,1.08825
EURUSD,W,H4,short,2024-05-13,2024-05-20,1.08697,1.08951,2024-05-27,2024-06-04 13:00:00,2024-06-04 17:00:00,1.08837,1.08878
EURUSD,W,H4,short,2024-05-13,2024-05-20,1.08697,1.08951,2024-05-27,2024-06-04 21:00:00,2024-06-05 01:00:00,1.08862,1.08863
EURUSD,W,H4,short,2024-05-13,2024-05-20,1.08697,1.08951,2024-05-27,2024-06-05 09:00:00,2024-06-05 13:00:00,1.08844,1.08916
EURUSD,W,H4,short,2024-05-13,2024-05-20,1.08697,1.08951,2024-05-27,2024-06-06 17:00:00,2024-06-06 21:00:00,1.08934,1.08943
GBPAUD,W,H4,long,2024-03-18,2024-03-25,1.92538,1.93429,2024-04-01,2024-04-01 05:00:00,2024-04-01 09:00:00,1.93363,1.93388
GBPAUD,W,H4,long,2024-03-18,2024-03-25,1.92538,1.93429,2024-04-01,2024-04-01 21:00:00,2024-04-02 01:00:00,1.93044,1.93254
GBPAUD,W,H4,long,2024-03-18,2024-03-25,1.92538,1.93429,2024-04-01,2024-04-02 05:00:00,2024-04-02 09:00:00,1.92956,1.93034
GBPAUD,W,H4,long,2024-03-18,2024-03-25,1.92538,1.93429,2024-04-01,2024-04-02 17:00:00,2024-04-02 21:00:00,1.92904,1.92959
GBPAUD,W,H4,long,2024-03-18,2024-03-25,1.92538,1.93429,2024-04-01,2024-04-03 01:00:00,2024-04-03 05:00:00,1.92806,1.9292
GBPAUD,W,H4,long,2024-04-01,2024-04-08,1.91144,1.92085,2024-04-15,2024-04-22 09:00:00,2024-04-22 13:00:00,1.91216,1.91224
GBPAUD,W,H4,long,2024-04-01,2024-04-08,1.91144,1.92085,2024-04-15,2024-04-23 13:00:00,2024-04-23 17:00:00,1.91744,1.91884
GBPAUD,W,H4,long,2024-04-01,2024-04-08,1.91144,1.92085,2024-04-15,2024-04-25 01:00:00,2024-04-25 05:00:00,1.91508,1.91532
GBPAUD,W,H4,long,2024-05-06,2024-05-13,1.89081,1.89669,2024-05-20,2024-05-20 01:00:00,2024-05-20 05:00:00,1.89413,1.89422
GBPAUD,W,H4,short,2024-01-29,2024-02-05,1.9398,1.94562,2024-02-12,2024-02-14 10:00:00,2024-02-14 14:00:00,1.94002,1.94005
GBPAUD,W,H4,short,2024-03-11,2024-03-18,1.94158,1.95078,2024-03-25,2024-03-28 09:00:00,2024-03-28 13:00:00,1.94306,1.94491
GBPAUD,W,H4,short,2024-03-25,2024-04-01,1.93622,1.94491,2024-04-15,2024-04-16 17:00:00,2024-04-16 21:00:00,1.94164,1.9428
GBPAUD,W,H4,short,2024-03-25,2024-04-01,1.93622,1.94491,2024-04-15,2024-04-17 05:00:00,2024-04-17 09:00:00,1.94221,1.94226
GBPAUD,W,H4,short,2024-04-15,2024-04-22,1.92746,1.94824,2024-04-29,2024-04-30 21:00:00,2024-05-01 01:00:00,1.93103,1.93108
GBPAUD,W,H4,short,2024-04-15,2024-04-22,1.92746,1.94824,2024-04-29,2024-05-01 05:00:00,2024-05-01 09:00:00,1.9287,1.92872
GBPAUD,W,H4,short,2024-05-20,2024-05-27,1.92176,1.925,,2024-05-29 09:00:00,2024-05-29 13:00:00,1.92285,1.92352
GBPAUD,W,H4,short,2024-05-20,2024-05-27,1.92176,1.925,,2024-05-30 05:00:00,2024-05-30 09:00:00,1.92356,1.92452
GBPAUD,W,H4,short,2024-05-20,2024-05-27,1.92176,1.925,,2024-06-04 21:00:00,2024-06-05 01:00:00,1.92246,1.92262
GBPCAD,W,H4,long,2024-01-15,2024-01-22,1.70172,1.70595,2024-01-29,2024-01-31 22:00:00,2024-02-01 02:00:00,1.70246,1.70307
GBPCAD,W,H4,long,2024-01-15,2024-01-22,1.70172,1.70595,2024-01-29,2024-02-01 22:00:00,2024-02-02 02:00:00,1.70459,1.7047
GBPCAD,W,H4,long,2024-03-25,2024-04-01,1.70242,1.70952,2024-04-15,2024-04-25 01:00:00,2024-04-25 05:00:00,1.70652,1.70678
GBPCAD,W,H4,long,2024-03-25,2024-04-01,1.70242,1.70952,2024-04-15,2024-04-26 01:00:00,2024-04-26 05:00:00,1.70581,1.70667
GBPCAD,W,H4,long,2024-03-25,2024-04-01,1.70242,1.70952,2024-04-15,2024-04-26 13:00:00,2024-04-26 17:00:00,1.70448,1.70662
GBPCAD,W,H4,long,2024-04-15,2024-04-22,1.68874,1.70066,,2024-04-22 09:00:00,2024-04-22 13:00:00,1.68874,1.68947
GBPCAD,W,H4,long,2024-04-15,2024-04-22,1.68874,1.70066,,2024-04-22 21:00:00,2024-04-23 01:00:00,1.69133,1.69144
GBPCAD,W,H4,long,2024-04-15,2024-04-22,1.68874,1.70066,,2024-04-24 05:00:00,2024-04-24 09:00:00,1.69954,1.69977
GBPCAD,W,H4,short,2024-01-08,2024-01-15,1.70982,1.71667,2024-01-22,2024-01-22 22:00:00,2024-01-23 02:00:00,1.71489,1.71512
GBPCAD,W,H4,short,2024-01-08,2024-01-15,1.70982,1.71667,2024-01-22,2024-01-23 06:00:00,2024-01-23 10:00:00,1.71549,1.71632
GBPCAD,W,H4,short,2024-01-08,2024-01-15,1.70982,1.71667,2024-01-22,2024-01-26 10:00:00,2024-01-26 14:00:00,1.7137,1.7138
GBPCAD,W,H4,short,2024-01-22,2024-01-29,1.70856,1.72207,2024-02-12,2024-02-13 14:00:00,2024-02-13 18:00:00,1.71044,1.71132
GBPCAD,W,H4,short,2024-01-22,2024-01-29,1.70856,1.72207,2024-02-12,2024-02-13 22:00:00,2024-02-14 02:00:00,1.70912,1.70914
GBPCAD,W,H4,short,2024-01-22,2024-01-29,1.70856,1.72207,2024-02-12,2024-02-20 10:00:00,2024-02-20 14:00:00,1.70982,1.71309
GBPCAD,W,H4,short,2024-01-22,2024-01-29,1.70856,1.72207,2024-02-12,2024-02-23 18:00:00,2024-02-25 22:00:00,1.71202,1.71268
GBPCAD,W,H4,short,2024-04-01,2024-04-08,1.71756,1.7241,2024-04-15,2024-04-16 09:00:00,2024-04-16 13:00:00,1.72284,1.72404
GBPCAD,W,H4,short,2024-04-01,2024-04-08,1.71756,1.7241,2024-04-15,2024-04-17 05:00:00,2024-04-17 09:00:00,1.72246,1.72346
GBPCAD,W,H4,short,2024-04-29,2024-05-06,1.71704,1.72284,2024-05-13,2024-05-13 13:00:00,2024-05-13 17:00:00,1.71792,1.71822
GBPCAD,W,H4,short,2024-04-29,2024-05-06,1.71704,1.72284,2024-05-13,2024-05-14 01:00:00,2024-05-14 05:00:00,1.71814,1.7183
GBPCAD,W,H4,short,2024-04-29,2024-05-06,1.71704,1.72284,2024-05-13,2024-05-14 13:00:00,2024-05-14 17:00:00,1.71944,1.7197
GBPCAD,W,H4,short,2024-05-20,2024-05-27,1.74058,1.74533,,2024-05-27 01:00:00,2024-05-27 05:00:00,1.7414,1.7415
GBPCAD,W,H4,short,2024-05-20,2024-05-27,1.74058,1.74533,,2024-05-27 09:00:00,2024-05-27 13:00:00,1.7421,1.74232
GBPCAD,W,H4,short,2024-05-20,2024-05-27,1.74058,1.74533,,2024-05-28 09:00:00,2024-05-28 13:00:00,1.74331,1.74412
GBPCAD,W,H4,short,2024-05-20,2024-05-27,1.74058,1.74533,,2024-05-29 09:00:00,2024-05-29 13:00:00,1.74393,1.7443
GBPCAD,W,H4,short,2024-05-20,2024-05-27,1.74058,1.74533,,2024-05-30 05:00:00,2024-05-30 09:00:00,1.74369,1.745
GBPCAD,W,H4,short,2024-05-20,2024-05-27,1.74058,1.74533,,2024-05-30 17:00:00,2024-05-30 21:00:00,1.74226,1.74238
GBPCHF,W,H4,long,2024-01-29,2024-02-05,1.08956,1.09526,,2024-02-05 14:00:00,2024-02-05 18:00:00,1.09052,1.09066
GBPCHF,W,H4,long,2024-01-29,2024-02-05,1.08956,1.09526,,2024-02-06 02:00:00,2024-02-06 06:00:00,1.09135,1.09142
GBPCHF,W,H4,long,2024-03-11,2024-03-18,1.11972,1.12534,2024-04-15,2024-04-22 09:00:00,2024-04-22 13:00:00,1.12138,1.12172
GBPCHF,W,H4,long,2024-04-15,2024-04-22,1.11694,1.12633,,2024-04-22 09:00:00,2024-04-22 13:00:00,1.12138,1.12172
GBPCHF,W,H4,long,2024-04-15,2024-04-22,1.11694,1.12633,,2024-04-22 21:00:00,2024-04-23 01:00:00,1.12586,1.12604
GBPCHF,W,H4,short,2024-01-15,2024-01-22,1.1028,1.10609,2024-02-05,2024-02-07 18:00:00,2024-02-07 22:00:00,1.10476,1.10477
GBPCHF,W,H4,short,2024-01-15,2024-01-22,1.1028,1.10609,2024-02-05,2024-02-08 14:00:00,2024-02-08 18:00:00,1.10344,1.10378
GBPCHF,W,H4,short,2024-01-15,2024-01-22,1.1028,1.10609,2024-02-05,2024-02-09 06:00:00,2024-02-09 10:00:00,1.10467,1.10526
GBPCHF,W,H4,short,2024-01-15,2024-01-22,1.1028,1.10609,2024-02-05,2024-02-09 14:00:00,2024-02-09 18:00:00,1.10571,1.10604
GBPCHF,W,H4,short,2024-04-01,2024-04-08,1.13998,1.1486,2024-04-15,2024-04-15 09:00:00,2024-04-15 13:00:00,1.14124,1.14138
