pair,pivot_type,htf_first_candle_time,htf_second_candle_time,htf_gap_low,htf_gap_high,htf_gap_width,htf_wick_diff_low,htf_wick_diff_high,ltf,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_htf_gap,htf_first_touch_time,pending_until_htf_touch
NZDCAD,long,2020-08-03 00:00,2020-09-01 00:00,0.85769,0.87857,0.02088000000000001,0.85769,0.87261,3D,2020-08-19 00:00,2020-08-24 00:00,0.85769,0.85893,0.0012400000000000189,0.059386973180077504,2020-10-01 00:00,False
NZDCAD,long,2020-08-03 00:00,2020-09-01 00:00,0.85769,0.87857,0.02088000000000001,0.85769,0.87261,3D,2020-09-22 00:00,2020-09-25 00:00,0.87261,0.87309,0.00048000000000003595,0.022988505747128147,2020-10-01 00:00,False
NZDCAD,long,2020-10-01 00:00,2020-11-02 00:00,0.86302,0.88103,0.01800999999999997,0.86302,0.87604,3D,2020-10-16 00:00,2020-10-21 00:00,0.86302,0.86342,0.00039999999999995595,0.02220988339810975,2021-03-01 00:00,False
NZDCAD,long,2020-10-01 00:00,2020-11-02 00:00,0.86302,0.88103,0.01800999999999997,0.86302,0.87604,3D,2020-10-29 00:00,2020-11-03 00:00,0.87604,0.87647,0.00042999999999993044,0.023875624652966748,2021-03-01 00:00,False
NZDCAD,short,2021-02-01 00:00,2021-03-01 00:00,0.9215,0.93296,0.011460000000000026,0.92564,0.93296,3D,2021-02-22 00:00,2021-02-25 00:00,0.93252,0.93296,0.00043999999999999595,0.0383944153577657,,True
NZDCAD,short,2021-04-01 00:00,2021-05-03 00:00,0.88038,0.90826,0.027879999999999905,0.88638,0.90826,3D,2021-04-16 00:00,2021-04-21 00:00,0.90646,0.90826,0.0017999999999999128,0.06456241032998275,2021-07-01 00:00,False
NZDCAD,long,2021-06-01 00:00,2021-07-01 00:00,0.85994,0.86628,0.006340000000000012,0.85994,0.86308,3D,2021-06-28 00:00,2021-07-01 00:00,0.86308,0.86312,4.0000000000040004e-05,0.006309148264990525,2021-10-01 00:00,False
NZDCAD,long,2021-09-01 00:00,2021-10-01 00:00,0.86146,0.8748,0.013340000000000019,0.86146,0.87325,3D,2021-10-06 00:00,2021-10-11 00:00,0.86146,0.86376,0.0022999999999999687,0.1724137931034457,2021-11-01 00:00,False
NZDCAD,short,2022-03-01 00:00,2022-04-01 00:00,0.86732,0.88089,0.013569999999999971,0.87304,0.88089,3D,2022-03-07 00:00,2022-03-10 00:00,0.87922,0.88089,0.0016699999999999493,0.12306558585113875,2022-12-01 00:00,False
NZDCAD,short,2022-03-01 00:00,2022-04-01 00:00,0.86732,0.88089,0.013569999999999971,0.87304,0.88089,3D,2022-03-18 00:00,2022-03-23 00:00,0.87608,0.87808,0.0020000000000000018,0.14738393515106898,2022-12-01 00:00,False
NZDCAD,short,2022-07-01 00:00,2022-08-01 00:00,0.80496,0.82536,0.020399999999999974,0.8095,0.82536,3D,2022-08-09 00:00,2022-08-12 00:00,0.8237,0.82536,0.0016599999999999948,0.08137254901960769,2022-09-01 00:00,False
NZDCAD,long,2023-06-01 00:00,2023-07-03 00:00,0.80296,0.81334,0.010379999999999945,0.80296,0.81032,3D,2023-06-27 00:00,2023-06-30 00:00,0.80296,0.8032,0.00024000000000001798,0.02312138728323885,2023-08-01 00:00,False
NZDCAD,long,2023-08-01 00:00,2023-09-01 00:00,0.79418,0.806,0.011820000000000053,0.79418,0.7992,3D,2023-09-14 00:00,2023-09-19 00:00,0.79418,0.79566,0.0014800000000000368,0.12521150592216837,2023-10-02 00:00,False
NZDCAD,long,2023-10-02 00:00,2023-11-01 00:00,0.79667,0.808,0.011330000000000062,0.79667,0.80384,3D,2023-10-18 00:00,2023-10-23 00:00,0.79667,0.7971,0.00043000000000004146,0.03795233892321616,2024-04-01 00:00,False
NZDCAD,short,2024-02-01 00:00,2024-03-01 00:00,0.82645,0.8378,0.011349999999999971,0.83472,0.8378,3D,2024-02-20 00:00,2024-02-23 00:00,0.83747,0.8378,0.00032999999999994145,0.029074889867836323,2024-05-01 00:00,False
NZDCAD,short,2024-02-01 00:00,2024-03-01 00:00,0.82645,0.8378,0.011349999999999971,0.83472,0.8378,3D,2024-03-07 00:00,2024-03-12 00:00,0.83327,0.83472,0.0014500000000000624,0.12775330396476353,2024-05-01 00:00,False
NZDCAD,long,2024-03-01 00:00,2024-04-01 00:00,0.80665,0.81015,0.0035000000000000586,0.80665,0.80823,3D,2024-03-28 00:00,2024-04-02 00:00,0.80665,0.80709,0.00043999999999999595,0.12571428571428245,2024-05-01 00:00,False
NZDCAD,long,2024-07-01 00:00,2024-08-01 00:00,0.81177,0.82155,0.009780000000000011,0.81177,0.81578,3D,2024-07-24 00:00,2024-07-29 00:00,0.81177,0.81288,0.0011100000000000554,0.11349693251534296,2024-11-01 00:00,False
CHFJPY,short,2020-01-01 00:00,2020-02-03 00:00,112.47,114.389,1.918999999999997,114.278,114.389,3D,2020-01-14 00:00,2020-01-17 00:00,114.294,114.389,0.09499999999999886,0.049504950495048994,2020-03-02 00:00,False
CHFJPY,short,2021-01-01 00:00,2021-02-01 00:00,117.538,118.873,1.335000000000008,118.01,118.873,3D,2021-02-12 00:00,2021-02-17 00:00,118.845,118.873,0.028000000000005798,0.020973782771539797,2021-03-01 00:00,False
CHFJPY,long,2021-02-01 00:00,2021-03-01 00:00,115.914,117.295,1.3810000000000002,115.914,116.178,3D,2021-03-23 00:00,2021-03-26 00:00,115.914,116.095,0.18099999999999739,0.13106444605358245,2021-04-01 00:00,False
CHFJPY,long,2021-09-01 00:00,2021-10-01 00:00,117.542,119.458,1.9159999999999968,117.542,118.81,3D,2021-09-15 00:00,2021-09-20 00:00,117.542,117.874,0.33199999999999363,0.17327766179540408,,True
CHFJPY,long,2021-11-01 00:00,2021-12-01 00:00,122.137,123.2,1.0630000000000024,122.137,122.392,3D,2021-12-03 00:00,2021-12-08 00:00,122.392,122.492,0.10000000000000853,0.09407337723425052,,True
CHFJPY,short,2023-08-01 00:00,2023-09-01 00:00,164.744,166.601,1.8569999999999993,166.202,166.601,3D,2023-09-01 00:00,2023-09-06 00:00,166.156,166.202,0.04599999999999227,0.024771136241245172,2023-10-02 00:00,False
CHFJPY,short,2023-11-01 00:00,2023-12-01 00:00,169.347,170.54,1.1929999999999836,169.582,170.54,3D,2023-11-13 00:00,2023-11-16 00:00,170.496,170.54,0.04399999999998272,0.03688181056159541,2024-01-01 00:00,False
CHFJPY,long,2023-12-01 00:00,2024-01-01 00:00,162.174,167.606,5.431999999999988,162.174,166.798,3D,2023-12-12 00:00,2023-12-15 00:00,162.174,163.046,0.8719999999999857,0.16053019145802422,2024-03-01 00:00,False
