pair,pivot_type,htf_first_candle_time,htf_second_candle_time,htf_gap_low,htf_gap_high,htf_gap_width,htf_wick_diff_low,htf_wick_diff_high,ltf,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_htf_gap,htf_first_touch_time,pending_until_htf_touch
NZDCAD,long,2015-06-01 00:00,2015-07-01 00:00,0.83581,0.84534,0.009529999999999927,0.83581,0.83841,3D,2015-07-01 00:00,2015-07-06 00:00,0.83841,0.838865,0.0004549999999999832,0.047743966421824414,2015-08-03 00:00,False
NZDCAD,long,2015-11-02 00:00,2015-12-01 00:00,0.858525,0.87956,0.021035000000000026,0.858525,0.878755,3D,2015-11-12 00:00,2015-11-17 00:00,0.858525,0.86245,0.003925000000000067,0.18659377228429105,2016-03-01 00:00,False
NZDCAD,long,2015-11-02 00:00,2015-12-01 00:00,0.858525,0.87956,0.021035000000000026,0.858525,0.878755,3D,2015-11-20 00:00,2015-11-25 00:00,0.868395,0.87027,0.00187499999999996,0.08913715236510376,2016-03-01 00:00,False
NZDCAD,short,2016-03-01 00:00,2016-04-01 00:00,0.898425,0.911905,0.013479999999999936,0.90273,0.911905,3D,2016-03-04 00:00,2016-03-09 00:00,0.90947,0.911905,0.002434999999999965,0.18063798219584395,2016-06-01 00:00,False
NZDCAD,long,2016-04-01 00:00,2016-05-02 00:00,0.85922,0.87593,0.016710000000000003,0.85922,0.86946,3D,2016-04-25 00:00,2016-04-28 00:00,0.85922,0.8612,0.0019799999999999818,0.11849192100538489,2017-09-01 00:00,False
NZDCAD,short,2017-02-01 00:00,2017-03-01 00:00,0.956495,0.96538,0.008885000000000032,0.95724,0.96538,3D,2017-02-03 00:00,2017-02-08 00:00,0.96418,0.96538,0.0011999999999999789,0.13505908835115077,2017-05-01 00:00,False
NZDCAD,short,2017-05-01 00:00,2017-06-01 00:00,0.95641,0.97583,0.019419999999999993,0.96017,0.97583,3D,2017-06-06 00:00,2017-06-09 00:00,0.97524,0.97583,0.0005899999999999794,0.030381050463438704,,True
NZDCAD,long,2017-08-01 00:00,2017-09-01 00:00,0.87414,0.895775,0.02163499999999996,0.87414,0.89566,3D,2017-09-11 00:00,2017-09-14 00:00,0.87414,0.8777,0.0035600000000000076,0.1645481858100307,2017-10-02 00:00,False
NZDCAD,short,2018-03-01 00:00,2018-04-02 00:00,0.9335,0.95181,0.01831000000000005,0.93722,0.95181,3D,2018-03-13 00:00,2018-03-16 00:00,0.950385,0.95181,0.0014250000000000096,0.07782632441288945,,True
NZDCAD,long,2018-04-02 00:00,2018-05-01 00:00,0.87869,0.90358,0.02489000000000008,0.87869,0.90231,3D,2018-05-15 00:00,2018-05-18 00:00,0.87869,0.88008,0.0013900000000000023,0.05584572117316183,2018-06-01 00:00,False
NZDCAD,long,2018-09-03 00:00,2018-10-01 00:00,0.83222,0.85504,0.022820000000000062,0.83222,0.84951,3D,2018-10-04 00:00,2018-10-09 00:00,0.83222,0.8341,0.0018799999999999928,0.0823838737949162,2019-08-01 00:00,False
NZDCAD,long,2018-09-03 00:00,2018-10-01 00:00,0.83222,0.85504,0.022820000000000062,0.83222,0.84951,3D,2018-10-22 00:00,2018-10-25 00:00,0.84686,0.84786,0.0010000000000000009,0.043821209465381164,2019-08-01 00:00,False
NZDCAD,short,2018-12-03 00:00,2019-01-01 00:00,0.91628,0.9257,0.009419999999999984,0.91648,0.9257,3D,2018-12-03 00:00,2018-12-06 00:00,0.9252,0.9257,0.0004999999999999449,0.05307855626326388,2019-03-01 00:00,False
NZDCAD,short,2018-12-03 00:00,2019-01-01 00:00,0.91628,0.9257,0.009419999999999984,0.91648,0.9257,3D,2018-12-14 00:00,2018-12-19 00:00,0.92408,0.92512,0.001040000000000041,0.11040339702760538,2019-03-01 00:00,False
NZDCAD,short,2018-12-03 00:00,2019-01-01 00:00,0.91628,0.9257,0.009419999999999984,0.91648,0.9257,3D,2018-12-27 00:00,2019-01-01 00:00,0.91648,0.91667,0.00019000000000002348,0.02016985138004499,2019-03-01 00:00,False
CHFJPY,short,2015-01-01 00:00,2015-02-02 00:00,127.63,139.142,11.512,130.067,139.142,3D,2015-01-19 00:00,2015-01-22 00:00,138.019,138.2785,0.25950000000000273,0.022541695621959932,2015-04-01 00:00,False
CHFJPY,short,2015-01-01 00:00,2015-02-02 00:00,127.63,139.142,11.512,130.067,139.142,3D,2015-02-09 00:00,2015-02-12 00:00,130.012,130.067,0.05500000000000682,0.00477762334954889,2015-04-01 00:00,False
CHFJPY,long,2015-03-02 00:00,2015-04-01 00:00,119.917,123.5355,3.6184999999999974,119.917,121.97,3D,2015-03-13 00:00,2015-03-18 00:00,120.1155,120.4775,0.362000000000009,0.10004145364101402,2015-09-01 00:00,False
CHFJPY,long,2015-03-02 00:00,2015-04-01 00:00,119.917,123.5355,3.6184999999999974,119.917,121.97,3D,2015-04-08 00:00,2015-04-13 00:00,121.97,122.4235,0.45350000000000534,0.12532817465800902,2015-09-01 00:00,False
CHFJPY,long,2016-04-01 00:00,2016-05-02 00:00,109.844,110.846,1.0020000000000095,109.844,110.8185,3D,2016-05-19 00:00,2016-05-24 00:00,110.209,110.251,0.04200000000000159,0.04191616766467185,2016-06-01 00:00,False
CHFJPY,short,2016-05-02 00:00,2016-06-01 00:00,111.419,112.761,1.3419999999999987,111.7835,112.761,3D,2016-06-06 00:00,2016-06-09 00:00,111.648,111.7835,0.1355000000000075,0.1009687034277255,2016-11-01 00:00,False
CHFJPY,long,2016-09-01 00:00,2016-10-03 00:00,102.8925,104.336,1.4435000000000002,102.8925,104.0105,3D,2016-09-19 00:00,2016-09-22 00:00,102.8925,102.8985,0.006000000000000227,0.00415656390717023,,True
CHFJPY,long,2016-09-01 00:00,2016-10-03 00:00,102.8925,104.336,1.4435000000000002,102.8925,104.0105,3D,2016-10-18 00:00,2016-10-21 00:00,104.0105,104.269,0.25850000000001216,0.17907862833391902,,True
CHFJPY,long,2017-03-01 00:00,2017-04-03 00:00,107.692,111.07,3.378,107.692,111.03,3D,2017-04-12 00:00,2017-04-17 00:00,107.692,107.989,0.29700000000001125,0.08792184724689497,2018-03-01 00:00,False
CHFJPY,short,2017-06-01 00:00,2017-07-03 00:00,117.268,118.608,1.3400000000000034,117.789,118.608,3D,2017-07-05 00:00,2017-07-10 00:00,118.426,118.608,0.18200000000000216,0.13582089552238932,2018-01-01 00:00,False
CHFJPY,long,2017-07-03 00:00,2017-08-01 00:00,112.571,114.04,1.4690000000000083,112.571,113.813,3D,2017-08-21 00:00,2017-08-24 00:00,112.571,112.755,0.1839999999999975,0.12525527569775116,2017-09-01 00:00,False
CHFJPY,short,2017-09-01 00:00,2017-10-02 00:00,116.202,116.475,0.27299999999999613,116.43,116.475,3D,2017-09-27 00:00,2017-10-02 00:00,116.38,116.43,0.05000000000001137,0.18315018315022738,2018-01-01 00:00,False
CHFJPY,long,2017-10-02 00:00,2017-11-01 00:00,112.971,113.9015,0.930499999999995,112.971,113.406,3D,2017-11-21 00:00,2017-11-24 00:00,112.971,113.116,0.14499999999999602,0.15583019881783644,2017-12-01 00:00,False
CHFJPY,long,2018-04-02 00:00,2018-05-01 00:00,108.514,110.368,1.8539999999999992,108.514,110.178,3D,2018-05-02 00:00,2018-05-07 00:00,108.514,108.678,0.16400000000000148,0.08845738942826405,2018-06-01 00:00,False
CHFJPY,short,2018-11-01 00:00,2018-12-03 00:00,113.704,114.64,0.936000000000007,114.412,114.64,3D,2018-12-06 00:00,2018-12-11 00:00,114.484,114.64,0.1560000000000059,0.16666666666667174,2020-01-01 00:00,False
GBPAUD,short,2015-02-02 00:00,2015-03-02 00:00,1.976755,2.00293,0.02617500000000006,1.98561,2.00293,3D,2015-02-17 00:00,2015-02-20 00:00,1.991245,1.995195,0.00395000000000012,0.150907354345754,2015-05-01 00:00,False
GBPAUD,long,2016-07-01 00:00,2016-08-01 00:00,1.67213,1.74112,0.0689900000000001,1.67213,1.70454,3D,2016-08-11 00:00,2016-08-16 00:00,1.67213,1.673775,0.0016450000000001186,0.02384403536744624,2016-09-01 00:00,False
