wd_variant,pair,pivot_type,htf,ltf,htf_first_candle_time,htf_second_candle_time,htf_gap_low,htf_gap_high,htf_gap_width,htf_wick_diff_low,htf_wick_diff_high,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_htf_gap,htf_first_touch_time,pending_until_htf_touch
ALL,AUDCAD,long,M,H12,2022-04-01 00:00,2022-05-02 00:00,0.89192,0.90796,0.016039999999999943,0.89192,0.90708,2022-05-15 21:00,2022-05-16 09:00,0.89192,0.89262,0.0006999999999999229,0.04364089775560632,2022-06-01 00:00,False
ALL,AUDCAD,long,M,H12,2022-04-01 00:00,2022-05-02 00:00,0.89192,0.90796,0.016039999999999943,0.89192,0.90708,2022-05-18 09:00,2022-05-18 21:00,0.89472,0.89571,0.0009900000000000464,0.0617206982543672,2022-06-01 00:00,False
ALL,AUDCAD,long,M,H12,2022-04-01 00:00,2022-05-02 00:00,0.89192,0.90796,0.016039999999999943,0.89192,0.90708,2022-05-26 09:00,2022-05-26 21:00,0.90396,0.90602,0.0020600000000000618,0.1284289276808023,2022-06-01 00:00,False
ALL,AUDCAD,long,M,H12,2022-04-01 00:00,2022-05-02 00:00,0.89192,0.90796,0.016039999999999943,0.89192,0.90708,2022-05-31 09:00,2022-05-31 21:00,0.90503,0.90681,0.0017800000000000038,0.11097256857855424,2022-06-01 00:00,False
ALL,AUDCAD,long,M,H12,2022-04-01 00:00,2022-05-02 00:00,0.89192,0.90796,0.016039999999999943,0.89192,0.90708,2022-06-01 09:00,2022-06-01 21:00,0.90591,0.9062,0.00029000000000001247,0.01807980049875396,2022-06-01 00:00,False
ALL,AUDCAD,long,M,H12,2022-06-01 00:00,2022-07-01 00:00,0.87359,0.8889,0.015310000000000046,0.87359,0.88446,2022-07-13 09:00,2022-07-13 21:00,0.87359,0.87522,0.0016300000000000203,0.10646636185499775,2022-08-01 00:00,False
ALL,AUDCAD,long,M,H12,2022-06-01 00:00,2022-07-01 00:00,0.87359,0.8889,0.015310000000000046,0.87359,0.88446,2022-07-14 21:00,2022-07-15 09:00,0.88186,0.88204,0.000180000000000069,0.011757021554543988,2022-08-01 00:00,False
ALL,AUDCAD,long,M,H12,2022-06-01 00:00,2022-07-01 00:00,0.87359,0.8889,0.015310000000000046,0.87359,0.88446,2022-07-18 09:00,2022-07-18 21:00,0.88262,0.88297,0.0003500000000000725,0.022860875244942614,2022-08-01 00:00,False
ALL,AUDCAD,long,M,H12,2022-06-01 00:00,2022-07-01 00:00,0.87359,0.8889,0.015310000000000046,0.87359,0.88446,2022-07-20 21:00,2022-07-21 09:00,0.88598,0.8862,0.00021999999999999797,0.014369693011103678,2022-08-01 00:00,False
ALL,AUDCAD,long,M,H12,2022-10-03 00:00,2022-11-01 00:00,0.85993,0.87158,0.01165000000000005,0.85993,0.8636,2022-10-23 21:00,2022-10-24 09:00,0.86206,0.86357,0.0015099999999999003,0.1296137339055703,2023-08-01 00:00,False
ALL,AUDCAD,long,M,H12,2022-10-03 00:00,2022-11-01 00:00,0.85993,0.87158,0.01165000000000005,0.85993,0.8636,2022-11-03 09:00,2022-11-03 21:00,0.8636,0.86362,2.0000000000020002e-05,0.0017167381974266024,2023-08-01 00:00,False
ALL,AUDCAD,long,M,H12,2022-10-03 00:00,2022-11-01 00:00,0.85993,0.87158,0.01165000000000005,0.85993,0.8636,2022-11-09 22:00,2022-11-10 10:00,0.86628,0.86634,5.999999999994898e-05,0.005150214592270277,2023-08-01 00:00,False
ALL,AUDCAD,long,M,H12,2023-06-01 00:00,2023-07-03 00:00,0.87442,0.88236,0.007940000000000058,0.87442,0.87726,2023-06-28 09:00,2023-06-28 21:00,0.87442,0.87466,0.00024000000000001798,0.03022670025189121,2023-08-01 00:00,False
ALL,AUDCAD,long,M,H12,2023-06-01 00:00,2023-07-03 00:00,0.87442,0.88236,0.007940000000000058,0.87442,0.87726,2023-06-29 09:00,2023-06-29 21:00,0.87538,0.87626,0.0008799999999999919,0.11083123425692512,2023-08-01 00:00,False
ALL,AUDCAD,long,M,H12,2023-09-01 00:00,2023-10-02 00:00,0.85648,0.87368,0.017199999999999993,0.85648,0.85848,2023-09-27 09:00,2023-09-27 21:00,0.85648,0.85668,0.00019999999999997797,0.01162790697674291,2024-02-01 00:00,False
ALL,AUDCAD,long,M,H12,2023-09-01 00:00,2023-10-02 00:00,0.85648,0.87368,0.017199999999999993,0.85648,0.85848,2023-10-13 09:00,2023-10-15 21:00,0.85848,0.8598,0.0013199999999999878,0.07674418604651095,2024-02-01 00:00,False
ALL,AUDCAD,long,M,H12,2023-09-01 00:00,2023-10-02 00:00,0.85648,0.87368,0.017199999999999993,0.85648,0.85848,2023-10-16 09:00,2023-10-16 21:00,0.86014,0.86228,0.0021400000000000308,0.12441860465116462,2024-02-01 00:00,False
ALL,AUDCAD,long,M,H12,2023-09-01 00:00,2023-10-02 00:00,0.85648,0.87368,0.017199999999999993,0.85648,0.85848,2023-10-22 21:00,2023-10-23 09:00,0.86316,0.86466,0.0014999999999999458,0.08720930232557828,2024-02-01 00:00,False
ALL,AUDCAD,long,M,H12,2024-01-01 00:00,2024-02-01 00:00,0.87264,0.88227,0.009630000000000027,0.87264,0.88014,2024-02-08 10:00,2024-02-08 22:00,0.87264,0.87334,0.0007000000000000339,0.0726895119418517,2024-03-01 00:00,False
ALL,AUDCAD,long,M,H12,2024-01-01 00:00,2024-02-01 00:00,0.87264,0.88227,0.009630000000000027,0.87264,0.88014,2024-02-13 10:00,2024-02-13 22:00,0.87374,0.8749,0.0011600000000000499,0.12045690550363931,2024-03-01 00:00,False
ALL,AUDCAD,long,M,H12,2024-01-01 00:00,2024-02-01 00:00,0.87264,0.88227,0.009630000000000027,0.87264,0.88014,2024-02-29 10:00,2024-02-29 22:00,0.8816,0.8818,0.00019999999999997797,0.020768431983382907,2024-03-01 00:00,False
ALL,AUDCAD,long,M,H12,2024-07-01 00:00,2024-08-01 00:00,0.88536,0.90286,0.01749999999999996,0.88536,0.89739,2024-08-07 09:00,2024-08-07 21:00,0.89505,0.89568,0.0006300000000000194,0.03600000000000119,2024-09-02 00:00,False
ALL,AUDCAD,long,M,H12,2024-12-02 00:00,2025-01-01 00:00,0.8851,0.89004,0.0049400000000000555,0.8851,0.88957,2025-01-12 22:00,2025-01-13 10:00,0.88551,0.88554,2.999999999997449e-05,0.006072874493921894,2025-04-01 00:00,False
ALL,AUDCAD,long,M,H12,2024-12-02 00:00,2025-01-01 00:00,0.8851,0.89004,0.0049400000000000555,0.8851,0.88957,2025-01-14 10:00,2025-01-14 22:00,0.88738,0.88766,0.000280000000000058,0.05668016194333094,2025-04-01 00:00,False
ALL,AUDCAD,long,M,H12,2025-02-03 00:00,2025-03-03 00:00,0.89324,0.89806,0.0048199999999999354,0.89324,0.89422,2025-03-03 22:00,2025-03-04 10:00,0.89664,0.89712,0.00048000000000003595,0.09958506224067269,2025-04-01 00:00,False
ALL,AUDCAD,long,M,H12,2025-04-01 00:00,2025-05-01 00:00,0.84416,0.88334,0.03917999999999999,0.84416,0.88011,2025-04-08 09:00,2025-04-08 21:00,0.84416,0.8483,0.0041400000000000325,0.1056661562021448,,True
ALL,AUDCAD,long,M,H12,2025-04-01 00:00,2025-05-01 00:00,0.84416,0.88334,0.03917999999999999,0.84416,0.88011,2025-04-10 21:00,2025-04-11 09:00,0.86214,0.86348,0.0013400000000000079,0.034201123021950185,,True
ALL,AUDCAD,short,M,H12,2022-03-01 00:00,2022-04-01 00:00,0.93596,0.95162,0.015660000000000007,0.94626,0.95162,2022-04-04 21:00,2022-04-05 09:00,0.95156,0.95162,6.0000000000060005e-05,0.003831417624524903,2023-01-02 00:00,False
ALL,AUDCAD,short,M,H12,2022-03-01 00:00,2022-04-01 00:00,0.93596,0.95162,0.015660000000000007,0.94626,0.95162,2022-04-05 21:00,2022-04-06 09:00,0.948,0.94902,0.0010200000000000209,0.06513409961685954,2023-01-02 00:00,False
ALL,AUDCAD,short,M,H12,2022-03-01 00:00,2022-04-01 00:00,0.93596,0.95162,0.015660000000000007,0.94626,0.95162,2022-04-12 09:00,2022-04-12 21:00,0.9434,0.94459,0.0011900000000000244,0.07598978288633614,2023-01-02 00:00,False
ALL,AUDCAD,short,M,H12,2022-03-01 00:00,2022-04-01 00:00,0.93596,0.95162,0.015660000000000007,0.94626,0.95162,2022-04-14 09:00,2022-04-14 21:00,0.9362,0.93626,5.999999999994898e-05,0.003831417624517813,2023-01-02 00:00,False
ALL,AUDCAD,short,M,H12,2022-05-02 00:00,2022-06-01 00:00,0.90798,0.92628,0.018299999999999983,0.91471,0.92628,2022-05-04 09:00,2022-05-04 21:00,0.92558,0.92628,0.0007000000000000339,0.03825136612022047,2022-08-01 00:00,False
ALL,AUDCAD,short,M,H12,2022-05-02 00:00,2022-06-01 00:00,0.90798,0.92628,0.018299999999999983,0.91471,0.92628,2022-06-02 09:00,2022-06-02 21:00,0.91404,0.91471,0.0006700000000000594,0.03661202185792678,2022-08-01 00:00,False
ALL,AUDCAD,short,M,H12,2022-05-02 00:00,2022-06-01 00:00,0.90798,0.92628,0.018299999999999983,0.91471,0.92628,2022-06-16 09:00,2022-06-16 21:00,0.91316,0.91342,0.000260000000000038,0.014207650273226131,2022-08-01 00:00,False
ALL,AUDCAD,short,M,H12,2022-08-01 00:00,2022-09-01 00:00,0.89867,0.91067,0.01200000000000001,0.90156,0.91067,2022-08-12 09:00,2022-08-14 21:00,0.91034,0.91067,0.00032999999999994145,0.027499999999995098,2022-11-01 00:00,False
ALL,AUDCAD,short,M,H12,2022-08-01 00:00,2022-09-01 00:00,0.89867,0.91067,0.01200000000000001,0.90156,0.91067,2022-08-29 21:00,2022-08-30 09:00,0.90206,0.90267,0.0006099999999999994,0.05083333333333324,2022-11-01 00:00,False
ALL,AUDCAD,short,M,H12,2022-08-01 00:00,2022-09-01 00:00,0.89867,0.91067,0.01200000000000001,0.90156,0.91067,2022-08-31 21:00,2022-09-01 09:00,0.90132,0.90156,0.00024000000000001798,0.020000000000001482,2022-11-01 00:00,False
ALL,AUDCAD,short,M,H12,2023-01-02 00:00,2023-02-01 00:00,0.93869,0.95489,0.016199999999999992,0.94982,0.95489,2023-01-25 22:00,2023-01-26 10:00,0.95365,0.95489,0.0012400000000000189,0.07654320987654441,,True
ALL,AUDCAD,short,M,H12,2023-07-03 00:00,2023-08-01 00:00,0.88602,0.90567,0.019649999999999945,0.88698,0.90567,2023-07-14 09:00,2023-07-16 21:00,0.90481,0.90508,0.00026999999999999247,0.01374045801526683,2023-11-01 00:00,False
ALL,AUDCAD,short,M,H12,2023-07-03 00:00,2023-08-01 00:00,0.88602,0.90567,0.019649999999999945,0.88698,0.90567,2023-07-19 21:00,2023-07-20 09:00,0.8983,0.89866,0.00036000000000002697,0.018320610687024324,2023-11-01 00:00,False
ALL,AUDCAD,short,M,H12,2023-07-03 00:00,2023-08-01 00:00,0.88602,0.90567,0.019649999999999945,0.88698,0.90567,2023-07-26 21:00,2023-07-27 09:00,0.89701,0.89812,0.0011100000000000554,0.056488549618323586,2023-11-01 00:00,False
ALL,AUDCAD,short,M,H12,2023-07-03 00:00,2023-08-01 00:00,0.88602,0.90567,0.019649999999999945,0.88698,0.90567,2023-07-31 09:00,2023-07-31 21:00,0.88698,0.8875,0.0005199999999999649,0.026463104325698036,2023-11-01 00:00,False
ALL,AUDCAD,short,M,H12,2024-06-03 00:00,2024-07-01 00:00,0.91356,0.92642,0.012859999999999983,0.91827,0.92642,2024-07-14 21:00,2024-07-15 09:00,0.92601,0.92642,0.00041000000000002146,0.03188180404354759,2024-08-01 00:00,False
ALL,AUDCAD,short,M,H12,2024-06-03 00:00,2024-07-01 00:00,0.91356,0.92642,0.012859999999999983,0.91827,0.92642,2024-07-16 21:00,2024-07-17 09:00,0.9228,0.92286,6.0000000000060005e-05,0.004665629860035776,2024-08-01 00:00,False
ALL,AUDCAD,short,M,H12,2024-06-03 00:00,2024-07-01 00:00,0.91356,0.92642,0.012859999999999983,0.91827,0.92642,2024-07-17 21:00,2024-07-18 09:00,0.92212,0.92276,0.0006399999999999739,0.04976671850699649,2024-08-01 00:00,False
ALL,AUDCAD,short,M,H12,2025-03-03 00:00,2025-04-01 00:00,0.89824,0.91304,0.014799999999999924,0.90454,0.91304,2025-03-17 09:00,2025-03-17 21:00,0.9129,0.91304,0.00013999999999991797,0.009459459459453964,2025-05-01 00:00,False
ALL,AUDCAD,short,M,H12,2025-03-03 00:00,2025-04-01 00:00,0.89824,0.91304,0.014799999999999924,0.90454,0.91304,2025-03-19 09:00,2025-03-19 21:00,0.91104,0.91132,0.000280000000000058,0.018918918918922934,2025-05-01 00:00,False
ALL,AUDCAD,short,M,H12,2025-03-03 00:00,2025-04-01 00:00,0.89824,0.91304,0.014799999999999924,0.90454,0.91304,2025-04-01 21:00,2025-04-02 09:00,0.90228,0.90454,0.0022600000000000398,0.15270270270270617,2025-05-01 00:00,False
ALL,AUDCHF,long,M,H12,2022-04-01 00:00,2022-05-02 00:00,0.67706,0.68731,0.010249999999999981,0.67706,0.68227,2022-05-25 21:00,2022-05-26 09:00,0.67891,0.67933,0.00041999999999997595,0.04097560975609529,2022-06-01 00:00,False
ALL,AUDCHF,long,M,H12,2022-06-01 00:00,2022-07-01 00:00,0.651,0.65934,0.008340000000000014,0.651,0.65383,2022-06-30 21:00,2022-07-01 09:00,0.651,0.65113,0.00012999999999996348,0.015587529976014779,2022-08-01 00:00,False
ALL,AUDCHF,long,M,H12,2022-06-01 00:00,2022-07-01 00:00,0.651,0.65934,0.008340000000000014,0.651,0.65383,2022-07-04 21:00,2022-07-05 09:00,0.6536,0.65394,0.00034000000000000696,0.040767386091127865,2022-08-01 00:00,False
ALL,AUDCHF,long,M,H12,2022-06-01 00:00,2022-07-01 00:00,0.651,0.65934,0.008340000000000014,0.651,0.65383,2022-07-06 09:00,2022-07-06 21:00,0.65654,0.65672,0.00017999999999995797,0.021582733812944566,2022-08-01 00:00,False
ALL,AUDCHF,long,M,H12,2022-09-01 00:00,2022-10-03 00:00,0.6212,0.63228,0.011079999999999979,0.6212,0.63064,2022-10-14 09:00,2022-10-16 21:00,0.62303,0.62334,0.00031000000000003247,0.02797833935018349,2022-11-01 00:00,False
ALL,AUDCHF,long,M,H12,2022-09-01 00:00,2022-10-03 00:00,0.6212,0.63228,0.011079999999999979,0.6212,0.63064,2022-10-17 21:00,2022-10-18 09:00,0.62471,0.62506,0.00034999999999996145,0.03158844765342619,2022-11-01 00:00,False
ALL,AUDCHF,long,M,H12,2022-09-01 00:00,2022-10-03 00:00,0.6212,0.63228,0.011079999999999979,0.6212,0.63064,2022-10-23 21:00,2022-10-24 09:00,0.6286,0.62949,0.0008899999999999464,0.08032490974728773,2022-11-01 00:00,False
ALL,AUDCHF,long,M,H12,2022-12-01 00:00,2023-01-02 00:00,0.61614,0.6304,0.01425999999999994,0.61614,0.62634,2022-12-20 22:00,2022-12-21 10:00,0.61727,0.61816,0.0008900000000000574,0.06241234221599307,2023-02-01 00:00,False
ALL,AUDCHF,long,M,H12,2022-12-01 00:00,2023-01-02 00:00,0.61614,0.6304,0.01425999999999994,0.61614,0.62634,2022-12-28 22:00,2022-12-29 10:00,0.6203,0.6214,0.0010999999999999899,0.0771388499298734,2023-02-01 00:00,False
ALL,AUDCHF,long,M,H12,2022-12-01 00:00,2023-01-02 00:00,0.61614,0.6304,0.01425999999999994,0.61614,0.62634,2023-01-03 10:00,2023-01-03 22:00,0.62812,0.62892,0.0008000000000000229,0.05610098176718277,2023-02-01 00:00,False
ALL,AUDCHF,long,M,H12,2023-04-03 00:00,2023-05-01 00:00,0.58514,0.59179,0.006650000000000045,0.58514,0.58654,2023-05-25 09:00,2023-05-25 21:00,0.58783,0.58849,0.0006599999999999939,0.0992481203007503,2023-06-01 00:00,False
ALL,AUDCHF,long,M,H12,2023-08-01 00:00,2023-09-01 00:00,0.5607,0.5728,0.0121,0.5607,0.56488,2023-09-04 21:00,2023-09-05 09:00,0.56488,0.56554,0.0006599999999999939,0.05454545454545404,2023-10-02 00:00,False
ALL,AUDCHF,long,M,H12,2023-08-01 00:00,2023-09-01 00:00,0.5607,0.5728,0.0121,0.5607,0.56488,2023-09-07 09:00,2023-09-07 21:00,0.56794,0.56896,0.0010200000000000209,0.08429752066115875,2023-10-02 00:00,False
ALL,AUDCHF,long,M,H12,2023-08-01 00:00,2023-09-01 00:00,0.5607,0.5728,0.0121,0.5607,0.56488,2023-09-08 09:00,2023-09-10 21:00,0.56921,0.56923,2.0000000000020002e-05,0.0016528925619851242,2023-10-02 00:00,False
ALL,AUDCHF,long,M,H12,2023-08-01 00:00,2023-09-01 00:00,0.5607,0.5728,0.0121,0.5607,0.56488,2023-09-12 21:00,2023-09-13 09:00,0.57074,0.571,0.00025999999999992696,0.021487603305779087,2023-10-02 00:00,False
ALL,AUDCHF,long,M,H12,2023-10-02 00:00,2023-11-01 00:00,0.56136,0.57688,0.015519999999999978,0.56136,0.57251,2023-10-22 21:00,2023-10-23 09:00,0.56136,0.56274,0.0013800000000000479,0.08891752577319909,2023-12-01 00:00,False
ALL,AUDCHF,long,M,H12,2023-10-02 00:00,2023-11-01 00:00,0.56136,0.57688,0.015519999999999978,0.56136,0.57251,2023-10-25 09:00,2023-10-25 21:00,0.56308,0.5654,0.0023199999999999887,0.14948453608247372,2023-12-01 00:00,False
ALL,AUDCHF,long,M,H12,2023-10-02 00:00,2023-11-01 00:00,0.56136,0.57688,0.015519999999999978,0.56136,0.57251,2023-10-27 09:00,2023-10-29 21:00,0.57085,0.57093,8.000000000008001e-05,0.005154639175262894,2023-12-01 00:00,False
ALL,AUDCHF,long,M,H12,2023-10-02 00:00,2023-11-01 00:00,0.56136,0.57688,0.015519999999999978,0.56136,0.57251,2023-11-16 10:00,2023-11-16 22:00,0.57356,0.57376,0.000200000000000089,0.012886597938150082,2023-12-01 00:00,False
ALL,AUDCHF,long,M,H12,2024-01-01 00:00,2024-02-01 00:00,0.56185,0.5657,0.00385000000000002,0.56185,0.56394,2024-02-02 10:00,2024-02-04 22:00,0.56305,0.5633,0.00024999999999997247,0.06493506493505745,2024-08-01 00:00,False
ALL,AUDCHF,long,M,H12,2024-01-01 00:00,2024-02-01 00:00,0.56185,0.5657,0.00385000000000002,0.56185,0.56394,2024-02-05 10:00,2024-02-05 22:00,0.56358,0.56405,0.00047000000000008146,0.1220779220779426,2024-08-01 00:00,False
ALL,AUDCHF,long,M,H12,2024-07-01 00:00,2024-08-01 00:00,0.53656,0.57423,0.03766999999999998,0.53656,0.57122,2024-08-04 21:00,2024-08-05 09:00,0.53656,0.54308,0.00651999999999997,0.17308202813910203,2024-09-02 00:00,False
ALL,AUDCHF,long,M,H12,2024-07-01 00:00,2024-08-01 00:00,0.53656,0.57423,0.03766999999999998,0.53656,0.57122,2024-08-06 09:00,2024-08-06 21:00,0.55163,0.55499,0.0033600000000000296,0.08919564640297402,2024-09-02 00:00,False
ALL,AUDCHF,long,M,H12,2024-07-01 00:00,2024-08-01 00:00,0.53656,0.57423,0.03766999999999998,0.53656,0.57122,2024-08-09 09:00,2024-08-11 21:00,0.56726,0.56798,0.0007200000000000539,0.019113352800638552,2024-09-02 00:00,False
ALL,AUDCHF,long,M,H12,2024-07-01 00:00,2024-08-01 00:00,0.53656,0.57423,0.03766999999999998,0.53656,0.57122,2024-08-28 09:00,2024-08-28 21:00,0.56966,0.57058,0.0009199999999999209,0.024422617467478664,2024-09-02 00:00,False
ALL,AUDCHF,long,M,H12,2024-12-02 00:00,2025-01-01 00:00,0.55654,0.56174,0.005199999999999982,0.55654,0.56065,2024-12-26 22:00,2024-12-27 10:00,0.55826,0.55855,0.00029000000000001247,0.055769230769233354,2025-02-03 00:00,False
ALL,AUDCHF,long,M,H12,2024-12-02 00:00,2025-01-01 00:00,0.55654,0.56174,0.005199999999999982,0.55654,0.56065,2024-12-31 10:00,2025-01-01 22:00,0.56025,0.56065,0.00039999999999995595,0.07692307692306871,2025-02-03 00:00,False
ALL,AUDCHF,long,M,H12,2025-04-01 00:00,2025-05-01 00:00,0.49992,0.52899,0.029069999999999985,0.49992,0.52738,2025-04-10 21:00,2025-04-11 09:00,0.50428,0.50554,0.0012600000000000389,0.043343653250775355,,True
ALL,AUDCHF,short,M,H12,2022-03-01 00:00,2022-04-01 00:00,0.6906,0.70946,0.018859999999999988,0.7069,0.70946,2022-04-05 21:00,2022-04-06 09:00,0.70823,0.70946,0.0012299999999999534,0.0652173913043454,2022-05-02 00:00,False
ALL,AUDCHF,short,M,H12,2022-03-01 00:00,2022-04-01 00:00,0.6906,0.70946,0.018859999999999988,0.7069,0.70946,2022-04-27 21:00,2022-04-28 09:00,0.6934,0.69394,0.0005399999999999849,0.02863202545068851,2022-05-02 00:00,False
ALL,AUDCHF,short,M,H12,2022-03-01 00:00,2022-04-01 00:00,0.6906,0.70946,0.018859999999999988,0.7069,0.70946,2022-04-28 21:00,2022-04-29 09:00,0.69502,0.69732,0.0023000000000000798,0.12195121951219944,2022-05-02 00:00,False
ALL,AUDCHF,short,M,H12,2022-05-02 00:00,2022-06-01 00:00,0.68865,0.7071,0.018449999999999966,0.70458,0.7071,2022-05-04 21:00,2022-05-05 09:00,0.70667,0.7071,0.00042999999999993044,0.023306233062326896,,True
ALL,AUDCHF,short,M,H12,2022-05-02 00:00,2022-06-01 00:00,0.68865,0.7071,0.018449999999999966,0.70458,0.7071,2022-06-08 09:00,2022-06-08 21:00,0.70438,0.70453,0.00014999999999998348,0.008130081300812128,,True
ALL,AUDCHF,short,M,H12,2022-05-02 00:00,2022-06-01 00:00,0.68865,0.7071,0.018449999999999966,0.70458,0.7071,2022-06-15 09:00,2022-06-15 21:00,0.69852,0.70024,0.0017199999999999438,0.09322493224931962,,True
ALL,AUDCHF,short,M,H12,2022-08-01 00:00,2022-09-01 00:00,0.66913,0.67506,0.005929999999999991,0.67278,0.67506,2022-08-29 21:00,2022-08-30 09:00,0.67428,0.67506,0.0007800000000000029,0.13153456998313728,,True
ALL,AUDCHF,short,M,H12,2022-11-01 00:00,2022-12-01 00:00,0.64166,0.64542,0.0037599999999999856,0.6443,0.64542,2022-11-30 22:00,2022-12-01 10:00,0.64386,0.6443,0.00043999999999999595,0.11702127659574406,2023-01-02 00:00,False
ALL,AUDCHF,short,M,H12,2023-01-02 00:00,2023-02-01 00:00,0.64626,0.6572,0.01094000000000006,0.65007,0.6572,2023-01-27 10:00,2023-01-29 22:00,0.65592,0.65676,0.0008400000000000629,0.07678244972578228,,True
ALL,AUDCHF,short,M,H12,2023-01-02 00:00,2023-02-01 00:00,0.64626,0.6572,0.01094000000000006,0.65007,0.6572,2023-01-30 10:00,2023-01-30 22:00,0.65338,0.65408,0.0007000000000000339,0.06398537477148356,,True
