wd_variant,pair,pivot_type,htf,ltf,htf_first_candle_time,htf_second_candle_time,htf_gap_low,htf_gap_high,htf_gap_width,htf_wick_diff_low,htf_wick_diff_high,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_htf_gap,htf_first_touch_time,pending_until_htf_touch
INNER,AUDCHF,long,W,H1,2024-01-08 00:00,2024-01-15 00:00,0.56394,0.5701,0.006160000000000054,0.56394,0.56764,2024-01-17 08:00,2024-01-17 09:00,0.56394,0.56414,0.00019999999999997797,0.032467532467528606,2024-01-22 00:00,False
INNER,AUDCHF,long,W,H1,2024-01-08 00:00,2024-01-15 00:00,0.56394,0.5701,0.006160000000000054,0.56394,0.56764,2024-01-18 02:00,2024-01-18 03:00,0.56624,0.56632,8.000000000008001e-05,0.012987012987025861,2024-01-22 00:00,False
INNER,AUDCHF,long,W,H1,2024-01-08 00:00,2024-01-15 00:00,0.56394,0.5701,0.006160000000000054,0.56394,0.56764,2024-01-18 04:00,2024-01-18 05:00,0.56648,0.56669,0.00021000000000004349,0.03409090909091585,2024-01-22 00:00,False
INNER,AUDCHF,long,W,H1,2024-01-08 00:00,2024-01-15 00:00,0.56394,0.5701,0.006160000000000054,0.56394,0.56764,2024-01-18 07:00,2024-01-18 08:00,0.56672,0.56676,4.0000000000040004e-05,0.006493506493512931,2024-01-22 00:00,False
INNER,AUDCHF,long,W,H1,2024-01-08 00:00,2024-01-15 00:00,0.56394,0.5701,0.006160000000000054,0.56394,0.56764,2024-01-18 09:00,2024-01-18 10:00,0.56714,0.56718,4.0000000000040004e-05,0.006493506493512931,2024-01-22 00:00,False
INNER,AUDCHF,long,W,H1,2024-02-26 00:00,2024-03-04 00:00,0.57041,0.57642,0.006010000000000071,0.57041,0.57374,2024-02-28 23:00,2024-02-29 00:00,0.57041,0.57048,7.00000000000145e-05,0.011647254575709429,2024-04-15 00:00,False
INNER,AUDCHF,long,W,H1,2024-02-26 00:00,2024-03-04 00:00,0.57041,0.57642,0.006010000000000071,0.57041,0.57374,2024-02-29 09:00,2024-02-29 10:00,0.57092,0.57093,1.0000000000065512e-05,0.0016638935108261887,2024-04-15 00:00,False
INNER,AUDCHF,long,W,H1,2024-02-26 00:00,2024-03-04 00:00,0.57041,0.57642,0.006010000000000071,0.57041,0.57374,2024-02-29 12:00,2024-02-29 13:00,0.5712,0.57136,0.00015999999999993797,0.02662229617303429,2024-04-15 00:00,False
INNER,AUDCHF,long,W,H1,2024-02-26 00:00,2024-03-04 00:00,0.57041,0.57642,0.006010000000000071,0.57041,0.57374,2024-02-29 15:00,2024-02-29 16:00,0.57302,0.57326,0.00024000000000001798,0.039933444259569906,2024-04-15 00:00,False
INNER,AUDCHF,long,W,H1,2024-03-11 00:00,2024-03-18 00:00,0.57736,0.57964,0.0022800000000000598,0.57736,0.57876,2024-03-19 09:00,2024-03-19 10:00,0.57736,0.5777,0.00034000000000000696,0.14912280701754302,2024-04-15 00:00,False
