pair,pivot_type,3day_first_candle_time,3day_second_candle_time,3day_gap_low,3day_gap_high,3day_gap_width,ltf,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_weekly,3day_first_touch_time,pending_until_3day_touch
USDCAD,long,2023-10-13 00:00,2023-10-18 00:00,1.36058,1.36484,0.0042600000000001526,H1,2023-10-16 21:00,2023-10-16 22:00,1.36058,1.3606,2.0000000000131024e-05,0.004694835680781762,2023-11-03 00:00,False
USDCAD,long,2023-10-13 00:00,2023-10-18 00:00,1.36058,1.36484,0.0042600000000001526,H1,2023-10-17 00:00,2023-10-17 01:00,1.36087,1.36146,0.0005899999999998684,0.13849765258212376,2023-11-03 00:00,False
USDCAD,long,2023-11-13 00:00,2023-11-16 00:00,1.36544,1.36825,0.002809999999999979,H1,2023-11-15 15:00,2023-11-15 16:00,1.36544,1.36554,9.999999999998899e-05,0.03558718861209599,2023-11-21 00:00,False
GBPNZD,short,2023-10-02 00:00,2023-10-05 00:00,2.05277,2.05844,0.005669999999999842,H1,2023-10-04 14:00,2023-10-04 15:00,2.05756,2.05775,0.00018999999999991246,0.03350970017635234,2023-10-10 00:00,False
GBPNZD,short,2023-10-02 00:00,2023-10-05 00:00,2.05277,2.05844,0.005669999999999842,H1,2023-10-04 18:00,2023-10-04 19:00,2.0552,2.05523,2.9999999999752447e-05,0.005291005290961779,2023-10-10 00:00,False
GBPNZD,long,2023-10-05 00:00,2023-10-10 00:00,2.0281,2.03175,0.003650000000000375,H1,2023-10-10 01:00,2023-10-10 02:00,2.0281,2.02828,0.00018000000000029104,0.04931506849322535,2023-12-12 00:00,False
GBPNZD,long,2023-10-31 00:00,2023-11-03 00:00,2.05656,2.06905,0.012489999999999668,H1,2023-11-03 13:00,2023-11-03 14:00,2.05944,2.05954,0.00010000000000021103,0.008006405124116388,2023-11-08 00:00,False
USDJPY,long,2023-10-13 00:00,2023-10-18 00:00,148.762,149.812,1.0500000000000114,H1,2023-10-17 11:00,2023-10-17 12:00,149.358,149.452,0.09399999999999409,0.08952380952380293,2023-10-23 00:00,False
USDJPY,short,2023-10-23 00:00,2023-10-26 00:00,150.216,150.779,0.5629999999999882,H1,2023-10-26 15:00,2023-10-26 16:00,150.462,150.504,0.04200000000000159,0.07460035523979125,2023-10-31 00:00,False
USDJPY,short,2023-10-23 00:00,2023-10-26 00:00,150.216,150.779,0.5629999999999882,H1,2023-10-26 19:00,2023-10-26 20:00,150.421,150.44,0.019000000000005457,0.03374777975134255,2023-10-31 00:00,False
USDJPY,short,2023-10-23 00:00,2023-10-26 00:00,150.216,150.779,0.5629999999999882,H1,2023-10-27 00:00,2023-10-27 01:00,150.394,150.415,0.020999999999986585,0.03730017761987038,2023-10-31 00:00,False
USDJPY,long,2023-10-26 00:00,2023-10-31 00:00,148.805,149.068,0.26300000000000523,H1,2023-10-30 18:00,2023-10-30 19:00,148.954,148.97,0.015999999999991132,0.06083650190110576,2023-11-16 00:00,False
USDJPY,short,2023-10-31 00:00,2023-11-03 00:00,150.474,151.72,1.2460000000000093,H1,2023-10-31 20:00,2023-10-31 21:00,151.714,151.72,0.006000000000000227,0.004815409309791479,2023-11-08 00:00,False
USDJPY,short,2023-10-31 00:00,2023-11-03 00:00,150.474,151.72,1.2460000000000093,H1,2023-11-01 00:00,2023-11-01 01:00,151.432,151.448,0.016000000000019554,0.012841091492792483,2023-11-08 00:00,False
USDJPY,short,2023-10-31 00:00,2023-11-03 00:00,150.474,151.72,1.2460000000000093,H1,2023-11-01 13:00,2023-11-01 14:00,151.272,151.38,0.10800000000000409,0.08667736757624661,2023-11-08 00:00,False
USDJPY,short,2023-10-31 00:00,2023-11-03 00:00,150.474,151.72,1.2460000000000093,H1,2023-11-01 17:00,2023-11-01 18:00,151.185,151.242,0.05699999999998795,0.04574638844300764,2023-11-08 00:00,False
USDJPY,short,2023-10-31 00:00,2023-11-03 00:00,150.474,151.72,1.2460000000000093,H1,2023-11-01 20:00,2023-11-01 21:00,150.962,150.97,0.008000000000009777,0.006420545746396241,2023-11-08 00:00,False
USDJPY,long,2023-11-03 00:00,2023-11-08 00:00,149.196,150.414,1.2179999999999893,H1,2023-11-03 13:00,2023-11-03 14:00,149.196,149.2,0.003999999999990678,0.003284072249581866,2023-11-13 00:00,False
USDJPY,long,2023-11-03 00:00,2023-11-08 00:00,149.196,150.414,1.2179999999999893,H1,2023-11-03 16:00,2023-11-03 17:00,149.248,149.252,0.004000000000019099,0.0032840722496052005,2023-11-13 00:00,False
USDJPY,long,2023-11-03 00:00,2023-11-08 00:00,149.196,150.414,1.2179999999999893,H1,2023-11-03 18:00,2023-11-03 19:00,149.302,149.312,0.010000000000019327,0.008210180623989666,2023-11-13 00:00,False
USDJPY,long,2023-11-03 00:00,2023-11-08 00:00,149.196,150.414,1.2179999999999893,H1,2023-11-03 20:00,2023-11-05 22:00,149.34,149.344,0.003999999999990678,0.003284072249581866,2023-11-13 00:00,False
USDJPY,long,2023-11-03 00:00,2023-11-08 00:00,149.196,150.414,1.2179999999999893,H1,2023-11-06 08:00,2023-11-06 09:00,149.378,149.39,0.012000000000000455,0.009852216748768933,2023-11-13 00:00,False
USDJPY,long,2023-11-03 00:00,2023-11-08 00:00,149.196,150.414,1.2179999999999893,H1,2023-11-06 11:00,2023-11-06 12:00,149.562,149.604,0.04200000000000159,0.034482758620691265,2023-11-13 00:00,False
USDJPY,long,2023-11-03 00:00,2023-11-08 00:00,149.196,150.414,1.2179999999999893,H1,2023-11-06 15:00,2023-11-06 16:00,149.68,149.715,0.03499999999999659,0.0287356321839055,2023-11-13 00:00,False
USDJPY,long,2023-11-03 00:00,2023-11-08 00:00,149.196,150.414,1.2179999999999893,H1,2023-11-06 18:00,2023-11-06 19:00,149.824,149.84,0.015999999999991132,0.013136288998350799,2023-11-13 00:00,False
USDJPY,long,2023-11-03 00:00,2023-11-08 00:00,149.196,150.414,1.2179999999999893,H1,2023-11-06 23:00,2023-11-07 00:00,149.936,149.964,0.027999999999991587,0.02298850574711973,2023-11-13 00:00,False
USDJPY,long,2023-11-03 00:00,2023-11-08 00:00,149.196,150.414,1.2179999999999893,H1,2023-11-07 08:00,2023-11-07 09:00,150.246,150.293,0.046999999999997044,0.03858784893267443,2023-11-13 00:00,False
USDJPY,long,2023-11-16 00:00,2023-11-21 00:00,147.152,148.394,1.2420000000000186,H1,2023-11-21 14:00,2023-11-21 15:00,147.439,147.454,0.01500000000001478,0.012077294686002056,2023-11-24 00:00,False
USDJPY,long,2023-11-29 00:00,2023-12-04 00:00,146.228,146.805,0.5769999999999982,H1,2023-12-03 23:00,2023-12-04 00:00,146.228,146.232,0.003999999999990678,0.006932409012115581,2023-12-07 00:00,False
USDJPY,long,2023-12-12 00:00,2023-12-15 00:00,140.954,141.882,0.9279999999999973,H1,2023-12-14 11:00,2023-12-14 12:00,141.229,141.354,0.125,0.13469827586206937,2023-12-20 00:00,False
EURNZD,short,2023-10-02 00:00,2023-10-05 00:00,1.7767,1.78239,0.005689999999999973,H1,2023-10-04 14:00,2023-10-04 15:00,1.78206,1.78222,0.00015999999999993797,0.028119507908600832,2023-10-10 00:00,False
EURNZD,short,2023-10-02 00:00,2023-10-05 00:00,1.7767,1.78239,0.005689999999999973,H1,2023-10-04 18:00,2023-10-04 19:00,1.7786,1.77873,0.00012999999999996348,0.022847100175740615,2023-10-10 00:00,False
EURNZD,short,2023-10-23 00:00,2023-10-26 00:00,1.8212,1.82671,0.005510000000000126,H1,2023-10-26 00:00,2023-10-26 01:00,1.8266,1.82671,0.0001100000000000545,0.019963702359356076,2023-10-31 00:00,False
EURNZD,long,2023-11-13 00:00,2023-11-16 00:00,1.7956,1.8012,0.005599999999999827,H1,2023-11-15 10:00,2023-11-15 11:00,1.79674,1.79698,0.00024000000000001798,0.04285714285714739,2023-11-21 00:00,False
EURNZD,long,2023-11-13 00:00,2023-11-16 00:00,1.7956,1.8012,0.005599999999999827,H1,2023-11-15 17:00,2023-11-15 18:00,1.79888,1.79984,0.0009600000000000719,0.17142857142858955,2023-11-21 00:00,False
EURNZD,long,2023-12-20 00:00,2023-12-25 00:00,1.73836,1.74925,0.010890000000000066,H1,2023-12-20 11:00,2023-12-20 12:00,1.73836,1.73892,0.000560000000000116,0.051423324150607214,2023-12-28 00:00,False
EURCAD,short,2023-10-02 00:00,2023-10-05 00:00,1.44394,1.44974,0.005800000000000027,H1,2023-10-06 11:00,2023-10-06 12:00,1.44944,1.44974,0.00029999999999996696,0.05172413793102854,2023-10-10 00:00,False
EURCAD,short,2023-10-02 00:00,2023-10-05 00:00,1.44394,1.44974,0.005800000000000027,H1,2023-10-06 19:00,2023-10-06 20:00,1.44701,1.44741,0.000400000000000178,0.06896551724140967,2023-10-10 00:00,False
EURCAD,long,2023-12-07 00:00,2023-12-12 00:00,1.45662,1.46108,0.0044599999999999085,H1,2023-12-11 15:00,2023-12-11 16:00,1.45662,1.45724,0.0006200000000000649,0.13901345291481562,2023-12-15 00:00,False
AUDCHF,short,2023-11-16 00:00,2023-11-21 00:00,0.58033,0.58186,0.0015300000000000313,H1,2023-11-21 14:00,2023-11-21 15:00,0.5816,0.58173,0.00012999999999996348,0.0849673202614123,2023-11-24 00:00,False
AUDCHF,long,2023-11-21 00:00,2023-11-24 00:00,0.57736,0.57981,0.0024500000000000632,H1,2023-11-22 07:00,2023-11-22 08:00,0.57756,0.57776,0.000200000000000089,0.0816326530612587,2023-11-29 00:00,False
AUDCHF,long,2023-11-21 00:00,2023-11-24 00:00,0.57736,0.57981,0.0024500000000000632,H1,2023-11-22 20:00,2023-11-22 21:00,0.57801,0.57802,9.99999999995449e-06,0.004081632653042544,2023-11-29 00:00,False
AUDCHF,long,2023-11-21 00:00,2023-11-24 00:00,0.57736,0.57981,0.0024500000000000632,H1,2023-11-23 03:00,2023-11-23 04:00,0.57804,0.57828,0.00024000000000001798,0.0979591836734742,2023-11-29 00:00,False
AUDCHF,long,2023-12-04 00:00,2023-12-07 00:00,0.57122,0.57288,0.0016599999999999948,H1,2023-12-07 03:00,2023-12-07 04:00,0.57122,0.57146,0.00024000000000001798,0.14457831325302334,2023-12-28 00:00,False
NZDCHF,long,2023-10-02 00:00,2023-10-05 00:00,0.54084,0.54216,0.0013199999999999878,H1,2023-10-04 18:00,2023-10-04 19:00,0.54134,0.54142,7.999999999996898e-05,0.06060606060603767,2023-10-10 00:00,False
NZDCHF,short,2023-10-31 00:00,2023-11-03 00:00,0.53425,0.53978,0.005530000000000035,H1,2023-11-03 20:00,2023-11-05 22:00,0.53938,0.53978,0.00040000000000006697,0.07233273056059032,2023-11-08 00:00,False
NZDCHF,short,2023-11-13 00:00,2023-11-16 00:00,0.53482,0.53701,0.0021900000000000253,H1,2023-11-15 09:00,2023-11-15 10:00,0.53682,0.53701,0.00019000000000002348,0.08675799086758963,2023-11-21 00:00,False
NZDCHF,short,2023-11-13 00:00,2023-11-16 00:00,0.53482,0.53701,0.0021900000000000253,H1,2023-11-15 17:00,2023-11-15 18:00,0.5352,0.5356,0.00039999999999995595,0.1826484018264618,2023-11-21 00:00,False
NZDCHF,long,2023-11-16 00:00,2023-11-21 00:00,0.52822,0.53401,0.005789999999999962,H1,2023-11-17 16:00,2023-11-17 17:00,0.52921,0.52944,0.0002300000000000635,0.03972366148533074,2023-12-12 00:00,False
NZDCHF,long,2023-11-16 00:00,2023-11-21 00:00,0.52822,0.53401,0.005789999999999962,H1,2023-11-17 19:00,2023-11-17 20:00,0.5299,0.52992,1.999999999990898e-05,0.0034542314334903472,2023-12-12 00:00,False
NZDCHF,long,2023-11-16 00:00,2023-11-21 00:00,0.52822,0.53401,0.005789999999999962,H1,2023-11-20 14:00,2023-11-20 15:00,0.5308,0.53103,0.00022999999999995246,0.03972366148531157,2023-12-12 00:00,False
NZDCHF,short,2023-11-29 00:00,2023-12-04 00:00,0.53974,0.54396,0.0042200000000000015,H1,2023-11-29 04:00,2023-11-29 05:00,0.54364,0.54377,0.00012999999999996348,0.030805687203782805,2023-12-07 00:00,False
