pair,pivot_type,3day_first_candle_time,3day_second_candle_time,3day_gap_low,3day_gap_high,3day_gap_width,ltf,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_weekly,3day_first_touch_time,pending_until_3day_touch
EURCHF,long,2015-01-14 00:00,2015-01-19 00:00,0.9714,0.99341,0.022009999999999974,H1,2015-01-16 16:00,2015-01-16 17:00,0.97518,0.977765,0.0025849999999999485,0.11744661517491829,2015-01-22 00:00,False
EURCHF,long,2015-02-04 00:00,2015-02-09 00:00,1.04141,1.04815,0.006739999999999968,H1,2015-02-09 13:00,2015-02-09 14:00,1.04141,1.041765,0.00035500000000010523,0.052670623145416456,2015-03-23 00:00,False
EURCHF,short,2015-02-17 00:00,2015-02-20 00:00,1.07945,1.08106,0.0016099999999998893,H1,2015-02-20 06:00,2015-02-20 07:00,1.080795,1.08106,0.0002649999999999597,0.16459627329191176,2015-02-25 00:00,False
EURCHF,long,2015-03-02 00:00,2015-03-05 00:00,1.063,1.067365,0.004364999999999952,H1,2015-03-06 17:00,2015-03-06 18:00,1.06616,1.066855,0.0006950000000001122,0.15922107674687738,2015-03-10 00:00,False
EURCHF,long,2015-03-10 00:00,2015-03-13 00:00,1.05151,1.06595,0.014440000000000008,H1,2015-03-13 17:00,2015-03-13 18:00,1.05151,1.052705,0.0011950000000000571,0.08275623268698452,2015-03-18 00:00,False
EURCHF,long,2015-03-10 00:00,2015-03-13 00:00,1.05151,1.06595,0.014440000000000008,H1,2015-03-13 19:00,2015-03-13 20:00,1.0535,1.053585,8.499999999989072e-05,0.005886426592790213,2015-03-18 00:00,False
EURCHF,long,2015-03-31 00:00,2015-04-03 00:00,1.038945,1.044145,0.0052000000000000934,H1,2015-04-02 11:00,2015-04-02 12:00,1.038945,1.03938,0.0004349999999999632,0.08365384615383757,2015-04-08 00:00,False
EURCHF,long,2015-03-31 00:00,2015-04-03 00:00,1.038945,1.044145,0.0052000000000000934,H1,2015-04-02 15:00,2015-04-02 16:00,1.040835,1.041175,0.00034000000000000696,0.06538461538461555,2015-04-08 00:00,False
EURCHF,short,2015-04-03 00:00,2015-04-08 00:00,1.04487,1.049505,0.004634999999999945,H1,2015-04-06 18:00,2015-04-06 19:00,1.049405,1.049505,9.999999999998899e-05,0.021574973031281593,2015-04-24 00:00,False
EURCHF,short,2015-04-03 00:00,2015-04-08 00:00,1.04487,1.049505,0.004634999999999945,H1,2015-04-07 01:00,2015-04-07 02:00,1.04757,1.0477,0.00013000000000018552,0.028047464940709185,2015-04-24 00:00,False
