pair,pivot_type,3day_first_candle_time,3day_second_candle_time,3day_gap_low,3day_gap_high,3day_gap_width,ltf,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_weekly,3day_first_touch_time,pending_until_3day_touch
EURCHF,short,2018-10-17 00:00,2018-10-22 00:00,1.14706,1.15016,0.0031000000000001027,H1,2018-10-22 06:00,2018-10-22 07:00,1.14982,1.15016,0.00034000000000000696,0.10967741935483732,,True
EURCHF,short,2018-10-17 00:00,2018-10-22 00:00,1.14706,1.15016,0.0031000000000001027,H1,2018-10-22 08:00,2018-10-22 09:00,1.1485,1.14885,0.00034999999999985043,0.11290322580639962,,True
EURCHF,long,2018-10-22 00:00,2018-10-25 00:00,1.13433,1.13648,0.0021499999999998742,H1,2018-10-26 14:00,2018-10-26 15:00,1.13433,1.13459,0.00025999999999992696,0.12093023255811264,2018-11-12 00:00,False
EURCHF,short,2018-12-03 00:00,2018-12-06 00:00,1.13174,1.13488,0.0031400000000001427,H1,2018-12-04 12:00,2018-12-04 13:00,1.13485,1.13488,3.0000000000196536e-05,0.009554140127450692,2018-12-19 00:00,False
EURCHF,short,2018-12-03 00:00,2018-12-06 00:00,1.13174,1.13488,0.0031400000000001427,H1,2018-12-05 16:00,2018-12-05 17:00,1.13264,1.13309,0.0004499999999998394,0.14331210191077037,2018-12-19 00:00,False
EURCHF,short,2018-12-03 00:00,2018-12-06 00:00,1.13174,1.13488,0.0031400000000001427,H1,2018-12-05 22:00,2018-12-05 23:00,1.13196,1.1322,0.00024000000000001798,0.07643312101911054,2018-12-19 00:00,False
EURCHF,long,2018-12-06 00:00,2018-12-11 00:00,1.1225,1.12453,0.0020299999999999763,H1,2018-12-11 14:00,2018-12-11 15:00,1.1225,1.12266,0.00015999999999993797,0.07881773399011814,2018-12-14 00:00,False
EURCHF,long,2018-12-14 00:00,2018-12-19 00:00,1.12423,1.12838,0.004149999999999876,H1,2018-12-14 13:00,2018-12-14 14:00,1.12428,1.12446,0.000180000000000069,0.04337349397592154,2018-12-24 00:00,False
EURCHF,long,2018-12-14 00:00,2018-12-19 00:00,1.12423,1.12838,0.004149999999999876,H1,2018-12-17 14:00,2018-12-17 15:00,1.12485,1.12522,0.0003700000000002035,0.0891566265060758,2018-12-24 00:00,False
EURCHF,long,2018-12-14 00:00,2018-12-19 00:00,1.12423,1.12838,0.004149999999999876,H1,2018-12-18 05:00,2018-12-18 06:00,1.12608,1.12618,9.999999999998899e-05,0.02409638554216674,2018-12-24 00:00,False
EURCHF,long,2018-12-14 00:00,2018-12-19 00:00,1.12423,1.12838,0.004149999999999876,H1,2018-12-18 13:00,2018-12-18 14:00,1.12683,1.12706,0.00022999999999995246,0.05542168674697815,2018-12-24 00:00,False
EURCHF,long,2018-12-14 00:00,2018-12-19 00:00,1.12423,1.12838,0.004149999999999876,H1,2018-12-18 19:00,2018-12-18 20:00,1.12714,1.12729,0.00014999999999987246,0.03614457831322336,2018-12-24 00:00,False
EURCHF,long,2018-12-14 00:00,2018-12-19 00:00,1.12423,1.12838,0.004149999999999876,H1,2018-12-18 22:00,2018-12-18 23:00,1.12757,1.12812,0.0005500000000000504,0.13253012048194382,2018-12-24 00:00,False
EURCHF,short,2018-12-19 00:00,2018-12-24 00:00,1.13103,1.13494,0.00391000000000008,H1,2018-12-24 10:00,2018-12-24 11:00,1.13395,1.13446,0.0005100000000000104,0.13043478260869565,2018-12-27 00:00,False
