wd_variant,pair,pivot_type,htf,ltf,htf_first_candle_time,htf_second_candle_time,htf_gap_low,htf_gap_high,htf_gap_width,htf_wick_diff_low,htf_wick_diff_high,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_htf_gap,htf_first_touch_time,pending_until_htf_touch,wd_search_window_start,wd_search_window_end
ALL,AUDCHF,long,W,H1,2015-01-19 00:00,2015-01-26 00:00,0.689945,0.69629,0.006344999999999934,0.689945,0.691975,2015-01-23 14:00,2015-01-23 15:00,0.689945,0.691065,0.0011200000000000099,0.17651694247439267,2015-07-06 00:00,False,2015-01-19 00:00,2015-02-01 23:59
ALL,AUDCHF,long,W,H1,2015-01-19 00:00,2015-01-26 00:00,0.689945,0.69629,0.006344999999999934,0.689945,0.691975,2015-01-26 01:00,2015-01-26 02:00,0.691975,0.691985,9.99999999995449e-06,0.0015760441292284623,2015-07-06 00:00,False,2015-01-19 00:00,2015-02-01 23:59
ALL,AUDCHF,long,W,H1,2015-01-19 00:00,2015-01-26 00:00,0.689945,0.69629,0.006344999999999934,0.689945,0.691975,2015-01-26 04:00,2015-01-26 05:00,0.692265,0.692295,2.999999999997449e-05,0.004728132387702885,2015-07-06 00:00,False,2015-01-19 00:00,2015-02-01 23:59
ALL,AUDCHF,long,W,H1,2015-01-19 00:00,2015-01-26 00:00,0.689945,0.69629,0.006344999999999934,0.689945,0.691975,2015-01-26 07:00,2015-01-26 08:00,0.692525,0.69285,0.0003250000000000197,0.051221434200161245,2015-07-06 00:00,False,2015-01-19 00:00,2015-02-01 23:59
ALL,AUDCHF,long,W,H1,2015-03-30 00:00,2015-04-06 00:00,0.723625,0.72658,0.002955000000000041,0.723625,0.72484,2015-04-02 15:00,2015-04-02 16:00,0.724085,0.724355,0.00026999999999999247,0.0913705583756307,2015-05-04 00:00,False,2015-03-30 00:00,2015-04-12 23:59
ALL,AUDCHF,long,W,H1,2015-03-30 00:00,2015-04-06 00:00,0.723625,0.72658,0.002955000000000041,0.723625,0.72484,2015-04-06 12:00,2015-04-06 13:00,0.72484,0.725315,0.0004750000000000032,0.16074450084602254,2015-05-04 00:00,False,2015-03-30 00:00,2015-04-12 23:59
ALL,AUDCHF,long,W,H1,2015-03-30 00:00,2015-04-06 00:00,0.723625,0.72658,0.002955000000000041,0.723625,0.72484,2015-04-07 00:00,2015-04-07 01:00,0.725575,0.72609,0.0005150000000000432,0.1742808798646484,2015-05-04 00:00,False,2015-03-30 00:00,2015-04-12 23:59
ALL,AUDCHF,long,W,H1,2015-04-13 00:00,2015-04-20 00:00,0.735205,0.74096,0.005754999999999955,0.735205,0.73753,2015-04-21 19:00,2015-04-21 20:00,0.735545,0.73577,0.00022500000000003073,0.039096437880109906,2015-04-27 00:00,False,2015-04-13 00:00,2015-04-26 23:59
ALL,AUDCHF,long,W,H1,2015-04-13 00:00,2015-04-20 00:00,0.735205,0.74096,0.005754999999999955,0.735205,0.73753,2015-04-21 23:00,2015-04-22 00:00,0.736335,0.73637,3.500000000000725e-05,0.006081668114684192,2015-04-27 00:00,False,2015-04-13 00:00,2015-04-26 23:59
ALL,AUDCHF,long,W,H1,2015-04-27 00:00,2015-05-04 00:00,0.72124,0.73221,0.010970000000000035,0.72124,0.72856,2015-05-07 09:00,2015-05-07 10:00,0.72124,0.72133,9.00000000000345e-05,0.008204193254333109,2015-05-25 00:00,False,2015-04-27 00:00,2015-05-10 23:59
