time,open,high,low,close,Volume
1325455200,0.95968,0.9612,0.958955,0.960235,477
1325469600,0.960235,0.96251,0.96007,0.96167,809
1325484000,0.96167,0.96195,0.95704,0.960565,1864
1325498400,0.960565,0.96178,0.95943,0.96084,1156
1325512800,0.96084,0.962285,0.95941,0.96061,587
1325527200,0.96061,0.962325,0.96061,0.961765,505
1325541600,0.961765,0.966565,0.961665,0.965595,2694
1325556000,0.965595,0.967335,0.965065,0.966295,2912
1325570400,0.966295,0.966975,0.96422,0.9653,6490
1325584800,0.9653,0.96833,0.96235,0.96646,7633
1325599200,0.96646,0.9694,0.96552,0.96622,6856
1325613600,0.96622,0.96822,0.96452,0.967335,3621
1325628000,0.967335,0.967755,0.964415,0.964475,3039
1325642400,0.964475,0.96799,0.963865,0.9677,2056
1325656800,0.9677,0.96844,0.96632,0.967755,5856
1325671200,0.967755,0.972465,0.967495,0.972165,9383
1325685600,0.972165,0.976105,0.971595,0.975095,8003
1325700000,0.975095,0.976895,0.974205,0.976415,3081
1325714400,0.976415,0.976815,0.972335,0.9736,4396
1325728800,0.9736,0.97393,0.97223,0.97329,3197
1325743200,0.97329,0.97461,0.97129,0.972845,9158
1325757600,0.972845,0.978275,0.972165,0.977055,10345
1325772000,0.977055,0.97773,0.974635,0.97732,9725
1325786400,0.97732,0.979,0.976775,0.977605,3675
1325800800,0.977605,0.978125,0.97563,0.97755,2860
1325815200,0.97755,0.97759,0.974045,0.975915,3253
1325829600,0.975915,0.97762,0.97539,0.97576,6397
1325844000,0.97576,0.980305,0.97416,0.979305,8864
1325858400,0.979305,0.979555,0.976795,0.977695,10068
1325872800,0.977695,0.978195,0.97634,0.97702,2525
1326060000,0.976875,0.978155,0.97147,0.971665,4777
1326074400,0.971665,0.972875,0.970935,0.971565,3026
1326088800,0.971565,0.974165,0.971305,0.973395,7890
1326103200,0.973395,0.974455,0.970345,0.973465,7812
1326117600,0.973465,0.975,0.97219,0.9726,7292
1326132000,0.9726,0.97396,0.97163,0.972365,3150
1326146400,0.972365,0.97569,0.971665,0.97537,3376
1326160800,0.97537,0.97746,0.97487,0.97638,3162
1326175200,0.97638,0.97924,0.9763,0.97814,7451
1326189600,0.97814,0.98123,0.9779,0.98082,7780
1326204000,0.98082,0.98204,0.97839,0.97944,7451
1326218400,0.97944,0.97991,0.97782,0.978925,2999
1326232800,0.978925,0.97954,0.97741,0.97813,3694
1326247200,0.97813,0.97932,0.9778,0.979015,1957
1326261600,0.979015,0.980195,0.97874,0.979565,5527
1326276000,0.979565,0.98247,0.979485,0.98103,9891
1326290400,0.98103,0.98405,0.980515,0.98392,8769
1326304800,0.98392,0.98468,0.98289,0.983735,3355
1326319200,0.983735,0.983735,0.98122,0.98207,2750
1326333600,0.98207,0.98284,0.98053,0.98144,2315
1326348000,0.98144,0.98284,0.98081,0.98165,5609
1326362400,0.98165,0.98483,0.98083,0.98142,9947
1326376800,0.98142,0.98152,0.97243,0.97319,9623
1326391200,0.97319,0.97634,0.97263,0.976045,3988
1326405600,0.976045,0.976415,0.97479,0.97548,2408
1326420000,0.97548,0.975945,0.973245,0.974585,2248
1326434400,0.974585,0.97761,0.973765,0.97755,8146
1326448800,0.97755,0.981005,0.97677,0.980775,10839
1326463200,0.980775,0.983015,0.97896,0.980535,13495
1326477600,0.980535,0.984525,0.979215,0.983135,4280
1326664800,0.983015,0.984155,0.979155,0.98097,4100
1326679200,0.98097,0.982685,0.98043,0.98217,3036
1326693600,0.98217,0.98455,0.98151,0.98427,7565
1326708000,0.98427,0.98468,0.98283,0.984465,6750
1326722400,0.984465,0.985855,0.983625,0.985295,2883
1326736800,0.985295,0.985335,0.98366,0.98419,1259
1326751200,0.98419,0.9872,0.9835,0.985715,3595
1326765600,0.985715,0.98828,0.98542,0.987515,4442
1326780000,0.987515,0.98936,0.98682,0.98822,7723
1326794400,0.98822,0.98823,0.984275,0.98674,8703
1326808800,0.98674,0.98967,0.985375,0.986315,8212
1326823200,0.986315,0.986725,0.984435,0.985175,3434
1326837600,0.985175,0.98599,0.98404,0.98469,2261
1326852000,0.98469,0.985,0.98239,0.98435,2880
1326866400,0.98435,0.98517,0.981075,0.981665,9050
1326880800,0.981665,0.982835,0.978135,0.97903,12016
1326895200,0.97903,0.98151,0.977235,0.97903,9645
1326909600,0.97903,0.980755,0.97805,0.980485,3825
1326924000,0.980485,0.980635,0.97506,0.97729,4456
1326938400,0.97729,0.97735,0.975515,0.975875,3207
1326952800,0.975875,0.977545,0.97374,0.9749,8273
1326967200,0.9749,0.97584,0.9739,0.97564,8007
1326981600,0.97564,0.97621,0.97166,0.97168,6660
1326996000,0.97168,0.97203,0.970505,0.971145,3467
1327010400,0.971145,0.97179,0.97044,0.97127,2668
1327024800,0.97127,0.97157,0.96968,0.97034,1840
1327039200,0.97034,0.973045,0.97017,0.972655,6519
1327053600,0.972655,0.976705,0.972315,0.975905,7737
1327068000,0.975905,0.978625,0.975865,0.978385,6513
1327082400,0.978385,0.980085,0.978215,0.979875,1624
1327269600,0.982525,0.984265,0.97994,0.98007,2566
1327284000,0.98007,0.9828,0.98004,0.98221,1786
1327298400,0.98221,0.9838,0.980185,0.981325,5452
1327312800,0.981325,0.982365,0.977605,0.978185,9048
1327327200,0.978185,0.979185,0.975275,0.977345,6373
1327341600,0.977345,0.978215,0.976045,0.976255,3002
1327356000,0.976255,0.977005,0.97568,0.97611,3083
1327370400,0.97611,0.97611,0.973305,0.973575,2447
1327384800,0.973575,0.974355,0.968655,0.970645,8411
1327399200,0.970645,0.972045,0.969895,0.971345,7971
1327413600,0.971345,0.97429,0.970725,0.97244,6595
1327428000,0.97244,0.97371,0.97231,0.973235,2256
1327442400,0.973235,0.975825,0.968795,0.975675,3278
1327456800,0.975675,0.978005,0.975645,0.977395,2705
1327471200,0.977395,0.978315,0.97505,0.97562,6470
1327485600,0.97562,0.97685,0.97397,0.97513,7768
1327500000,0.97513,0.97676,0.973965,0.97599,8958
1327514400,0.97599,0.978175,0.97554,0.976635,8593
1327528800,0.976635,0.97873,0.975895,0.97808,2847
1327543200,0.97808,0.980275,0.97705,0.980085,2023
1327557600,0.980085,0.980765,0.978225,0.9786,7058
1327572000,0.9786,0.97978,0.97786,0.97845,6795
1327586400,0.97845,0.97957,0.9758,0.97632,8066
1327600800,0.97632,0.978715,0.97616,0.978595,4015
1327615200,0.978595,0.979765,0.977035,0.978045,3027
1327629600,0.978045,0.978595,0.97716,0.97761,2934
1327644000,0.97761,0.98153,0.97705,0.97993,6950
1327658400,0.97993,0.98045,0.97628,0.976575,7759
1327672800,0.976575,0.977545,0.972615,0.973995,10573
1327687200,0.973995,0.974245,0.9701,0.97281,4373
1327874400,0.97053,0.972475,0.96874,0.96895,3013
1327888800,0.96895,0.96977,0.967765,0.96782,2380
1327903200,0.96782,0.96868,0.96664,0.967455,6489
1327917600,0.967455,0.970355,0.967215,0.969625,6801
1327932000,0.969625,0.973085,0.96911,0.971465,8018
1327946400,0.971465,0.973615,0.971335,0.971975,3527
1327960800,0.971975,0.973465,0.970685,0.972245,3385
1327975200,0.972245,0.973355,0.971275,0.971625,2635
1327989600,0.971625,0.975655,0.971325,0.975485,5992
1328004000,0.975485,0.975495,0.972865,0.974615,5465
1328018400,0.974615,0.977715,0.974195,0.97655,11252
1328032800,0.97655,0.97807,0.97642,0.977355,4247
1328047200,0.977355,0.97978,0.975575,0.97839,4581
1328061600,0.97839,0.97927,0.97691,0.97849,2856
1328076000,0.97849,0.98044,0.97702,0.97814,8531
1328090400,0.97814,0.97972,0.97671,0.97888,7259
1328104800,0.97888,0.98208,0.97857,0.979885,9542
1328119200,0.979885,0.980675,0.979275,0.979885,3912
1328133600,0.979885,0.98226,0.97924,0.9818,3932
1328148000,0.9818,0.98232,0.98043,0.98109,3009
1328162400,0.98109,0.98342,0.98106,0.98153,6846
1328176800,0.98153,0.98492,0.98052,0.98401,9399
1328191200,0.98401,0.98476,0.9798,0.981895,8817
1328205600,0.981895,0.982275,0.98126,0.98201,2651
1328220000,0.98201,0.98266,0.980905,0.98142,2738
1328234400,0.98142,0.98234,0.979605,0.98115,2369
1328248800,0.98115,0.981525,0.979985,0.980815,5459
1328263200,0.980815,0.986975,0.978045,0.986855,9752
1328277600,0.986855,0.9919,0.986835,0.99093,10702
1328292000,0.99093,0.99153,0.98848,0.9889,2793
1328479200,0.989845,0.990825,0.98711,0.987455,3111
1328493600,0.987455,0.988985,0.987255,0.988765,2167
1328508000,0.988765,0.990415,0.988185,0.989425,6753
1328522400,0.989425,0.990395,0.988345,0.989925,6818
1328536800,0.989925,0.990625,0.985675,0.986535,7861
1328551200,0.986535,0.986695,0.98519,0.98538,2501
1328565600,0.98538,0.98609,0.98424,0.98575,2993
1328580000,0.98575,0.993855,0.9845,0.99372,5151
1328594400,0.99372,0.99429,0.990905,0.991485,6333
1328608800,0.991485,0.994525,0.99011,0.99014,8125
1328623200,0.99014,0.99087,0.984465,0.985635,9034
1328637600,0.985635,0.985995,0.9842,0.98536,3497
1328652000,0.98536,0.98551,0.98407,0.98427,2501
1328666400,0.98427,0.98662,0.98412,0.98616,2163
1328680800,0.98616,0.99006,0.98591,0.99,6419
1328695200,0.99,0.99,0.98686,0.98893,5784
1328709600,0.98893,0.98955,0.983605,0.984725,8609
1328724000,0.984725,0.98604,0.983645,0.9853,3146
1328738400,0.9853,0.9863,0.982015,0.982735,5947
1328752800,0.982735,0.98619,0.982705,0.9854,3801
