time,open,high,low,close,Volume
1325455200,0.7295,0.732215,0.72913,0.73109,543
1325469600,0.73109,0.73286,0.72991,0.7319,1225
1325484000,0.7319,0.73253,0.72876,0.73121,1944
1325498400,0.73121,0.73276,0.73029,0.73148,1340
1325512800,0.73148,0.73247,0.726855,0.73162,728
1325527200,0.73162,0.73231,0.73128,0.73154,342
1325541600,0.73154,0.735185,0.73126,0.734095,2481
1325556000,0.734095,0.7372,0.733825,0.73632,2863
1325570400,0.73632,0.737505,0.73501,0.736475,5439
1325584800,0.736475,0.736935,0.733635,0.735445,6670
1325599200,0.735445,0.737595,0.734855,0.735925,6063
1325613600,0.735925,0.737115,0.734605,0.735855,3128
1325628000,0.735855,0.737115,0.735435,0.73583,2105
1325642400,0.73583,0.73758,0.73506,0.73751,1817
1325656800,0.73751,0.738125,0.735995,0.737575,4124
1325671200,0.737575,0.741305,0.737375,0.740855,6407
1325685600,0.740855,0.742725,0.740385,0.741185,5700
1325700000,0.741185,0.742155,0.740815,0.741785,2534
1325714400,0.741785,0.742155,0.74029,0.741485,2980
1325728800,0.741485,0.742075,0.740295,0.741195,2285
1325743200,0.741195,0.742255,0.740075,0.741085,6094
1325757600,0.741085,0.745245,0.740525,0.744795,7264
1325772000,0.744795,0.745175,0.742275,0.743575,7214
1325786400,0.743575,0.745335,0.74319,0.7436,2950
1325800800,0.7436,0.74472,0.742915,0.74442,1731
1325815200,0.74442,0.74459,0.742035,0.743895,2169
1325829600,0.743895,0.744875,0.743445,0.744105,4593
1325844000,0.744105,0.748725,0.743235,0.747805,5912
1325858400,0.747805,0.747945,0.745525,0.746695,6682
1325872800,0.746695,0.747135,0.74548,0.74564,1547
1326060000,0.746455,0.74792,0.744885,0.745485,3341
1326074400,0.745485,0.746565,0.744935,0.745495,2951
1326088800,0.745495,0.747805,0.745115,0.747355,7252
1326103200,0.747355,0.748975,0.745585,0.747985,6532
1326117600,0.747985,0.74894,0.746935,0.747965,6147
1326132000,0.747965,0.749185,0.74709,0.74749,2745
1326146400,0.74749,0.75182,0.74698,0.75178,2520
1326160800,0.75178,0.75341,0.75115,0.75179,2253
1326175200,0.75179,0.75383,0.75125,0.75265,5180
1326189600,0.75265,0.75498,0.75253,0.75345,5156
1326204000,0.75345,0.75576,0.75259,0.75341,6131
1326218400,0.75341,0.75432,0.75209,0.75409,2848
