time,open,high,low,close,Volume
1325455200,0.91948,0.922995,0.919005,0.92057,446
1325469600,0.92057,0.923505,0.920565,0.922235,632
1325484000,0.922235,0.923415,0.91914,0.92176,1374
1325498400,0.92176,0.92264,0.92046,0.921765,1134
1325512800,0.921765,0.923215,0.920105,0.922445,556
1325527200,0.922445,0.922575,0.920485,0.922405,225
1325541600,0.922405,0.92489,0.921635,0.92368,1357
1325556000,0.92368,0.92703,0.92312,0.92666,1966
1325570400,0.92666,0.92681,0.92234,0.92334,3090
1325584800,0.92334,0.92617,0.92004,0.92392,3696
1325599200,0.92392,0.92638,0.92233,0.92328,3367
1325613600,0.92328,0.92336,0.92024,0.92251,1793
1325628000,0.92251,0.9227,0.920535,0.920805,1293
1325642400,0.920805,0.922715,0.920765,0.922665,768
1325656800,0.922665,0.923555,0.921245,0.923115,2189
1325671200,0.923115,0.929315,0.922805,0.929295,3837
1325685600,0.929295,0.931765,0.927905,0.929585,3682
1325700000,0.929585,0.930865,0.929015,0.92988,1232
1325714400,0.92988,0.93036,0.929085,0.929765,1500
1325728800,0.929765,0.930015,0.928745,0.929685,1368
1325743200,0.929685,0.93299,0.92916,0.930615,3922
1325757600,0.930615,0.9372,0.929835,0.93604,4812
1325772000,0.93604,0.93634,0.93166,0.935155,5383
1325786400,0.935155,0.936465,0.93396,0.93403,1586
1325800800,0.93403,0.93515,0.933585,0.93511,681
1325815200,0.93511,0.93596,0.93441,0.93551,1104
1325829600,0.93551,0.936665,0.933905,0.934505,2692
1325844000,0.934505,0.93768,0.9316,0.935275,4008
1325858400,0.935275,0.936355,0.931565,0.932045,4291
1325872800,0.932045,0.932085,0.92857,0.92869,1225
1326060000,0.931465,0.932115,0.92836,0.92839,1464
1326074400,0.92839,0.92875,0.92611,0.92624,1349
1326088800,0.92624,0.92737,0.925,0.92609,3196
1326103200,0.92609,0.92891,0.92442,0.92743,3492
1326117600,0.92743,0.92876,0.92626,0.92826,3730
1326132000,0.92826,0.92883,0.92679,0.927765,1427
1326146400,0.927765,0.92869,0.926785,0.92851,1002
1326160800,0.92851,0.92997,0.92839,0.9292,1008
1326175200,0.9292,0.9317,0.92898,0.92998,2773
1326189600,0.92998,0.93365,0.92956,0.93259,3178
1326204000,0.93259,0.93486,0.931905,0.93312,3446
1326218400,0.93312,0.93464,0.93276,0.93464,1267
1326232800,0.93464,0.935305,0.933,0.93441,1123
1326247200,0.93441,0.93583,0.93418,0.9351,713
1326261600,0.9351,0.936455,0.934875,0.935525,2481
