time,open,high,low,close
2004-01-26 19:00:00+01:00,194.38,194.38,192.84,192.84
2004-01-27 19:00:00+01:00,192.84,193.11,192.84,193.11
2004-01-28 19:00:00+01:00,193.11,193.15,193.11,193.15
2004-01-29 19:00:00+01:00,193.15,193.15,192.45,192.45
2004-01-30 19:00:00+01:00,192.45,193.0,192.45,193.0
2004-02-02 19:00:00+01:00,192.88,192.88,192.14,192.14
2004-02-03 19:00:00+01:00,192.14,193.87,192.14,193.87
2004-02-04 19:00:00+01:00,193.87,193.87,193.34,193.34
2004-02-05 19:00:00+01:00,193.34,194.13,193.34,194.13
2004-02-06 19:00:00+01:00,194.13,194.745,194.13,194.745
2004-02-09 19:00:00+01:00,194.915,196.17,194.915,196.17
2004-02-10 19:00:00+01:00,196.17,197.42,196.17,197.42
2004-02-11 19:00:00+01:00,197.42,199.21,197.42,199.21
2004-02-12 19:00:00+01:00,199.21,199.33,199.21,199.33
2004-02-13 19:00:00+01:00,199.33,199.33,198.83,198.83
2004-02-16 19:00:00+01:00,198.86,199.36,198.86,199.36
2004-02-17 19:00:00+01:00,199.36,201.18,199.36,201.18
2004-02-18 19:00:00+01:00,201.18,201.57,201.18,201.57
2004-02-19 19:00:00+01:00,201.57,202.86,201.57,202.86
2004-02-20 19:00:00+01:00,202.86,202.94,202.86,202.94
2004-02-23 19:00:00+01:00,202.62,202.62,202.35,202.35
2004-02-24 19:00:00+01:00,202.35,204.55,202.35,204.55
2004-02-25 19:00:00+01:00,204.55,204.55,203.95,203.95
2004-02-26 19:00:00+01:00,203.95,204.13,203.95,204.13
2004-02-27 19:00:00+01:00,204.13,204.13,203.46,203.46
2004-03-01 19:00:00+01:00,203.8,203.8,203.46,203.46
2004-03-02 19:00:00+01:00,203.46,203.46,202.53,202.53
2004-03-03 19:00:00+01:00,202.53,202.53,201.45,201.45
2004-03-04 19:00:00+01:00,201.45,202.48,201.45,202.48
2004-03-05 19:00:00+01:00,202.48,206.85,202.48,206.85
2004-03-08 19:00:00+01:00,207.01,207.01,205.56,205.56
2004-03-09 19:00:00+01:00,205.56,205.56,203.19,203.19
2004-03-10 19:00:00+01:00,203.19,203.19,199.92,199.92
2004-03-11 19:00:00+01:00,199.92,200.98,199.92,200.98
2004-03-12 19:00:00+01:00,200.98,200.98,199.89,199.89
2004-03-15 19:00:00+01:00,199.68,199.68,199.19,199.19
2004-03-16 19:00:00+01:00,199.19,199.19,197.16,197.16
2004-03-17 19:00:00+01:00,197.16,197.16,196.71,196.71
2004-03-18 19:00:00+01:00,196.71,196.71,195.81,195.81
2004-03-19 19:00:00+01:00,195.81,195.81,195.5,195.5
2004-03-22 19:00:00+01:00,195.81,197.17,195.81,197.17
2004-03-23 19:00:00+01:00,197.17,197.49,197.17,197.49
2004-03-24 19:00:00+01:00,197.49,197.49,193.77,193.77
2004-03-25 19:00:00+01:00,193.77,193.77,191.95,191.95
2004-03-26 19:00:00+01:00,191.95,192.26,191.95,192.26
2004-03-29 20:00:00+02:00,191.95,191.95,191.89,191.89
2004-03-30 20:00:00+02:00,191.89,193.05,191.89,193.05
2004-03-31 20:00:00+02:00,193.05,193.05,192.48,192.48
2004-04-01 20:00:00+02:00,192.48,192.6,192.48,192.6
2004-04-02 20:00:00+02:00,192.6,192.6,191.38,191.38
2004-04-05 19:00:00+02:00,191.22,191.22,191.025,191.025
2004-04-06 19:00:00+02:00,191.025,194.95,191.025,194.95
2004-04-07 19:00:00+02:00,194.95,194.95,193.595,193.595
2004-04-08 19:00:00+02:00,193.595,194.945,193.595,194.945
2004-04-09 19:00:00+02:00,194.945,195.28,194.945,195.28
2004-04-12 19:00:00+02:00,194.97,194.97,193.805,193.805
2004-04-13 19:00:00+02:00,193.805,193.905,193.805,193.905
2004-04-14 19:00:00+02:00,193.905,194.595,193.905,194.595
2004-04-15 19:00:00+02:00,194.595,194.595,194.065,194.065
2004-04-16 19:00:00+02:00,194.065,194.065,193.84,193.84
2004-04-19 19:00:00+02:00,193.69,196.135,193.69,196.135
2004-04-20 19:00:00+02:00,196.135,196.135,194.285,194.285
2004-04-21 19:00:00+02:00,194.285,194.285,194.145,194.145
2004-04-22 19:00:00+02:00,194.145,194.305,194.145,194.305
2004-04-23 19:00:00+02:00,194.305,194.305,193.0,193.0
2004-04-26 19:00:00+02:00,193.12,194.065,193.12,194.065
2004-04-27 19:00:00+02:00,194.065,196.095,194.065,196.095
2004-04-28 19:00:00+02:00,196.095,196.095,194.905,194.905
2004-04-29 19:00:00+02:00,194.905,194.905,194.855,194.855
2004-04-30 19:00:00+02:00,194.855,196.48,194.855,196.48
2004-05-03 19:00:00+02:00,196.42,196.42,195.575,195.575
2004-05-04 19:00:00+02:00,195.575,196.475,195.575,196.475
2004-05-05 19:00:00+02:00,196.475,196.475,194.895,194.895
2004-05-06 19:00:00+02:00,194.895,197.11,194.895,197.11
2004-05-07 19:00:00+02:00,197.11,200.49,197.11,200.49
2004-05-10 19:00:00+02:00,200.51,201.99,200.51,201.99
2004-05-11 19:00:00+02:00,201.99,201.99,198.755,198.755
2004-05-12 19:00:00+02:00,198.755,200.295,198.755,200.295
2004-05-13 19:00:00+02:00,200.295,201.765,200.295,201.765
2004-05-14 19:00:00+02:00,201.765,201.765,201.14,201.14
2004-05-17 19:00:00+02:00,201.07,202.335,201.07,202.335
2004-05-18 19:00:00+02:00,202.335,202.335,202.005,202.005
2004-05-19 19:00:00+02:00,202.005,202.005,201.725,201.725
2004-05-20 19:00:00+02:00,201.725,201.725,200.435,200.435
2004-05-21 19:00:00+02:00,200.435,200.71,200.435,200.71
2004-05-24 19:00:00+02:00,200.33,202.085,200.33,202.085
2004-05-25 19:00:00+02:00,202.085,202.595,202.085,202.595
2004-05-26 19:00:00+02:00,202.595,203.015,202.595,203.015
2004-05-27 19:00:00+02:00,203.015,203.725,203.015,203.725
2004-05-28 19:00:00+02:00,203.725,203.725,202.04,202.04
2004-05-31 19:00:00+02:00,202.57,202.57,200.65,200.65
2004-06-01 19:00:00+02:00,200.65,203.48,200.65,203.48
2004-06-02 19:00:00+02:00,203.48,203.48,201.62,201.62
2004-06-03 19:00:00+02:00,201.62,203.935,201.62,203.935
2004-06-04 19:00:00+02:00,203.935,204.58,203.935,204.58
2004-06-07 19:00:00+02:00,204.26,204.26,201.725,201.725
2004-06-08 19:00:00+02:00,201.725,201.725,201.285,201.285
2004-06-09 19:00:00+02:00,201.285,202.095,201.285,202.095
2004-06-10 19:00:00+02:00,202.095,202.095,201.505,201.505
2004-06-11 19:00:00+02:00,201.505,201.505,200.23,200.23
2004-06-14 19:00:00+02:00,200.21,201.115,200.21,201.115
2004-06-15 19:00:00+02:00,201.115,201.115,200.685,200.685
2004-06-16 19:00:00+02:00,200.685,201.165,200.685,201.165
2004-06-17 19:00:00+02:00,201.165,201.165,201.115,201.115
2004-06-18 19:00:00+02:00,201.115,201.115,200.15,200.15
2004-06-21 19:00:00+02:00,200.0,200.0,199.505,199.505
2004-06-22 19:00:00+02:00,199.505,199.505,198.965,198.965
2004-06-23 19:00:00+02:00,198.965,198.965,197.085,197.085
2004-06-24 19:00:00+02:00,197.085,197.085,195.535,195.535
2004-06-25 19:00:00+02:00,195.535,196.48,195.535,196.48
2004-06-28 19:00:00+02:00,196.54,197.545,196.54,197.545
2004-06-29 19:00:00+02:00,197.545,197.545,195.605,195.605
2004-06-30 19:00:00+02:00,195.605,197.995,195.605,197.995
2004-07-01 19:00:00+02:00,197.995,197.995,197.225,197.225
2004-07-02 19:00:00+02:00,197.225,198.3,197.225,198.3
2004-07-05 19:00:00+02:00,198.41,199.525,198.41,199.525
2004-07-06 19:00:00+02:00,199.525,201.645,199.525,201.645
2004-07-07 19:00:00+02:00,201.645,201.645,201.605,201.605
2004-07-08 19:00:00+02:00,201.605,201.605,201.575,201.575
2004-07-09 19:00:00+02:00,201.575,201.575,201.14,201.14
2004-07-12 19:00:00+02:00,200.75,201.615,200.75,201.615
2004-07-13 19:00:00+02:00,201.615,201.795,201.615,201.795
2004-07-14 19:00:00+02:00,201.795,202.595,201.795,202.595
2004-07-15 19:00:00+02:00,202.595,203.425,202.595,203.425
2004-07-16 19:00:00+02:00,203.425,203.57,203.425,203.57
2004-07-19 19:00:00+02:00,203.7,203.7,202.145,202.145
2004-07-20 19:00:00+02:00,202.145,202.145,201.39,201.39
2004-07-21 19:00:00+02:00,201.39,202.17,201.39,202.17
2004-07-22 19:00:00+02:00,202.17,202.415,202.17,202.415
2004-07-23 19:00:00+02:00,202.415,202.415,201.8,201.8
2004-07-26 19:00:00+02:00,201.91,202.41,201.91,202.41
2004-07-27 19:00:00+02:00,202.41,202.41,202.05,202.05
2004-07-28 19:00:00+02:00,202.05,203.755,202.05,203.755
2004-07-29 19:00:00+02:00,203.755,203.755,203.495,203.495
2004-07-30 19:00:00+02:00,203.495,203.495,202.61,202.61
2004-08-02 19:00:00+02:00,202.43,202.43,202.325,202.325
2004-08-03 19:00:00+02:00,202.325,202.325,201.945,201.945
2004-08-04 19:00:00+02:00,201.945,202.845,201.945,202.845
2004-08-05 19:00:00+02:00,202.845,203.945,202.845,203.945
2004-08-06 19:00:00+02:00,203.945,203.945,203.42,203.42
2004-08-09 19:00:00+02:00,203.57,203.67,203.57,203.67
2004-08-10 19:00:00+02:00,203.67,203.67,203.37,203.37
2004-08-11 19:00:00+02:00,203.37,203.37,202.975,202.975
2004-08-12 19:00:00+02:00,202.975,202.975,202.095,202.095
2004-08-13 19:00:00+02:00,202.095,204.06,202.095,204.06
2004-08-16 19:00:00+02:00,203.365,203.365,203.295,203.295
2004-08-17 19:00:00+02:00,203.295,203.295,201.23,201.23
2004-08-18 19:00:00+02:00,201.23,201.23,199.395,199.395
2004-08-19 19:00:00+02:00,199.395,200.445,199.395,200.445
2004-08-20 19:00:00+02:00,200.445,200.445,198.58,198.58
2004-08-23 19:00:00+02:00,198.53,198.595,198.53,198.595
2004-08-24 19:00:00+02:00,198.595,198.595,196.475,196.475
2004-08-25 19:00:00+02:00,196.475,197.965,196.475,197.965
2004-08-26 19:00:00+02:00,197.965,197.965,197.045,197.045
2004-08-27 19:00:00+02:00,197.045,197.045,196.4,196.4
2004-08-30 19:00:00+02:00,196.29,197.27,196.29,197.27
2004-08-31 19:00:00+02:00,197.27,197.27,196.755,196.755
2004-09-01 19:00:00+02:00,196.755,196.755,196.375,196.375
2004-09-02 19:00:00+02:00,196.375,196.375,196.04,196.04
2004-09-03 19:00:00+02:00,196.04,196.27,196.04,196.27
2004-09-06 19:00:00+02:00,196.26,196.26,196.095,196.095
2004-09-07 19:00:00+02:00,196.095,196.095,193.885,193.885
2004-09-08 19:00:00+02:00,193.885,195.275,193.885,195.275
2004-09-09 19:00:00+02:00,195.275,195.885,195.275,195.885
2004-09-10 19:00:00+02:00,195.885,197.03,195.885,197.03
2004-09-13 19:00:00+02:00,196.96,197.705,196.96,197.705
2004-09-14 19:00:00+02:00,197.705,197.705,197.115,197.115
2004-09-15 19:00:00+02:00,197.115,197.115,195.505,195.505
2004-09-16 19:00:00+02:00,195.505,196.465,195.505,196.465
2004-09-17 19:00:00+02:00,196.465,196.9,196.465,196.9
2004-09-20 19:00:00+02:00,196.67,196.67,196.285,196.285
2004-09-21 19:00:00+02:00,196.285,196.985,196.285,196.985
2004-09-22 19:00:00+02:00,196.985,198.315,196.985,198.315
2004-09-23 19:00:00+02:00,198.315,198.995,198.315,198.995
2004-09-24 19:00:00+02:00,198.995,199.79,198.995,199.79
2004-09-27 19:00:00+02:00,199.62,201.325,199.62,201.325
2004-09-28 19:00:00+02:00,201.325,201.925,201.325,201.925
2004-09-29 19:00:00+02:00,201.925,201.925,199.495,199.495
2004-09-30 19:00:00+02:00,199.495,199.495,199.375,199.375
2004-10-01 19:00:00+02:00,199.375,199.375,198.78,198.78
2004-10-04 19:00:00+02:00,199.11,199.11,198.005,198.005
2004-10-05 19:00:00+02:00,198.005,198.085,198.005,198.085
2004-10-06 19:00:00+02:00,198.085,198.115,198.085,198.115
2004-10-07 19:00:00+02:00,198.115,198.225,198.115,198.225
2004-10-08 19:00:00+02:00,198.225,198.225,196.52,196.52
2004-10-11 19:00:00+02:00,196.56,196.685,196.56,196.685
2004-10-12 19:00:00+02:00,196.685,196.685,196.555,196.555
2004-10-13 19:00:00+02:00,196.555,196.935,196.555,196.935
2004-10-14 19:00:00+02:00,196.935,197.075,196.935,197.075
2004-10-15 19:00:00+02:00,197.075,197.22,197.075,197.22
2004-10-18 19:00:00+02:00,197.24,197.24,196.455,196.455
2004-10-19 19:00:00+02:00,196.455,196.455,195.475,195.475
2004-10-20 19:00:00+02:00,195.475,196.785,195.475,196.785
2004-10-21 19:00:00+02:00,196.785,196.785,196.385,196.385
2004-10-25 19:00:00+02:00,196.02,196.515,196.02,196.515
2004-10-26 19:00:00+02:00,196.515,196.515,195.815,195.815
2004-10-27 19:00:00+02:00,195.815,195.815,194.575,194.575
2004-10-28 19:00:00+02:00,194.575,194.575,194.515,194.515
2004-10-29 19:00:00+02:00,194.515,194.515,194.38,194.38
2004-11-01 19:00:00+01:00,194.52,195.195,194.52,195.195
2004-11-02 19:00:00+01:00,195.195,195.295,195.195,195.295
2004-11-03 19:00:00+01:00,195.295,196.385,195.295,196.385
2004-11-04 19:00:00+01:00,196.385,196.385,195.525,195.525
2004-11-05 19:00:00+01:00,195.525,196.0,195.525,196.0
2004-11-08 19:00:00+01:00,195.5,195.925,195.5,195.925
2004-11-09 19:00:00+01:00,195.925,196.395,195.925,196.395
2004-11-10 19:00:00+01:00,196.395,197.925,196.395,197.925
2004-11-11 19:00:00+01:00,197.925,197.925,196.425,196.425
2004-11-12 19:00:00+01:00,196.425,196.425,195.97,195.97
2004-11-15 19:00:00+01:00,196.0,196.0,194.465,194.465
2004-11-16 19:00:00+01:00,194.465,195.225,194.465,195.225
2004-11-17 19:00:00+01:00,195.225,195.225,193.285,193.285
2004-11-18 19:00:00+01:00,193.285,193.285,192.945,192.945
2004-11-19 19:00:00+01:00,192.945,192.945,191.49,191.49
2004-11-22 19:00:00+01:00,191.56,191.875,191.56,191.875
2004-11-23 19:00:00+01:00,191.875,193.015,191.875,193.015
2004-11-24 19:00:00+01:00,193.015,193.385,193.015,193.385
2004-11-25 19:00:00+01:00,193.385,193.755,193.385,193.755
2004-11-26 19:00:00+01:00,193.755,194.34,193.755,194.34
2004-11-29 19:00:00+01:00,194.32,194.755,194.32,194.755
2004-11-30 19:00:00+01:00,194.755,196.665,194.755,196.665
2004-12-01 19:00:00+01:00,196.665,198.375,196.665,198.375
2004-12-02 19:00:00+01:00,198.375,198.635,198.375,198.635
2004-12-03 19:00:00+01:00,198.635,198.635,198.37,198.37
2004-12-06 19:00:00+01:00,198.33,200.115,198.33,200.115
2004-12-07 19:00:00+01:00,200.115,200.155,200.115,200.155
2004-12-08 19:00:00+01:00,200.155,201.275,200.155,201.275
2004-12-09 19:00:00+01:00,201.275,201.435,201.275,201.435
2004-12-10 19:00:00+01:00,201.435,201.435,201.43,201.43
2004-12-13 19:00:00+01:00,201.44,201.865,201.44,201.865
2004-12-14 19:00:00+01:00,201.865,203.545,201.865,203.545
2004-12-15 19:00:00+01:00,203.545,203.545,202.625,202.625
2004-12-16 19:00:00+01:00,202.625,202.625,202.365,202.365
2004-12-17 19:00:00+01:00,202.365,202.365,202.34,202.34
2004-12-20 19:00:00+01:00,202.12,202.485,202.12,202.485
2004-12-21 19:00:00+01:00,202.485,202.485,201.165,201.165
2004-12-22 19:00:00+01:00,201.165,201.165,199.395,199.395
2004-12-23 19:00:00+01:00,199.395,199.395,199.265,199.265
2004-12-24 19:00:00+01:00,199.265,199.48,199.265,199.48
2004-12-27 19:00:00+01:00,199.32,199.33,199.32,199.33
2004-12-28 19:00:00+01:00,199.33,199.33,198.64,198.64
2004-12-29 19:00:00+01:00,198.64,199.145,198.64,199.145
2004-12-30 19:00:00+01:00,199.145,199.145,198.56,198.56
2004-12-31 19:00:00+01:00,198.56,198.56,196.47,196.47
2005-01-02 23:00:00+01:00,197.15,197.15,196.19,196.2
2005-01-03 03:00:00+01:00,196.2,196.64,195.53,196.29
2005-01-03 07:00:00+01:00,196.29,196.68,195.93,196.49
2005-01-03 11:00:00+01:00,196.49,196.49,195.72,195.91
2005-01-03 15:00:00+01:00,195.91,196.18,195.57,195.7
2005-01-03 19:00:00+01:00,195.7,195.82,195.4,195.75
2005-01-03 23:00:00+01:00,195.75,196.06,195.52,195.8
2005-01-04 03:00:00+01:00,195.8,196.16,195.46,195.81
2005-01-04 07:00:00+01:00,195.81,196.5,195.12,196.42
2005-01-04 11:00:00+01:00,196.42,196.93,195.89,196.26
2005-01-04 15:00:00+01:00,196.26,196.76,195.94,196.37
2005-01-04 19:00:00+01:00,196.37,197.08,196.25,196.87
2005-01-04 23:00:00+01:00,196.87,196.94,196.39,196.92
