time,open,high,low,close,Volume
1325455200,1.32141,1.3221,1.31695,1.32025,542
1325469600,1.32025,1.32025,1.31716,1.31927,498
1325484000,1.31927,1.32223,1.31767,1.32069,1357
1325498400,1.32069,1.3221,1.3178,1.31858,1188
1325512800,1.31858,1.32044,1.31635,1.31756,677
1325527200,1.31756,1.32019,1.31741,1.31785,344
1325541600,1.31785,1.31944,1.315,1.31791,1987
1325556000,1.31791,1.31927,1.31488,1.31521,1571
1325570400,1.31521,1.319865,1.315075,1.319015,4406
1325584800,1.319015,1.321085,1.315475,1.318415,5436
1325599200,1.318415,1.319655,1.315345,1.317965,5605
1325613600,1.317965,1.321785,1.317885,1.31866,2942
1325628000,1.31866,1.32172,1.31858,1.32142,1318
1325642400,1.32142,1.32146,1.31934,1.31962,1182
1325656800,1.31962,1.32329,1.31934,1.32053,3718
1325671200,1.32053,1.32098,1.31139,1.31139,6769
1325685600,1.31139,1.31326,1.30798,1.31093,6573
1325700000,1.31093,1.31186,1.30922,1.31085,2320
1325714400,1.31085,1.311485,1.309975,1.310285,1649
1325728800,1.310285,1.311545,1.309805,1.309805,1844
1325743200,1.309805,1.310975,1.306215,1.309715,5786
1325757600,1.309715,1.310905,1.300435,1.301845,7573
1325772000,1.301845,1.307555,1.301535,1.302955,8601
1325786400,1.302955,1.304475,1.301145,1.30422,2566
1325800800,1.30422,1.30503,1.303415,1.303455,1081
1325815200,1.303455,1.304165,1.302265,1.302835,1741
1325829600,1.302835,1.304445,1.301885,1.3036,3956
1325844000,1.3036,1.30702,1.29899,1.30233,6263
1325858400,1.30233,1.30496,1.30044,1.30454,6706
1325872800,1.30454,1.30849,1.30441,1.30827,1873
1326060000,1.30513,1.30795,1.30398,1.30795,1186
1326074400,1.30795,1.31068,1.3075,1.31054,923
1326088800,1.31054,1.31366,1.30977,1.31285,3207
1326103200,1.31285,1.31419,1.30726,1.30873,5069
1326117600,1.30873,1.310195,1.306765,1.307155,5760
1326132000,1.307155,1.308675,1.306215,1.30652,2202
1326146400,1.30652,1.30788,1.3048,1.30502,730
1326160800,1.30502,1.30502,1.3028,1.3035,729
1326175200,1.3035,1.30432,1.300965,1.303755,3556
1326189600,1.303755,1.305545,1.299015,1.301885,5207
1326204000,1.301885,1.302415,1.298155,1.299935,5647
1326218400,1.299935,1.300365,1.29764,1.29764,2262
1326232800,1.29764,1.29921,1.296575,1.297775,1752
1326247200,1.297775,1.29796,1.29618,1.296795,1143
1326261600,1.296795,1.29751,1.29484,1.29655,3641
1326276000,1.29655,1.29674,1.29082,1.2926,6268
1326290400,1.2926,1.29592,1.29188,1.29516,7103
1326304800,1.29516,1.29556,1.29387,1.29552,2436
1326319200,1.29552,1.29624,1.29424,1.29545,1106
1326333600,1.29545,1.29608,1.29503,1.295495,819
1326348000,1.295495,1.29641,1.29411,1.29599,3505
1326362400,1.29599,1.29905,1.29429,1.29901,6381
1326376800,1.29901,1.30891,1.29815,1.30767,7569
1326391200,1.30767,1.30807,1.30522,1.30602,2529
1326405600,1.30602,1.30648,1.304795,1.305285,1162
1326420000,1.305285,1.307545,1.305195,1.306855,1412
1326434400,1.306855,1.309705,1.30442,1.30483,4868
1326448800,1.30483,1.30563,1.2983,1.29886,6828
1326463200,1.29886,1.301855,1.296875,1.298915,11235
1326477600,1.298915,1.298915,1.29522,1.2976,2880
1326664800,1.29481,1.29705,1.29393,1.29407,1189
1326679200,1.29407,1.29447,1.29219,1.29271,1229
1326693600,1.29271,1.29368,1.29118,1.29181,4235
1326708000,1.29181,1.29382,1.29101,1.29136,3961
1326722400,1.29136,1.292505,1.288675,1.288815,2563
1326736800,1.288815,1.290035,1.288325,1.2894,1245
1326751200,1.2894,1.29111,1.28778,1.29111,1272
1326765600,1.29111,1.29263,1.28999,1.291635,2064
1326780000,1.291635,1.293315,1.290845,1.292555,4777
1326794400,1.292555,1.297805,1.29101,1.29114,6459
1326808800,1.29114,1.29319,1.2892,1.29057,6363
1326823200,1.29057,1.29406,1.29049,1.29303,2326
1326837600,1.29303,1.29569,1.29292,1.2956,908
1326852000,1.2956,1.29752,1.29527,1.29574,1534
1326866400,1.29574,1.29935,1.29495,1.29736,5235
1326880800,1.29736,1.30203,1.29611,1.30073,6940
1326895200,1.30073,1.30496,1.29787,1.30099,6540
1326909600,1.30099,1.30249,1.29966,1.3008,2076
1326924000,1.3008,1.30226,1.29911,1.30009,1171
1326938400,1.30009,1.300875,1.298785,1.299195,1720
1326952800,1.299195,1.302835,1.298225,1.301475,5048
1326967200,1.301475,1.30391,1.30003,1.30083,5620
1326981600,1.30083,1.307,1.29975,1.30676,5120
1326996000,1.30676,1.31203,1.30667,1.31086,2283
1327010400,1.31086,1.31278,1.31086,1.31254,768
1327024800,1.31254,1.3146,1.31211,1.31411,660
1327039200,1.31411,1.315085,1.3089,1.30925,3829
1327053600,1.30925,1.311485,1.30734,1.310645,4291
1327068000,1.310645,1.313465,1.309165,1.310845,4744
1327082400,1.310845,1.311235,1.30837,1.31038,1765
1327269600,1.30666,1.30979,1.30637,1.3085,1226
1327284000,1.3085,1.30919,1.30629,1.30629,461
1327298400,1.30629,1.30981,1.30547,1.30885,2639
1327312800,1.30885,1.31405,1.30797,1.31294,5845
1327327200,1.31294,1.31439,1.31022,1.31242,5809
1327341600,1.31242,1.31345,1.31178,1.31272,2186
1327356000,1.31272,1.31356,1.31145,1.31208,1051
1327370400,1.31208,1.31293,1.31103,1.31198,594
1327384800,1.31198,1.31829,1.311715,1.31494,4960
1327399200,1.31494,1.31796,1.31302,1.3131,5648
1327413600,1.3131,1.31487,1.31123,1.31462,5422
1327428000,1.31462,1.31582,1.31422,1.31529,1581
1327442400,1.31529,1.31758,1.31482,1.31652,869
1327456800,1.31652,1.3174,1.31574,1.31694,735
1327471200,1.31694,1.319385,1.315775,1.315815,3785
1327485600,1.315815,1.316685,1.31129,1.31267,4651
1327500000,1.31267,1.31599,1.312,1.31482,5836
1327514400,1.31482,1.31781,1.31377,1.31632,6893
1327528800,1.31632,1.31723,1.31461,1.31512,1524
1327543200,1.31512,1.31616,1.31458,1.31549,1070
1327557600,1.31549,1.31705,1.31205,1.31705,4705
1327572000,1.31705,1.31875,1.31551,1.31836,5312
1327586400,1.31836,1.31844,1.31332,1.31399,6437
1327600800,1.31399,1.31438,1.31101,1.31326,2862
1327615200,1.31326,1.314185,1.311935,1.313865,1763
1327629600,1.313865,1.316145,1.313035,1.315205,2043
1327644000,1.315205,1.315625,1.31146,1.31414,4317
1327658400,1.31414,1.31621,1.31273,1.31443,5473
1327672800,1.31443,1.32162,1.31284,1.31981,7897
1327687200,1.31981,1.3253,1.31978,1.3244,3133
1327874400,1.32467,1.32473,1.32224,1.32239,826
1327888800,1.32239,1.32323,1.32181,1.32217,688
1327903200,1.32217,1.323905,1.319865,1.320705,3801
1327917600,1.320705,1.320785,1.316395,1.316825,3991
1327932000,1.316825,1.31901,1.31581,1.31785,4945
1327946400,1.31785,1.31812,1.31522,1.31636,1983
1327960800,1.31636,1.318065,1.31607,1.317795,1345
1327975200,1.317795,1.320615,1.317415,1.320235,1527
1327989600,1.320235,1.320405,1.3167,1.31761,4240
1328004000,1.31761,1.3181,1.31311,1.31575,4895
1328018400,1.31575,1.31613,1.31029,1.31252,8584
1328032800,1.31252,1.31277,1.31101,1.31178,2641
1328047200,1.31178,1.31254,1.30894,1.30999,1035
1328061600,1.30999,1.311465,1.309625,1.311145,1185
1328076000,1.311145,1.31352,1.30877,1.31347,5192
1328090400,1.31347,1.31794,1.31181,1.3144,5461
